symbol,em_name,price_hkd,pct_chg,volume_shares,turnover_hkd,turnover_rate_pct,pe_dynamic,pb,pe_ttm,total_mv_hkd,float_mv_hkd,latest_high,latest_low,latest_open,prev_close,ts_code
00102,凯升控股,,,,,0.0,,,,,,,,,0.047,00102.HK
00099,王氏国际,1.25,0.0,0.0,,0.0,-3.62,0.18,-3.62,598104743.0,598104743.0,1.25,1.25,1.25,1.25,00099.HK
00096,YUSEI,0.49,0.0,0.0,,0.0,2.78,0.27,2.78,311909304.0,311909304.0,0.49,0.49,0.49,0.49,00096.HK
00095,绿景中国地产,0.16,0.0,924000.0,146954.0,0.01,-0.1,0.1,-0.1,1018202635.0,1018202635.0,0.16,0.159,0.159,0.16,00095.HK
00094,绿心集团,0.053,0.0,0.0,,0.0,-1.47,0.25,-1.47,147471789.0,147471789.0,0.053,0.053,0.053,0.053,00094.HK
00093,零在科技金融,0.4,0.0,0.0,,0.0,50.98,0.95,50.98,1067057220.0,1067057220.0,0.4,0.4,0.4,0.4,00093.HK
00092,冠军科技集团,0.188,0.0,0.0,,0.0,-4.09,2.12,-4.09,206351591.0,206351591.0,0.188,0.188,0.188,0.188,00092.HK
00091,金禧国际控股,,,,,0.0,,,,,,,,,,00091.HK
00090,普星能量,1.09,0.0,38000.0,41420.0,0.01,11.78,0.5,11.78,499874000.0,499874000.0,1.09,1.09,1.09,1.09,00090.HK
00089,大生地产,1.96,0.0,0.0,,0.0,-2.19,0.07,-2.19,563832565.0,563832565.0,1.96,1.96,1.96,1.96,00089.HK
00088,TAI CHEUNG HOLD,3.5,0.0,111000.0,388360.0,0.02,41.56,0.34,41.56,2161359988.0,2161359988.0,3.5,3.48,3.49,3.5,00088.HK
00085,中电华大科技,1.09,0.0,1050000.0,1155960.0,0.05,9.4,0.86,9.4,2212560480.0,2212560480.0,1.12,1.09,1.1,1.09,00085.HK
00084,宝光实业,0.063,0.0,0.0,,0.0,-0.71,0.07,-0.71,65325899.0,65325899.0,0.063,0.063,0.063,0.063,00084.HK
00079,世纪建业,0.089,0.0,0.0,,0.0,-2.05,0.14,-2.05,29020891.0,29020891.0,0.089,0.089,0.089,0.089,00079.HK
00076,谊砾控股,0.13,0.0,0.0,,0.0,-0.51,0.02,-0.51,57772529.0,57772529.0,0.13,0.13,0.13,0.13,00076.HK
00073,亚洲果业,2.0,0.0,40.0,78.0,0.0,-1.42,0.26,-1.42,29801058.0,29801058.0,2.0,2.0,2.0,2.0,00073.HK
00072,超媒体控股,0.26,0.0,0.0,,0.0,-2.83,0.62,-2.83,113971691.0,113971691.0,0.26,0.26,0.26,0.26,00072.HK
00070,金粤控股,0.049,0.0,0.0,,0.0,-1.91,0.1,-1.91,95002312.0,95002312.0,0.049,0.049,0.049,0.049,00070.HK
00065,弘海高新资源,0.2,0.0,0.0,,0.0,-0.96,0.45,-0.96,49107383.0,49107383.0,0.2,0.2,0.2,0.2,00065.HK
00063,中亚烯谷集团,0.044,0.0,1000.0,44.0,0.0,27.43,0.56,27.43,279518892.0,279518892.0,0.044,0.044,0.044,0.044,00063.HK
00059,天誉置业,,,,,0.0,-0.02,-0.02,-0.02,84463314.0,84463314.0,,,,0.01,00059.HK
00058,新威国际,0.244,0.0,0.0,,0.0,-3.13,4.58,-3.13,125786880.0,125786880.0,0.244,0.244,0.244,0.244,00058.HK
00057,震雄集团,1.63,0.0,38000.0,61940.0,0.01,6.86,0.33,6.86,1027815408.0,1027815408.0,1.63,1.63,1.63,1.63,00057.HK
00055,中星集团控股,0.145,0.0,0.0,,0.0,-0.75,0.06,-0.75,36737121.0,36737121.0,0.145,0.145,0.145,0.145,00055.HK
00051,海港企业,4.5,0.0,0.0,,0.0,-13.63,0.21,-13.63,3189375000.0,3189375000.0,4.5,4.5,4.5,4.5,00051.HK
00048,中国汽车内饰,0.35,0.0,0.0,,0.0,-6.66,0.74,-6.66,153225716.0,153225716.0,0.35,0.35,0.35,0.35,00048.HK
00041,鹰君,14.9,0.0,250747.0,3722484.0,0.03,-6.75,0.21,-6.75,11169879541.0,11169879541.0,15.11,14.71,15.0,14.9,00041.HK
00039,中国北大荒,,,,,0.0,-1.32,1.42,-1.32,361690768.0,361690768.0,,,,0.045,00039.HK
00036,远东控股国际,,,,,0.0,-1.22,308.77,-1.22,89852284.0,89852284.0,,,,0.275,00036.HK
00035,远东发展,0.7,0.0,10281.0,7106.0,0.0,-1.43,0.22,-1.43,2141328337.0,2141328337.0,0.7,0.69,0.69,0.7,00035.HK
00034,九龙建业,4.62,0.0,10106.0,46697.0,0.0,46.22,0.35,46.22,6034671988.0,6034671988.0,4.62,4.62,4.62,4.62,00034.HK
00033,INTL GENIUS,,,,,0.0,-14.43,0.32,-14.43,223298042.0,223298042.0,,,,0.4,00033.HK
00032,港通控股,7.81,0.0,744.0,5742.0,0.0,4.02,0.36,4.02,2910694889.0,2910694889.0,7.81,7.81,7.81,7.81,00032.HK
00025,CHEVALIER INT'L,4.19,0.0,0.0,,0.0,-3.91,0.13,-3.91,1262314764.0,1262314764.0,4.19,4.19,4.19,4.19,00025.HK
00022,茂盛控股,0.045,0.0,3410000.0,151970.0,0.17,0.25,0.34,0.25,88487454.0,88487454.0,0.045,0.043,0.045,0.045,00022.HK
00021,大中华控股,0.082,0.0,0.0,,0.0,-2.2,0.54,-2.2,325969139.0,325969139.0,0.082,0.082,0.082,0.082,00021.HK
00018,东方传媒集团,0.26,0.0,0.0,,0.0,46.7,0.37,46.7,623458653.0,623458653.0,0.26,0.26,0.26,0.26,00018.HK
00011,恒生银行,,,,,0.0,,,,,,,,,154.3,00011.HK
00009,金奥国际,,,,,0.0,,,,,,,,,0.013,00009.HK
00007,智富资源投资,,,,,0.0,-1.59,0.05,-1.59,107364502.0,107364502.0,,,,0.032,00007.HK
03152,A博时港元,1126.05,0.0,4376.0,4928072.0,,,,,,,1126.3,1125.75,1126.1,1126.1,03152.HK
01879,曦智科技-P,477.2,-0.04,161429.0,77821454.0,0.21,-30.19,-7.93,-30.19,44874636304.0,36673094867.0,502.0,466.8,478.8,477.4,01879.HK
09446,华夏廿美债A-U,100.55,-0.05,0.0,,,,,,,,100.6,100.55,100.6,100.6,09446.HK
04701,机管局 二六零八,100.15,-0.05,1000.0,100150.0,,,,,,,100.15,100.15,100.15,100.2,04701.HK
03004,南方东英越南30,9.98,-0.05,7100.0,70585.0,,,,,,,10.0,9.925,10.0,9.985,03004.HK
03156,博时20美债,783.8,-0.05,0.0,,,,,,,,784.2,783.8,784.2,784.2,03156.HK
03137,AGX美元,1125.7,-0.05,130.0,146385.0,,,,,,,1126.3,1125.7,1126.3,1126.3,03137.HK
03146,华夏20美债,731.65,-0.05,0.0,,,,,,,,732.05,731.65,732.05,732.05,03146.HK
02518,汽车之家-S,34.6,-0.06,15300.0,530650.0,0.08,13.98,0.68,13.98,17624810960.0,698726240.0,34.84,34.6,34.84,34.62,02518.HK
03111,易方达A50,3.414,-0.06,379200.0,1291056.0,,,,,,,3.42,3.392,3.394,3.416,03111.HK
02822,南方A50,16.34,-0.06,1923070.0,31356441.0,,,,,,,16.4,16.15,16.38,16.35,02822.HK
02319,蒙牛乳业,15.56,-0.06,5956862.0,92456743.0,0.15,35.25,1.35,35.25,60317974542.0,60317974542.0,15.94,15.34,15.94,15.57,02319.HK
03075,GX亚洲美债,58.34,-0.07,4150.0,242111.0,,,,,,,58.34,58.34,58.34,58.38,03075.HK
83151,PP科创50-R,11.62,-0.09,0.0,,,,,,,,11.9,11.45,11.63,11.63,83151.HK
00006,电能实业,56.15,-0.09,2204460.0,124163169.0,0.1,19.19,1.32,19.19,119661554397.0,119661554397.0,57.65,54.85,57.65,56.2,00006.HK
06657,百望股份,11.09,-0.09,3700.0,41021.0,0.0,-235.03,2.41,-235.03,2505305902.0,2505305902.0,11.11,11.0,11.11,11.1,06657.HK
03428,GX国寿港美,10.71,-0.09,0.0,,,,,,,,10.72,10.61,10.72,10.72,03428.HK
03457,A泰康港元,1009.0,-0.1,42.0,42418.0,,,,,,,1010.0,1009.0,1010.0,1010.0,03457.HK
03422,GX创新蓝筹十强,100.3,-0.1,150.0,15006.0,,,,,,,100.4,99.86,100.4,100.4,03422.HK
09156,博时20美债-U,100.0,-0.1,0.0,,,,,,,,100.1,100.0,100.1,100.1,09156.HK
09107,博时廿美债A-U,100.0,-0.1,0.0,,,,,,,,100.1,100.0,100.1,100.1,09107.HK
09146,华夏20美债-U,93.35,-0.11,0.0,,,,,,,,93.45,93.35,93.45,93.45,09146.HK
06078,海吉亚医疗,8.77,-0.11,2783000.0,24258744.0,0.46,29.28,0.72,29.28,5334401612.0,5334401612.0,9.02,8.56,8.99,8.78,06078.HK
03101,南方A500,8.61,-0.12,21000.0,181185.0,,,,,,,8.635,8.61,8.635,8.62,03101.HK
02057,中通快递-W,171.7,-0.12,585335.0,99882091.0,0.1,12.84,1.88,12.84,132191948988.0,96804578988.0,175.4,168.6,175.4,171.9,02057.HK
01735,中环新能源,8.49,-0.12,3424000.0,28785270.0,0.08,1047.36,23.79,1047.36,35861760000.0,35861760000.0,8.52,8.27,8.46,8.5,01735.HK
00995,安徽皖通高速公路,16.43,-0.12,676318.0,10984066.0,0.12,13.44,1.86,13.44,28072164736.0,8921356736.0,16.49,15.92,16.2,16.45,00995.HK
09829,安硕中国国债-U,8.02,-0.12,0.0,,,,,,,,8.03,8.015,8.03,8.03,09829.HK
09195,恒生标普五百-U,1.512,-0.13,800.0,1213.0,,,,,,,1.52,1.512,1.52,1.514,09195.HK
09075,GX亚洲美债-U,7.445,-0.13,0.0,,,,,,,,7.455,7.445,7.455,7.455,09075.HK
03141,华夏亚投债,14.8,-0.13,131000.0,1939846.0,,,,,,,14.82,14.8,14.82,14.82,03141.HK
02670,云迹,281.6,-0.14,4600.0,1293216.0,0.01,-60.02,20.61,-60.02,19597806131.0,17583368141.0,281.8,280.0,280.0,282.0,02670.HK
82830,南方沙特-R,69.96,-0.14,0.0,,,,,,,,70.06,69.9,70.06,70.06,82830.HK
09428,GX国寿港美-U,1.366,-0.15,0.0,,,,,,,,1.368,1.354,1.368,1.368,09428.HK
04286,政府基债二七一二,101.25,-0.15,4700.0,475875.0,,,,,,,101.25,101.25,101.25,101.4,04286.HK
04273,政府绿债二六一零,100.4,-0.15,33700.0,3385295.0,,,,,,,100.5,100.4,100.5,100.55,04273.HK
01876,百威亚太,6.44,-0.16,8108667.0,52016622.0,0.06,22.71,1.07,22.71,85287476680.0,85287476680.0,6.49,6.35,6.45,6.45,01876.HK
02026,小马智行-W,63.7,-0.16,670110.0,42892936.0,0.19,-25.03,2.18,-25.03,27616596926.0,22451242277.0,66.25,63.1,64.5,63.8,02026.HK
09999,网易-S,190.2,-0.16,2119447.0,402941328.0,0.96,15.84,3.25,15.84,606859828045.0,42196080171.0,192.1,186.7,191.9,190.5,09999.HK
02829,安硕中国国债,62.82,-0.16,90.0,5655.0,,,,,,,62.88,62.78,62.88,62.92,02829.HK
00837,谭木匠,6.01,-0.17,118500.0,712645.0,0.05,7.89,1.39,7.89,1494771140.0,1494771140.0,6.08,5.98,6.03,6.02,00837.HK
03134,南方太阳能,5.95,-0.17,133900.0,795784.0,,,,,,,6.0,5.92,5.985,5.96,03134.HK
03195,恒生标普五百,11.84,-0.17,298023.0,3527396.0,,,,,,,11.87,11.82,11.86,11.86,03195.HK
03440,GX03月债,55.1,-0.18,2300.0,126940.0,,,,,,,55.2,55.1,55.2,55.2,03440.HK
03189,易方达白酒,1.096,-0.18,768200.0,837349.0,,,,,,,1.098,1.078,1.082,1.098,03189.HK
03425,MBC以太币,3.242,-0.18,1600.0,5193.0,,,,,,,3.246,3.242,3.246,3.248,03425.HK
03435,恒生招商七十美债,75.04,-0.19,0.0,,,,,,,,75.18,75.04,75.18,75.18,03435.HK
02299,百宏实业,5.31,-0.19,0.0,,0.0,15.74,0.88,15.74,11208422340.0,11208422340.0,5.32,5.31,5.32,5.32,02299.HK
02180,万宝盛华,5.3,-0.19,26500.0,143067.0,0.01,6.33,0.94,6.33,1099776500.0,1099776500.0,5.47,5.3,5.47,5.31,02180.HK
03439,嘉实比特币,7.87,-0.19,28400.0,223775.0,,,,,,,7.88,7.87,7.875,7.885,03439.HK
82800,盈富基金-R,20.84,-0.19,76000.0,1575010.0,,,,,,,20.84,20.6,20.84,20.88,82800.HK
02539,乐摩科技,10.22,-0.2,110200.0,1033958.0,0.47,5.47,1.03,5.47,567778232.0,237369924.0,10.22,9.0,10.22,10.24,02539.HK
02817,PP国债,147.3,-0.2,0.0,,,,,,,,147.6,147.2,147.6,147.6,02817.HK
07234,博时两倍做多中国创业板,14.38,-0.21,379000.0,5451033.0,,,,,,,14.65,14.1,14.41,14.41,07234.HK
03489,易方达AI,14.18,-0.21,3874800.0,55218281.0,,,,,,,14.32,14.08,14.27,14.21,03489.HK
02623,香港黄金产业集团,4.69,-0.21,833500.0,3923145.0,0.16,-25.45,3.21,-25.45,2464265724.0,2464265724.0,4.84,4.54,4.7,4.7,02623.HK
02268,药明合联,46.6,-0.21,2763378.0,127321280.0,0.22,35.86,4.93,35.86,58776929733.0,58776929733.0,47.0,45.48,46.46,46.7,02268.HK
06049,保利物业,27.4,-0.22,1103973.0,30214179.0,0.32,8.84,1.3,8.84,15161335160.0,9507802466.0,27.58,27.08,27.58,27.46,06049.HK
00728,中国电信,4.55,-0.22,49545800.0,222120501.0,0.36,11.74,0.78,11.74,416357481080.0,63142215500.0,4.56,4.44,4.56,4.56,00728.HK
02830,南方沙特,80.84,-0.22,57.0,4616.0,,,,,,,81.02,80.84,81.02,81.02,02830.HK
00551,裕元集团,13.38,-0.22,2183574.0,29318054.0,0.14,8.1,0.6,8.1,21468965783.0,21468965783.0,13.78,13.3,13.5,13.41,00551.HK
83140,华夏港美AI-R,6.635,-0.23,0.0,,,,,,,,6.65,6.59,6.65,6.65,83140.HK
03147,X南方中创业,17.26,-0.23,201200.0,3465094.0,,,,,,,17.5,17.1,17.49,17.3,03147.HK
00194,廖创兴企业,4.3,-0.23,8000.0,34420.0,0.0,135.13,0.15,135.13,1627908792.0,1627908792.0,4.31,4.3,4.31,4.31,00194.HK
03001,PP中地美债,104.9,-0.24,0.0,,,,,,,,105.15,104.9,105.15,105.15,03001.HK
02671,美联股份,4.07,-0.25,0.0,,0.0,6.75,0.71,6.75,490638520.0,490638520.0,4.08,4.07,4.08,4.08,02671.HK
00598,中国外运,4.07,-0.25,1477725.0,5918848.0,0.07,6.45,0.62,6.45,29197167494.0,8206263670.0,4.15,3.94,4.15,4.08,00598.HK
82805,银河博时东盟-R,8.07,-0.25,0.0,,,,,,,,8.09,8.02,8.09,8.09,82805.HK
00945,宏利金融-S,316.0,-0.25,1404.0,443046.0,0.0,14.89,2.14,14.89,526353135680.0,526353135680.0,316.8,314.4,316.8,316.8,00945.HK
02821,沛富基金,110.5,-0.27,120.0,13266.0,,,,,,,110.55,110.5,110.55,110.8,02821.HK
03328,交通银行,7.26,-0.27,17617152.0,127494329.0,0.05,5.94,0.49,5.94,641521073459.0,254186122694.0,7.31,7.14,7.26,7.28,03328.HK
00390,中国中铁,3.56,-0.28,25467488.0,89301886.0,0.61,3.7,0.24,3.7,87882950067.0,14978308400.0,3.58,3.45,3.57,3.57,00390.HK
09173,PP中新经济-U,1.398,-0.29,85000.0,118662.0,,,,,,,1.4,1.392,1.4,1.402,09173.HK
03135,FA三星比特币,20.84,-0.29,0.0,,,,,,,,20.94,20.74,20.9,20.9,03135.HK
00116,周生生,10.25,-0.29,362000.0,3650285.0,0.05,4.01,0.48,4.01,6885048000.0,6885048000.0,10.26,9.93,10.13,10.28,00116.HK
03969,中国通号,3.32,-0.3,2706000.0,8961210.0,0.14,8.65,0.65,8.65,35158199080.0,6536419320.0,3.37,3.3,3.31,3.33,03969.HK
09812,三星中国龙网-U,1.32,-0.3,0.0,,,,,,,,1.324,1.306,1.324,1.324,09812.HK
06805,金茂源环保,3.29,-0.3,0.0,,0.0,24.42,3.19,24.42,3643240720.0,3643240720.0,3.3,3.29,3.3,3.3,06805.HK
00956,新天绿色能源,3.28,-0.3,3185275.0,10387690.0,0.15,8.23,0.53,8.23,14801633279.0,7038894419.0,3.31,3.21,3.28,3.29,00956.HK
09406,平安科技精选-U,1.914,-0.31,0.0,,,,,,,,1.92,1.904,1.92,1.92,09406.HK
02271,众安智慧生活,3.14,-0.32,24000.0,75300.0,0.0,48.88,4.59,48.88,1704592960.0,1704592960.0,3.15,3.13,3.15,3.15,02271.HK
02638,港灯-SS,6.26,-0.32,4180309.0,26121799.0,0.05,17.57,1.1,17.57,55314612000.0,55314612000.0,6.3,6.2,6.28,6.28,02638.HK
03042,华夏比特币,7.82,-0.32,497671.0,3903625.0,,,,,,,7.865,7.79,7.8,7.845,03042.HK
08403,德丰宿来,3.11,-0.32,0.0,,0.0,-27.97,31.65,-27.97,526212000.0,526212000.0,3.12,3.11,3.12,3.12,08403.HK
00113,迪生创建,6.22,-0.32,169000.0,1051670.0,0.04,9.65,0.65,9.65,2401288896.0,2401288896.0,6.25,6.18,6.24,6.24,00113.HK
01888,建滔积层板,91.55,-0.33,54322929.0,5087711232.0,1.72,118.13,17.56,118.13,288487782500.0,288487782500.0,99.65,88.4,93.6,91.85,01888.HK
09803,PP中国基石-U,1.21,-0.33,0.0,,,,,,,,1.214,1.198,1.214,1.214,09803.HK
09663,国鸿氢能,2.99,-0.33,0.0,,0.0,-2.85,0.56,-2.85,1524912465.0,1153723092.0,3.0,2.99,3.0,3.0,09663.HK
03406,平安科技精选,14.95,-0.33,2650.0,39619.0,,,,,,,15.01,14.92,14.95,15.0,03406.HK
02512,云工场,2.99,-0.33,0.0,,0.0,112.1,2.64,112.1,1433310320.0,1433310320.0,3.0,2.99,3.0,3.0,02512.HK
09805,银河博时东盟-U,1.192,-0.33,0.0,,,,,,,,1.196,1.184,1.196,1.196,09805.HK
03139,AGX电车机器人,95.2,-0.34,50.0,4760.0,,,,,,,95.2,95.2,95.2,95.52,03139.HK
03476,A恒生摩根美入息,14.74,-0.34,5730.0,84534.0,,,,,,,14.8,14.68,14.68,14.79,03476.HK
03020,XTR美国,1759.5,-0.34,30.0,53100.0,,,,,,,1770.0,1759.5,1770.0,1765.5,03020.HK
02801,安硕中国,23.46,-0.34,274135.0,6413308.0,,,,,,,23.5,23.22,23.5,23.54,02801.HK
03179,嘉实以太币,4.098,-0.34,32300.0,132399.0,,,,,,,4.138,4.098,4.138,4.112,03179.HK
83012,东汇香港35-R,17.49,-0.34,0.0,,,,,,,,17.55,17.37,17.55,17.55,83012.HK
02810,PP新兴东盟,74.74,-0.35,0.0,,,,,,,,75.0,74.18,75.0,75.0,02810.HK
03047,F山证铁矿石,22.98,-0.35,0.0,,,,,,,,23.06,22.98,23.06,23.06,03047.HK
00939,建设银行,8.59,-0.35,163938239.0,1401261552.0,0.07,5.87,0.56,5.87,2247147276733.0,2065184777769.0,8.63,8.44,8.54,8.62,00939.HK
03990,美的置业,2.84,-0.35,164800.0,466702.0,0.01,6.58,0.75,6.58,4076568612.0,4076568612.0,2.85,2.81,2.85,2.85,03990.HK
01244,思路迪医药股份,2.83,-0.35,4000.0,11260.0,0.0,-3.72,1.11,-3.72,730640910.0,730640910.0,2.83,2.8,2.8,2.84,01244.HK
03165,华夏欧优股对冲,19.53,-0.36,0.0,,,,,,,,19.6,19.51,19.6,19.6,03165.HK
03412,A都会电子支付,9.755,-0.36,0.0,,,,,,,,9.79,9.73,9.79,9.79,03412.HK
80941,中国移动-R,68.5,-0.36,55500.0,3781075.0,0.0,10.94,1.02,10.94,1485039916746.0,1423200317856.0,68.5,67.95,68.4,68.75,80941.HK
80941,中国移动-R,68.5,-0.36,55500.0,3781075.0,0.0,10.94,1.02,10.94,1485039916746.0,1423200317856.0,68.5,67.95,68.4,68.75,80941.HK
03008,博时比特币,4.932,-0.36,24328.0,120346.0,,,,,,,4.962,4.914,4.95,4.95,03008.HK
83042,华夏比特币-R,6.765,-0.37,0.0,,,,,,,,6.8,6.725,6.79,6.79,83042.HK
03638,亨利加集团,8.02,-0.37,7000.0,56090.0,0.01,-8.08,3.24,-8.08,618717136.0,618717136.0,8.05,7.95,8.05,8.05,03638.HK
00388,香港交易所,373.4,-0.37,2233605.0,833881216.0,0.18,25.09,8.58,25.09,473410296593.0,473410296593.0,380.0,369.8,380.0,374.8,00388.HK
03415,AGX标普兑,79.42,-0.38,38800.0,3082184.0,,,,,,,79.7,79.32,79.6,79.72,03415.HK
02888,渣打集团,210.2,-0.38,328281.0,68833220.0,0.01,11.66,1.31,11.66,461312109891.0,461312109891.0,211.2,208.8,211.0,211.0,02888.HK
03988,中国银行,5.25,-0.38,99650088.0,521844336.0,0.12,6.17,0.55,6.17,1691615162024.0,439016951074.0,5.28,5.18,5.23,5.27,03988.HK
06868,天福,2.62,-0.38,0.0,,0.0,20.91,1.44,20.91,2836966025.0,2836966025.0,2.63,2.61,2.63,2.63,06868.HK
83110,GX恒生股息-R,25.84,-0.39,0.0,,,,,,,,25.94,25.66,25.94,25.94,83110.HK
02191,顺丰房托,2.54,-0.39,587382.0,1490530.0,0.07,,,,2083703582.0,2083703582.0,2.58,2.51,2.55,2.55,02191.HK
81024,快手-WR,40.62,-0.39,10400.0,412200.0,0.0,10.02,2.15,10.02,175758988905.0,148741964881.0,40.62,39.3,39.3,40.78,81024.HK
06088,鸿腾精密,7.61,-0.39,26069029.0,199779725.0,0.36,45.77,2.67,45.77,55581450533.0,55581450533.0,7.97,7.45,7.65,7.64,06088.HK
00901,华曦达,63.35,-0.39,99200.0,6334860.0,0.05,50.14,8.59,50.14,13274363435.0,13265082153.0,64.8,61.9,63.0,63.6,00901.HK
83115,安硕恒生指数-R,75.14,-0.4,0.0,,,,,,,,75.44,74.28,75.44,75.44,83115.HK
00978,招商局置地,0.249,-0.4,142000.0,34878.0,0.0,-0.5,0.19,-0.5,1221409207.0,1221409207.0,0.249,0.233,0.233,0.25,00978.HK
02481,双良睿能,2.48,-0.4,12000.0,29870.0,0.0,3.97,0.52,3.97,747968000.0,747968000.0,2.49,2.48,2.49,2.49,02481.HK
02777,富力地产,0.245,-0.41,1906400.0,465770.0,0.05,-0.05,-0.2,-0.05,919329999.0,919329999.0,0.246,0.238,0.246,0.246,02777.HK
06082,壁仞科技,61.2,-0.41,9080392.0,554665952.0,0.76,-8.17,-5.55,-8.17,149258140200.0,73491739949.0,64.2,58.45,61.9,61.45,06082.HK
02407,高视医疗,4.89,-0.41,7800.0,38369.0,0.01,6.79,0.39,6.79,723171679.0,723171679.0,5.07,4.89,4.9,4.91,02407.HK
01959,中聚投资,2.44,-0.41,2000.0,4880.0,0.0,-34.42,14.57,-34.42,1293204880.0,1293204880.0,2.44,2.44,2.44,2.45,01959.HK
03037,南方恒指ETF,24.1,-0.41,27500.0,660770.0,,,,,,,24.1,23.9,24.04,24.2,03037.HK
01460,扬科集团,0.24,-0.41,0.0,,0.0,12.36,0.37,12.36,210621675.0,210621675.0,0.241,0.24,0.241,0.241,01460.HK
83129,中银大湾气候-R,9.59,-0.42,0.0,,,,,,,,9.63,9.515,9.63,9.63,83129.HK
01900,中国智能交通,0.239,-0.42,32000.0,7648.0,0.0,5.27,0.2,5.27,411124421.0,411124421.0,0.239,0.239,0.239,0.24,01900.HK
00373,联合集团,2.38,-0.42,130000.0,307360.0,0.0,3.76,0.18,3.76,8362568777.0,8362568777.0,2.38,2.35,2.35,2.39,00373.HK
03005,X南方中五百,28.5,-0.42,18000.0,513000.0,,,,,,,28.5,28.5,28.5,28.62,03005.HK
00992,联想集团,23.68,-0.42,59323475.0,1412059536.0,0.48,19.6,4.91,19.6,293742332271.0,293742332271.0,24.22,23.22,23.38,23.78,00992.HK
82828,恒生中国企业-R,69.86,-0.42,7800.0,540684.0,,,,,,,69.86,69.26,69.64,70.156,82828.HK
01024,快手-W,47.04,-0.42,22247435.0,1025798704.0,0.61,10.39,2.2,10.39,203537736044.0,172250665386.0,47.08,45.4,46.9,47.24,01024.HK
80700,腾讯控股-R,376.2,-0.42,3600.0,1352440.0,0.0,14.57,3.04,14.57,3426458688160.0,3426458688160.0,378.0,373.0,378.0,377.8,80700.HK
01656,亿仕登控股,4.68,-0.43,0.0,,0.0,51.97,1.67,51.97,2121921547.0,2121921547.0,4.7,4.68,4.7,4.7,01656.HK
03434,易方达数科,13.88,-0.43,300.0,4164.0,,,,,,,13.88,13.88,13.88,13.94,03434.HK
00432,盈大地产,0.231,-0.43,194750.0,44884.0,0.01,-6.82,-4.85,-6.82,470832688.0,470832688.0,0.231,0.228,0.231,0.232,00432.HK
00001,长和,69.15,-0.43,2360796.0,162818132.0,0.06,22.37,0.47,22.37,264847577175.0,264847577175.0,69.45,68.4,68.85,69.45,00001.HK
08368,中国创意控股,0.23,-0.43,20000.0,4600.0,0.0,2.69,0.34,2.69,132893475.0,132893475.0,0.23,0.23,0.23,0.231,08368.HK
01888,建滔积层板,91.45,-0.44,54327429.0,5088122880.0,1.72,118.0,17.55,118.0,288172667500.0,288172667500.0,99.65,88.4,93.6,91.85,01888.HK
03115,安硕恒生指数,86.84,-0.44,24928.0,2156023.0,,,,,,,87.22,85.98,91.62,87.22,03115.HK
01345,上海先锋控股,2.28,-0.44,0.0,,0.0,22.64,2.47,22.64,2866979160.0,2866979160.0,2.29,2.28,2.29,2.29,01345.HK
06683,巨星传奇,4.52,-0.44,2247000.0,10027680.0,0.24,-106.8,2.48,-106.8,4301857916.0,4301857916.0,4.56,4.4,4.5,4.54,06683.HK
09939,开拓药业-B,2.24,-0.44,427500.0,953515.0,0.09,-5.04,5.53,-5.04,1116998624.0,1116998624.0,2.28,2.2,2.24,2.25,09939.HK
00823,领展房产基金,35.58,-0.45,4805505.0,171054344.0,0.18,,,,92470250438.0,92470250438.0,36.0,35.32,36.0,35.74,00823.HK
00135,昆仑能源,6.63,-0.45,10152050.0,67581013.0,0.12,9.7,0.77,9.7,57407855324.0,57407855324.0,6.71,6.61,6.64,6.66,00135.HK
03173,PP中新经济,10.95,-0.45,750.0,8152.0,,,,,,,10.95,10.85,10.91,11.0,03173.HK
01588,畅捷通,4.28,-0.47,43200.0,184898.0,0.03,15.23,1.31,15.23,1375621125.0,578130463.0,4.29,4.28,4.28,4.3,01588.HK
01622,力高集团,0.213,-0.47,2000.0,428.0,0.0,-0.23,-0.13,-0.23,756492786.0,756492786.0,0.214,0.213,0.214,0.214,01622.HK
01698,腾讯音乐-SW,33.78,-0.47,794800.0,26704458.0,0.05,10.68,1.26,10.68,106332988020.0,50091002423.0,34.06,33.3,33.94,33.94,01698.HK
00622,威华达控股,2.11,-0.47,15981947.0,34467282.0,0.23,81.83,4.19,81.83,14650749818.0,14650749818.0,2.22,2.1,2.14,2.12,00622.HK
09609,海伟股份,8.36,-0.48,14200.0,118612.0,0.02,25.31,1.04,25.31,1345345431.0,553717402.0,8.38,8.01,8.01,8.4,09609.HK
09633,农夫山泉,41.66,-0.48,1748159.0,72356164.0,0.03,26.67,10.72,26.67,468527790224.0,209744202224.0,41.94,40.74,41.64,41.86,09633.HK
02410,同源康医药-B,6.19,-0.48,752000.0,4590910.0,0.2,-7.09,7.41,-7.09,2352607413.0,2352607413.0,6.52,5.83,6.52,6.22,02410.HK
00193,冠中地产,0.205,-0.49,0.0,,0.0,-10.86,0.06,-10.86,47806525.0,47806525.0,0.206,0.205,0.206,0.206,00193.HK
03066,FA南方比特币,20.48,-0.49,61860.0,1271235.0,,,,,,,20.62,20.1,20.1,20.58,03066.HK
07688,拓璞数控,28.66,-0.49,279800.0,7896550.0,0.07,3036.23,47.45,3036.23,12010869771.0,10927267099.0,29.4,27.02,28.8,28.8,07688.HK
