symbol,em_name,price_hkd,pct_chg,volume_shares,turnover_hkd,turnover_rate_pct,pe_dynamic,pb,pe_ttm,total_mv_hkd,float_mv_hkd,latest_high,latest_low,latest_open,prev_close,ts_code
08092,ITE HOLDINGS,0.041,0.0,512000.0,21492.0,0.06,19.4,1.94,19.4,37945828.0,37945828.0,0.042,0.041,0.042,0.041,08092.HK
08091,奥传思维控股,0.035,0.0,0.0,,0.0,-3.73,1.4,-3.73,25200000.0,25200000.0,0.035,0.035,0.035,0.035,08091.HK
08087,中国三三集团,1.7,0.0,0.0,,0.0,-48.11,9.04,-48.11,1101600000.0,1101600000.0,1.7,1.7,1.7,1.7,08087.HK
08083,有赞,,,,,0.0,,,,,,,,,0.162,08083.HK
08082,擎华控股,0.025,0.0,1820000.0,43870.0,0.07,-1.36,-2.12,-1.36,66820392.0,66820392.0,0.025,0.023,0.025,0.025,08082.HK
08081,白居易控股,0.014,0.0,180000.0,2350.0,0.0,-1.21,0.43,-1.21,72184492.0,72184492.0,0.014,0.014,0.013,0.014,08081.HK
08080,北亚策略,0.44,0.0,0.0,,0.0,32.16,0.15,32.16,199984097.0,199984097.0,0.44,0.44,0.44,0.44,08080.HK
08076,新利软件,0.025,0.0,0.0,,0.0,-2.47,3.95,-2.47,32931000.0,32931000.0,0.025,0.025,0.025,0.025,08076.HK
08071,中彩网通控股,0.01,0.0,300000.0,3000.0,0.01,-9.46,8.02,-9.46,46860484.0,46860484.0,0.01,0.01,0.01,0.01,08071.HK
08070,侨洋国际控股,1.33,0.0,25000.0,33250.0,0.01,6.49,2.11,6.49,266000000.0,266000000.0,1.33,1.33,1.33,1.33,08070.HK
08069,飞道旅游科技,0.42,0.0,10000.0,4175.0,0.02,-3.89,6.27,-3.89,17150994.0,17150994.0,0.42,0.42,0.42,0.42,08069.HK
08065,高萌科技,0.135,0.0,0.0,,0.0,49.3,0.41,49.3,54669600.0,54669600.0,0.135,0.135,0.135,0.135,08065.HK
08063,环球大通集团,,,,,0.0,,,,,,,,,0.022,08063.HK
08062,俊盟国际,0.25,0.0,0.0,,0.0,-94.86,0.92,-94.86,120000000.0,120000000.0,0.25,0.25,0.25,0.25,08062.HK
08060,国联通信,0.095,0.0,0.0,,0.0,-3.62,0.44,-3.62,31006171.0,31006171.0,0.095,0.095,0.095,0.095,08060.HK
08059,朝威控股,0.024,0.0,815000.0,19505.0,0.08,-1.57,-0.65,-1.57,24254520.0,24254520.0,0.026,0.023,0.024,0.024,08059.HK
08057,麦迪森控股(新),0.65,0.0,4000.0,2600.0,0.0,-5.63,-3.34,-5.63,101258173.0,101258173.0,0.65,0.65,0.65,0.65,08057.HK
08053,比优集团,,,,,0.0,,,,,,,,,,08053.HK
08052,陆庆娱乐,,,,,0.0,26.66,-2.56,26.66,22478496.0,22478496.0,,,,0.041,08052.HK
08051,讯智海,2.48,0.0,0.0,,0.0,7.93,0.38,7.93,64576182.0,64576182.0,2.48,2.48,2.48,2.48,08051.HK
08050,城市酷选,1.38,0.0,0.0,,0.0,165.56,193.65,165.56,374325000.0,374325000.0,1.38,1.38,1.38,1.38,08050.HK
08048,御德国际控股,,,,,0.0,-4.89,2.3,-4.89,35058420.0,35058420.0,,,,0.018,08048.HK
08047,中国海洋发展,,,,,0.0,-3.21,0.38,-3.21,177091404.0,177091404.0,,,,0.025,08047.HK
08045,南大苏富特,,,,,0.0,,,,,,,,,0.202,08045.HK
08043,ATLINKS,0.208,0.0,60000.0,12480.0,0.02,-19.22,1.26,-19.22,83200000.0,83200000.0,0.208,0.208,0.208,0.208,08043.HK
08042,高奥士人才集团,0.071,0.0,30000.0,2170.0,0.0,22.23,0.94,22.23,56800000.0,56800000.0,0.073,0.071,0.071,0.071,08042.HK
08041,中微智码,0.59,0.0,155800.0,91790.0,0.02,-15.47,28.65,-15.47,483526013.0,483526013.0,0.6,0.58,0.59,0.59,08041.HK
08039,中国来骑哦,,,,,0.0,-15.31,-58.66,-15.31,74443000.0,74443000.0,,,,0.151,08039.HK
08036,电子交易集团,0.039,0.0,580000.0,22820.0,0.05,-12.87,0.83,-12.87,47970000.0,47970000.0,0.04,0.039,0.039,0.039,08036.HK
08033,爱达利网络,0.122,0.0,0.0,,0.0,6.78,0.33,6.78,75166030.0,75166030.0,0.122,0.122,0.122,0.122,08033.HK
08031,易通讯集团,0.445,0.0,0.0,,0.0,-15.36,2.54,-15.36,131553125.0,131553125.0,0.445,0.445,0.445,0.445,08031.HK
08029,中投金融科技集团,0.7,0.0,0.0,,0.0,-5.76,-1.76,-5.76,196057135.0,196057135.0,0.7,0.7,0.7,0.7,08029.HK
08027,吉辉控股,0.118,0.0,0.0,,0.0,3.55,0.41,3.55,27942400.0,27942400.0,0.118,0.118,0.118,0.118,08027.HK
08020,宏海控股集团,0.02,0.0,0.0,,0.0,-2.06,-5.9,-2.06,52259187.0,52259187.0,0.02,0.02,0.02,0.02,08020.HK
08019,皓文控股,0.13,0.0,0.0,,0.0,-45.1,0.15,-45.1,46289368.0,46289368.0,0.13,0.13,0.13,0.13,08019.HK
08017,捷利交易宝,0.96,0.0,278000.0,262940.0,0.04,11.39,1.71,11.39,678658560.0,678658560.0,0.96,0.92,0.96,0.96,08017.HK
08007,环球战略集团,0.47,0.0,0.0,,0.0,-11.44,7.04,-11.44,106369192.0,106369192.0,0.47,0.47,0.47,0.47,08007.HK
08006,华泰瑞银,0.107,0.0,0.0,,0.0,-4.02,1.13,-4.02,39467199.0,39467199.0,0.107,0.107,0.107,0.107,08006.HK
08003,世大控股,0.077,0.0,0.0,,0.0,0.82,1.48,0.82,25584756.0,25584756.0,0.077,0.077,0.077,0.077,08003.HK
08001,东方汇财证券,,,,,0.0,,,,,,,,,0.188,08001.HK
07855,TECHSTARACQ-Z,,,,,0.0,,,,,,,,,10.55,07855.HK
07841,汇德收购-Z,,,,,0.0,,,,,,,,,,07841.HK
07836,AQUILA ACQ-Z,,,,,0.0,,,,,,,,,,07836.HK
07827,VISION DEAL-Z,,,,,0.0,,,,,,,,,9.6,07827.HK
07801,INTERRA ACQ-Z,,,,,0.0,,,,,,,,,,07801.HK
07373,华夏一倍看空沪深三百,,,,,0.0,,,,,,,,,,07373.HK
07362,未来一倍看空恒生国指,,,,,0.0,,,,,,,,,,07362.HK
07348,南方一倍看空中国A50,,,,,0.0,,,,,,,,,,07348.HK
07347,南方两倍做空三星电子,0.045,0.0,280165696.0,12678944.0,,,,,,,0.047,0.044,0.044,0.045,07347.HK
07345,南方一倍看空原油,,,,,0.0,,,,,,,,,,07345.HK
07336,未来一倍看空恒指,,,,,0.0,,,,,,,,,,07336.HK
07333,南方一倍做空沪深300,,,,,0.0,,,,,,,,,,07333.HK
07332,富邦一倍看空富时台湾,,,,,0.0,,,,,,,,,3.354,07332.HK
07331,华夏一倍看空纳斯达克100,,,,,0.0,,,,,,,,,,07331.HK
07322,GX一倍看空标普500,,,,,0.0,,,,,,,,,,07322.HK
07252,南方两倍看多中证证券,,,,,0.0,,,,,,,,,,07252.HK
07248,南方两倍做多富时中国A50,,,,,0.0,,,,,,,,,,07248.HK
07232,富邦两倍做多富时台湾,,,,,0.0,,,,,,,,,11.45,07232.HK
07231,未来两倍看多恒指,,,,,0.0,,,,,,,,,,07231.HK
07230,未来两倍看多恒生国指,,,,,0.0,,,,,,,,,,07230.HK
06999,领地控股,,,,,0.0,-0.05,0.59,-0.05,120152565.0,120152565.0,,,,0.117,06999.HK
06939,美佳音控股,2.12,0.0,214000.0,448060.0,0.04,-11.87,3.47,-11.87,1099750000.0,1099750000.0,2.12,2.07,2.12,2.12,06939.HK
06919,人瑞人才,3.54,0.0,0.0,,0.0,5.72,0.39,5.72,554717572.0,554717572.0,3.55,3.54,3.54,3.54,06919.HK
06915,江西生物,,,,,0.0,,,,,,,,,,06915.HK
06911,澜沧古茶,2.6,0.0,0.0,,0.0,-3.87,0.56,-3.87,390000000.0,144300000.0,2.6,2.6,2.6,2.6,06911.HK
06900,上坤地产,,,,,0.0,,,,,,,,,0.013,06900.HK
06899,联众,,,,,0.0,-2.13,6.38,-2.13,247893974.0,247893974.0,,,,0.23,06899.HK
06883,颖通控股,,,,,0.0,10.0,1.62,10.0,2756740000.0,2756740000.0,,,,2.03,06883.HK
06882,东瀛游,0.455,0.0,0.0,,0.0,6.58,2.15,6.58,228614750.0,228614750.0,0.455,0.455,0.455,0.455,06882.HK
06880,腾邦控股,,,,,0.0,,,,,,,,,,06880.HK
06878,鼎丰集团汽车,,,,,0.0,-0.01,0.52,-0.01,34758688.0,34758688.0,,,,0.037,06878.HK
06877,TE HEALTHCARE,0.106,0.0,40000.0,4240.0,0.0,-30.3,0.9,-30.3,215528740.0,215528740.0,0.106,0.106,0.106,0.106,06877.HK
06866,佐力科创,0.305,0.0,2000.0,610.0,0.0,5.43,0.16,5.43,359900000.0,91500000.0,0.305,0.305,0.305,0.305,06866.HK
06858,本间高尔夫,2.95,0.0,172500.0,494765.0,0.03,-19.1,1.34,-19.1,1786645375.0,1786645375.0,2.95,2.8,2.81,2.95,06858.HK
06838,盈利时,0.25,0.0,0.0,,0.0,-2.44,0.16,-2.44,150000000.0,150000000.0,0.25,0.25,0.25,0.25,06838.HK
06837,海通证券,,,,,0.0,,,,,,,,,,06837.HK
06836,甘露国际发展,,,,,0.0,,,,,,,,,,06836.HK
06833,兴科蓉医药,0.168,0.0,0.0,,0.0,8.85,0.44,8.85,341525618.0,341525618.0,0.168,0.168,0.168,0.168,06833.HK
06822,科劲国际,0.395,0.0,0.0,,0.0,-2.54,0.65,-2.54,276500000.0,276500000.0,0.395,0.395,0.395,0.395,06822.HK
06816,瑞港建设,0.19,0.0,0.0,,0.0,-1.07,10.0,-1.07,152000000.0,152000000.0,0.19,0.19,0.19,0.19,06816.HK
06812,永顺控股香港,0.29,0.0,0.0,,0.0,-22.41,0.89,-22.41,174000000.0,174000000.0,0.29,0.29,0.29,0.29,06812.HK
06811,太兴集团,1.05,0.0,396000.0,410230.0,0.04,9.44,1.14,9.44,1019989950.0,1019989950.0,1.05,1.03,1.05,1.05,06811.HK
06808,高鑫零售,1.02,0.0,2534000.0,2567335.0,0.03,-26.93,0.5,-26.93,9731314794.0,9731314794.0,1.03,1.0,1.02,1.02,06808.HK
06780,PRC B3211,,,,,0.0,,,,,,,,,,06780.HK
06779,PRC B2911B,,,,,0.0,,,,,,,,,,06779.HK
06778,PRC B3011B,,,,,0.0,,,,,,,,,,06778.HK
06777,PRC B2811B,,,,,0.0,,,,,,,,,,06777.HK
06776,PRC B2911,,,,,0.0,,,,,,,,,,06776.HK
06775,PRC B2711B,,,,,0.0,,,,,,,,,,06775.HK
06774,PRC B3110B,,,,,0.0,,,,,,,,,,06774.HK
06773,PRC B2710B,,,,,0.0,,,,,,,,,,06773.HK
06772,PRC B3311,,,,,0.0,,,,,,,,,,06772.HK
06771,PRC B2811,,,,,0.0,,,,,,,,,,06771.HK
06769,PRC B5110,,,,,0.0,,,,,,,,,,06769.HK
06768,PRC B3110,,,,,0.0,,,,,,,,,,06768.HK
06767,PRC B2610,,,,,0.0,,,,,,,,,,06767.HK
06765,PRC B3511B,,,,,0.0,,,,,,,,,,06765.HK
06764,PRC B3011,,,,,0.0,,,,,,,,,,06764.HK
06762,PRC B5010,,,,,0.0,,,,,,,,,,06762.HK
06761,PRC B3010,,,,,0.0,,,,,,,,,,06761.HK
06758,PRC B3912,,,,,0.0,,,,,,,,,,06758.HK
06757,PRC B2912,,,,,0.0,,,,,,,,,,06757.HK
06754,PRC B4810,,,,,0.0,,,,,,,,,,06754.HK
06753,PRC B2810,,,,,0.0,,,,,,,,,,06753.HK
06751,PRC B2711,,,,,0.0,,,,,,,,,,06751.HK
06715,鲟龙科技,,,,,0.0,,,,,,,,,,06715.HK
06696,多想云,,,,,0.0,-7.19,0.49,-7.19,1975680000.0,1975680000.0,,,,2.94,06696.HK
06689,洪九果品,,,,,0.0,,,,,,,,,1.74,06689.HK
06686,诺亚控股,16.0,0.0,0.0,,0.0,9.02,0.48,9.02,5398596272.0,5398596272.0,16.0,16.0,16.0,16.0,06686.HK
06677,远洋服务,0.345,0.0,0.0,,0.0,-0.27,0.51,-0.27,408480000.0,408480000.0,0.345,0.345,0.345,0.345,06677.HK
06667,美因基因,7.0,0.0,0.0,,0.0,52.48,2.32,52.48,1569969800.0,1569969800.0,7.0,7.0,7.0,7.0,06667.HK
06663,国际永胜集团,0.35,0.0,0.0,,0.0,82.52,1.36,82.52,280000000.0,280000000.0,0.35,0.35,0.35,0.35,06663.HK
06661,湖州燃气,4.995,0.0,0.0,,0.0,9.66,0.72,9.66,1012558928.0,263308928.0,4.995,4.995,4.995,4.995,06661.HK
06639,瑞尔集团,,,,,0.0,43.17,0.56,43.17,1028634674.0,1028634674.0,,,,1.83,06639.HK
06638,金融壹账通,,,,,0.0,,,,,,,,,2.05,06638.HK
06633,青瓷游戏,2.5,0.0,0.0,,0.0,12.82,0.82,12.82,1728326250.0,1728326250.0,2.5,2.5,2.5,2.5,06633.HK
06623,陆控,,,,,0.0,-8.14,0.21,-8.14,18893817846.0,18893817846.0,,,,10.9,06623.HK
06611,三巽集团,,,,,0.0,-0.12,0.03,-0.12,31074334.0,31074334.0,,,,0.046,06611.HK
06606,诺辉健康,,,,,0.0,,,,,,,,,14.14,06606.HK
06196,郑州银行,0.91,0.0,5191000.0,4671380.0,0.26,3.74,0.16,3.74,8273803136.0,1838616780.0,0.92,0.89,0.91,0.91,06196.HK
06190,九江银行,2.3,0.0,0.0,,0.0,7.15,0.17,7.15,6548944560.0,1109444560.0,2.3,2.3,2.3,2.3,06190.HK
06189,爱得威建设集团,,,,,0.0,-0.25,-0.02,-0.25,17347006.0,4518936.0,,,,0.072,06189.HK
06188,迪信通,0.69,0.0,500.0,345.0,0.0,-0.38,-0.2,-0.38,611657676.0,378644676.0,0.69,0.69,0.69,0.69,06188.HK
06163,彭顺国际,0.455,0.0,2000.0,910.0,0.0,-37.64,1.06,-37.64,125745620.0,125745620.0,0.455,0.455,0.455,0.455,06163.HK
06138,哈尔滨银行,0.31,0.0,867000.0,269295.0,0.03,2.69,0.06,2.69,3408635861.0,937306700.0,0.315,0.31,0.31,0.31,06138.HK
06133,维太创科,,,,,0.0,-11.72,0.45,-11.72,229500000.0,229500000.0,,,,0.27,06133.HK
06132,华健未来-B,,,,,0.0,,,,,,,,,,06132.HK
06122,九台农商银行,,,,,0.0,,,,,,,,,0.41,06122.HK
06119,天源集团,,,,,0.0,18.08,0.82,18.08,264000000.0,264000000.0,,,,0.44,06119.HK
06116,拉夏贝尔,,,,,0.0,,,,,,,,,,06116.HK
06111,大发地产,,,,,0.0,,,,,,,,,,06111.HK
06108,新锐医药,0.202,0.0,88000.0,17776.0,0.04,-2.02,0.1,-2.02,40524566.0,40524566.0,0.202,0.202,0.202,0.202,06108.HK
06106,仙工智能,,,,,0.0,,,,,,,,,,06106.HK
06083,环宇物流(亚洲),0.81,0.0,584000.0,474840.0,0.12,22.67,3.74,22.67,406492922.0,406492922.0,0.83,0.81,0.82,0.81,06083.HK
06080,荣智控股,0.157,0.0,120000.0,18600.0,0.01,-9.21,1.34,-9.21,175894950.0,175894950.0,0.157,0.155,0.157,0.157,06080.HK
06067,星源材质,,,,,0.0,,,,,,,,,,06067.HK
06029,CCB N2611B,,,,,0.0,,,,,,,,,,06029.HK
06025,MTRC(CI) N2902,,,,,0.0,,,,,,,,,,06025.HK
06024,CCB N2611,,,,,0.0,,,,,,,,,,06024.HK
06018,CINDA20 N2811,,,,,0.0,,,,,,,,,,06018.HK
06017,GAOXIN B2811,,,,,0.0,,,,,,,,,,06017.HK
06016,CDB LEAS B3511,,,,,0.0,,,,,,,,,,06016.HK
06014,BOCL N3011,,,,,0.0,,,,,,,,,,06014.HK
06013,GTJAHLD B3211,,,,,0.0,,,,,,,,,,06013.HK
06012,PEAK RE PSGCSB,,,,,0.0,,,,,,,,,,06012.HK
06010,MEITUAN N3511,,,,,0.0,,,,,,,,,,06010.HK
06009,MEITUAN N3211,,,,,0.0,,,,,,,,,,06009.HK
06007,LUSO BANK B3405,,,,,0.0,,,,,,,,,,06007.HK
06006,MEITUAN N3105,,,,,0.0,,,,,,,,,,06006.HK
06005,GLP HLD N2904,,,,,0.0,,,,,,,,,,06005.HK
06004,PION REW N2611,,,,,0.0,,,,,,,,,,06004.HK
06003,XIANPORT B2610B,,,,,0.0,,,,,,,,,,06003.HK
06002,SR INVT B2810,,,,,0.0,,,,,,,,,,06002.HK
06001,DEYANG N2810,,,,,0.0,,,,,,,,,,06001.HK
06000,IFC DEV N2904,,,,,0.0,,,,,,,,,,06000.HK
05999,TH GOR I N2810,,,,,0.0,,,,,,,,,,05999.HK
05998,FE HORI N2810B,,,,,0.0,,,,,,,,,,05998.HK
05997,AGRBK N2611,,,,,0.0,,,,,,,,,,05997.HK
05996,CN EOI N2810,,,,,0.0,,,,,,,,,,05996.HK
05995,CN EOI SGPSB,,,,,0.0,,,,,,,,,,05995.HK
05993,SHENGZHOU B2810,,,,,0.0,,,,,,,,,,05993.HK
05992,JN HTIC B2810,,,,,0.0,,,,,,,,,,05992.HK
05990,BHN3 N4510D,,,,,0.0,,,,,,,,,,05990.HK
05989,CHINA OVS N4310,,,,,0.0,,,,,,,,,,05989.HK
05987,BHN3 N4510C,,,,,0.0,,,,,,,,,,05987.HK
05985,BHN3 N4510B,,,,,0.0,,,,,,,,,,05985.HK
05982,BOCL N2904,,,,,0.0,,,,,,,,,,05982.HK
05980,SINOPEC N4310,,,,,0.0,,,,,,,,,,05980.HK
05978,BOCL N2611,,,,,0.0,,,,,,,,,,05978.HK
05973,RZ XLS B2611,,,,,0.0,,,,,,,,,,05973.HK
05971,CMB ILM N2907,,,,,0.0,,,,,,,,,,05971.HK
05969,DAHSING B N3311,,,,,0.0,,,,,,,,,,05969.HK
05968,BHN3 N4510A,,,,,0.0,,,,,,,,,,05968.HK
05967,BHN3 N4510S,,,,,0.0,,,,,,,,,,05967.HK
05964,XCTRSPRT B2810,,,,,0.0,,,,,,,,,,05964.HK
05963,TENCENT N4904,,,,,0.0,,,,,,,,,,05963.HK
05962,TENCENT N2904,,,,,0.0,,,,,,,,,,05962.HK
05959,MMG B3010,,,,,0.0,,,,,,,,,,05959.HK
05958,MTR CORP N4306,,,,,0.0,,,,,,,,,,05958.HK
05955,STATEGRID N4305,,,,,0.0,,,,,,,,,,05955.HK
05953,ORIENT ZS B2809,,,,,0.0,,,,,,,,,,05953.HK
05952,SINO TREN B2709,,,,,0.0,,,,,,,,,,05952.HK
05951,CMBC N2809,,,,,0.0,,,,,,,,,,05951.HK
05947,LIYUAN B2809,,,,,0.0,,,,,,,,,,05947.HK
05946,CZ INTL B2809,,,,,0.0,,,,,,,,,,05946.HK
05944,AIA GROUP N2904,,,,,0.0,,,,,,,,,,05944.HK
05943,PION REW N2809B,,,,,0.0,,,,,,,,,,05943.HK
05942,CNOOC F13 N4305,,,,,0.0,,,,,,,,,,05942.HK
05938,FJ ZLG N2609,,,,,0.0,,,,,,,,,,05938.HK
05937,FWDGHL SDCS3509,,,,,0.0,,,,,,,,,,05937.HK
05935,FWDGHL SDCS3009,,,,,0.0,,,,,,,,,,05935.HK
05934,JN HTIC B2610,,,,,0.0,,,,,,,,,,05934.HK
05932,CDWJ B2610,,,,,0.0,,,,,,,,,,05932.HK
05930,SINO CAP N4304,,,,,0.0,,,,,,,,,,05930.HK
05928,JN LIXIA B2610,,,,,0.0,,,,,,,,,,05928.HK
05927,PION REW N2809,,,,,0.0,,,,,,,,,,05927.HK
05922,HUBEI S&T B2809,,,,,0.0,,,,,,,,,,05922.HK
05921,XIAN PORT B2610,,,,,0.0,,,,,,,,,,05921.HK
05920,CPIC B3009,,,,,0.0,,,,,,,,,,05920.HK
05919,ICBC N2610D,,,,,0.0,,,,,,,,,,05919.HK
05918,ICBC N2610C,,,,,0.0,,,,,,,,,,05918.HK
05915,ICBC N2610B,,,,,0.0,,,,,,,,,,05915.HK
05912,CCB SAA N2809,,,,,0.0,,,,,,,,,,05912.HK
05911,TR SOCO B2610,,,,,0.0,,,,,,,,,,05911.HK
05910,SR CITY B2610B,,,,,0.0,,,,,,,,,,05910.HK
05907,SXSY CIO N2809,,,,,0.0,,,,,,,,,,05907.HK
05906,CCB N3009,,,,,0.0,,,,,,,,,,05906.HK
05903,JOY TREA B2903,,,,,0.0,,,,,,,,,,05903.HK
05902,CCB N2809,,,,,0.0,,,,,,,,,,05902.HK
05899,SPAC MTN N3208,,,,,0.0,,,,,,,,,,05899.HK
05898,GZ URBAN N2808,,,,,0.0,,,,,,,,,,05898.HK
05896,BOCL N2610,,,,,0.0,,,,,,,,,,05896.HK
05895,MYS SSB C4504,,,,,0.0,,,,,,,,,,05895.HK
05893,SR CITY B2610,,,,,0.0,,,,,,,,,,05893.HK
05892,CDUCI B2610,,,,,0.0,,,,,,,,,,05892.HK
05891,CITIC LTD N3504,,,,,0.0,,,,,,,,,,05891.HK
05889,TONGLING B2808,,,,,0.0,,,,,,,,,,05889.HK
05888,LEGEND FT N3008,,,,,0.0,,,,,,,,,,05888.HK
05887,PETRONAS N4503,,,,,0.0,,,,,,,,,,05887.HK
05885,LEGEND FT N2808,,,,,0.0,,,,,,,,,,05885.HK
05883,ORNTL CAP B2808,,,,,0.0,,,,,,,,,,05883.HK
05881,MTRC(CI) N2611,,,,,0.0,,,,,,,,,,05881.HK
05880,HN WCI B2808,,,,,0.0,,,,,,,,,,05880.HK
05877,WYNN MAC N3402,,,,,0.0,,,,,,,,,,05877.HK
05872,JINSHINE B2609,,,,,0.0,,,,,,,,,,05872.HK
05870,CEBSYD N2609,,,,,0.0,,,,,,,,,,05870.HK
05867,BOCL N2609,,,,,0.0,,,,,,,,,,05867.HK
05865,CALC BD B2808,,,,,0.0,,,,,,,,,,05865.HK
05860,CEBHK N2609,,,,,0.0,,,,,,,,,,05860.HK
05858,AIA GROUP RSPSC,,,,,0.0,,,,,,,,,,05858.HK
05857,HKMC N2809,,,,,0.0,,,,,,,,,,05857.HK
05856,NWD FIN GSPCSA,,,,,0.0,,,,,,,,,,05856.HK
05855,SKYFAME B3111,,,,,0.0,,,,,,,,,,05855.HK
05853,ZZ UDG B2808,,,,,0.0,,,,,,,,,,05853.HK
05851,LICHENG B2808,,,,,0.0,,,,,,,,,,05851.HK
05849,TZ URBAN B2609,,,,,0.0,,,,,,,,,,05849.HK
05848,XIANJIN B2609,,,,,0.0,,,,,,,,,,05848.HK
05846,LEAD AFFL N2911,,,,,0.0,,,,,,,,,,05846.HK
05845,BABA N3411,,,,,0.0,,,,,,,,,,05845.HK
05843,CITBK N2808,,,,,0.0,,,,,,,,,,05843.HK
05842,HAIYAN B2609,,,,,0.0,,,,,,,,,,05842.HK
05840,CDXS B2808,,,,,0.0,,,,,,,,,,05840.HK
05839,BLK PEONY B2609,,,,,0.0,,,,,,,,,,05839.HK
05838,PY INV B2608,,,,,0.0,,,,,,,,,,05838.HK
05837,BOCOM N2608,,,,,0.0,,,,,,,,,,05837.HK
05835,FUYUAN W B2608,,,,,0.0,,,,,,,,,,05835.HK
05834,JLMAG B3008,,,,,0.0,,,,,,,,,,05834.HK
05833,YB INTL B2608,,,,,0.0,,,,,,,,,,05833.HK
05832,CLIO HK B3308,,,,,0.0,,,,,,,,,,05832.HK
05829,YNANEIOF B2608,,,,,0.0,,,,,,,,,,05829.HK
05827,PION REW N2608,,,,,0.0,,,,,,,,,,05827.HK
05826,CINDA20 N2702,,,,,0.0,,,,,,,,,,05826.HK
05825,HZQTNACI B2607,,,,,0.0,,,,,,,,,,05825.HK
05824,CICC16MTN N2607,,,,,0.0,,,,,,,,,,05824.HK
05822,NEIJ IH B2607,,,,,0.0,,,,,,,,,,05822.HK
05820,HUBEINTD B2607,,,,,0.0,,,,,,,,,,05820.HK
05819,CR LAND N2910,,,,,0.0,,,,,,,,,,05819.HK
05818,LUYE PHA B2807,,,,,0.0,,,,,,,,,,05818.HK
05817,LUSO BANK B3306,,,,,0.0,,,,,,,,,,05817.HK
05816,LICHENG B2606,,,,,0.0,,,,,,,,,,05816.HK
05814,CZ INTL B2606,,,,,0.0,,,,,,,,,,05814.HK
05813,HLAND MTN N2903,,,,,0.0,,,,,,,,,,05813.HK
05809,DZKS B2807,,,,,0.0,,,,,,,,,,05809.HK
05807,SHKP(CM)L N2902,,,,,0.0,,,,,,,,,,05807.HK
05806,BOCL N2606,,,,,0.0,,,,,,,,,,05806.HK
05797,BAUHINIA N4410S,,,,,0.0,,,,,,,,,,05797.HK
05795,BAUHINIA N4410D,,,,,0.0,,,,,,,,,,05795.HK
05792,BAUHINIA N4410C,,,,,0.0,,,,,,,,,,05792.HK
05791,BAUHINIA N4410B,,,,,0.0,,,,,,,,,,05791.HK
05790,BAUHINIA N4410A,,,,,0.0,,,,,,,,,,05790.HK
05786,CR LAND N2902,,,,,0.0,,,,,,,,,,05786.HK
05783,CINDA FIN N2902,,,,,0.0,,,,,,,,,,05783.HK
05781,FEC FIN PERP,,,,,0.0,,,,,,,,,,05781.HK
05778,AIA GROUP N3304,,,,,0.0,,,,,,,,,,05778.HK
05773,TJBHNA B2807,,,,,0.0,,,,,,,,,,05773.HK
05770,CSCIFHK N2807,,,,,0.0,,,,,,,,,,05770.HK
05769,GRNL GLB B3007,,,,,0.0,,,,,,,,,,05769.HK
05766,20191WST N5008,,,,,0.0,,,,,,,,,,05766.HK
05764,GUOTAIJA N2807B,,,,,0.0,,,,,,,,,,05764.HK
05762,WEIFANG B2807,,,,,0.0,,,,,,,,,,05762.HK
05761,AIR AUTH N2902,,,,,0.0,,,,,,,,,,05761.HK
05760,CHINA OVS N3406,,,,,0.0,,,,,,,,,,05760.HK
05756,C TAIPING PSCSB,,,,,0.0,,,,,,,,,,05756.HK
05754,WYNN MAC B2903,,,,,0.0,,,,,,,,,,05754.HK
05753,TJLG INV B2807,,,,,0.0,,,,,,,,,,05753.HK
05752,NANYANG NCSCS C,,,,,0.0,,,,,,,,,,05752.HK
05751,SUZHOU CT B2807,,,,,0.0,,,,,,,,,,05751.HK
05744,PHX CHARM B2807,,,,,0.0,,,,,,,,,,05744.HK
05743,STATEGRID N4405,,,,,0.0,,,,,,,,,,05743.HK
05741,SHA PG B2909,,,,,0.0,,,,,,,,,,05741.HK
05739,CNOOC F14 N4404,,,,,0.0,,,,,,,,,,05739.HK
05737,ZJ TRANS B2807,,,,,0.0,,,,,,,,,,05737.HK
05736,CSI MTN N2807,,,,,0.0,,,,,,,,,,05736.HK
05733,SANDS N2808B,,,,,0.0,,,,,,,,,,05733.HK
05731,GUOTAI JA N2807,,,,,0.0,,,,,,,,,,05731.HK
05730,MY INV B2807,,,,,0.0,,,,,,,,,,05730.HK
05725,CHMOD DA B3007,,,,,0.0,,,,,,,,,,05725.HK
05724,SF23 B2607,,,,,0.0,,,,,,,,,,05724.HK
05720,HYSAN MTN N2909,,,,,0.0,,,,,,,,,,05720.HK
05716,GDDIG B2807,,,,,0.0,,,,,,,,,,05716.HK
05714,ICIL AT N2807,,,,,0.0,,,,,,,,,,05714.HK
05713,SHACOMBNK N3302,,,,,0.0,,,,,,,,,,05713.HK
05711,HS TOUR B2807,,,,,0.0,,,,,,,,,,05711.HK
05709,LNTDIG B2806,,,,,0.0,,,,,,,,,,05709.HK
05708,AIA GROUP N4403,,,,,0.0,,,,,,,,,,05708.HK
05707,JINAN HT B2807,,,,,0.0,,,,,,,,,,05707.HK
05705,JSJURONG B2807,,,,,0.0,,,,,,,,,,05705.HK
05704,CTFJ B3006,,,20000.0,,,,,,,,,,,,05704.HK
05700,CDB N2807B,,,,,0.0,,,,,,,,,,05700.HK
05699,CQ NANAN B2608,,,,,0.0,,,,,,,,,,05699.HK
