ts_code,trade_date,close,vol,amount
01618.HK,20260624,1.37,6436713.0,8900340.81
01234.HK,20260624,3.51,108995.0,381807.55
01345.HK,20260624,2.2,81000.0,184590.0
01963.HK,20260624,7.69,32143000.0,258140456.0
01358.HK,20260624,1.13,311000.0,348920.0
03698.HK,20260624,4.69,10002360.0,47300547.8
00434.HK,20260624,2.15,1561000.0,3195430.0
01475.HK,20260624,6.4,142000.0,905790.0
08480.HK,20260624,0.174,600000.0,104952.0
08431.HK,20260624,1.82,1367000.0,2419705.0
06088.HK,20260624,7.55,32861630.0,252754086.6
06186.HK,20260624,2.86,19051987.0,54701710.69
01872.HK,20260624,5.2,12010000.0,57440900.5
01916.HK,20260624,0.59,2007000.0,1194745.0
01653.HK,20260624,2.43,840000.0,2010800.0
01773.HK,20260624,1.09,6256704.0,6952574.52
01801.HK,20260624,77.95,16678775.0,1313114992.06
01785.HK,20260624,1.91,48000.0,92470.0
03978.HK,20260624,3.01,2118000.0,6461450.0
01793.HK,20260624,0.315,2852000.0,916320.0
02360.HK,20260624,1.7,134000.0,228360.0
09686.HK,20260624,0.97,4500.0,4365.0
02237.HK,20260624,0.211,830000.0,174200.0
06913.HK,20260624,0.141,630000.0,89920.0
09898.HK,20260624,57.05,99940.0,5693351.76
02450.HK,20260624,4.97,73500.0,330885.0
02297.HK,20260624,0.235,146000.0,32113.0
02172.HK,20260624,10.5,4271232.0,44723083.2
06610.HK,20260624,0.81,156000.0,123470.0
06613.HK,20260624,26.32,25974040.0,689011850.78
09980.HK,20260624,106.3,349300.0,37204430.0
07630.HK,20260624,36.06,264400.0,9459160.0
02335.HK,20260624,36.9,11330500.0,379187242.0
01081.HK,20260624,64.55,528300.0,33971869.26
01328.HK,20260624,4.11,66200.0,267276.0
03828.HK,20260624,0.76,186000.0,141240.0
00777.HK,20260624,7.26,922940.0,6693885.0
00486.HK,20260624,3.24,261000.0,842320.0
01878.HK,20260624,1.73,45050.0,79194.0
02198.HK,20260624,2.93,4433000.0,13259598.0
00853.HK,20260624,6.17,10935894.0,68185111.28
01233.HK,20260624,0.032,269000.0,8476.0
00854.HK,20260624,5.3,34000.0,178970.0
03369.HK,20260624,2.34,392000.0,909660.0
02211.HK,20260624,0.48,45000.0,21500.0
00636.HK,20260624,5.65,1726833.0,9652680.88
01681.HK,20260624,12.7,2256140.0,28494526.6
00586.HK,20260624,9.86,15513500.0,150753770.0
06818.HK,20260624,3.17,18841246.0,60255472.84
03380.HK,20260624,1.46,9983000.0,14362180.0
02283.HK,20260624,1.95,154000.0,300740.0
03313.HK,20260624,0.059,8122500.0,455945.0
01486.HK,20260624,0.67,44000.0,29280.0
03991.HK,20260624,0.83,286000.0,238420.0
09999.HK,20260624,185.6,3888059.0,721365008.08
02107.HK,20260624,0.231,4505000.0,1099042.5
06989.HK,20260624,0.57,567000.0,325360.0
09626.HK,20260624,126.1,3949832.0,497501703.3
00314.HK,20260624,1.24,407600.0,512486.0
01405.HK,20260624,29.8,239940.0,7221523.6
02425.HK,20260624,1.7,3000.0,4800.0
02489.HK,20260624,0.63,4885000.0,3140150.0
02602.HK,20260624,16.78,887942.0,14559787.82
09896.HK,20260624,22.02,1516886.0,33408047.32
02421.HK,20260624,0.62,70000.0,42720.0
02609.HK,20260624,5.13,27032400.0,141508608.0
02643.HK,20260624,24.6,3068000.0,73552156.0
02396.HK,20260624,4.3,1800.0,7514.0
01333.HK,20260624,17.06,2141400.0,35805644.0
02687.HK,20260624,136.8,165900.0,23155460.0
02729.HK,20260624,30.8,554200.0,17017492.0
06810.HK,20260624,72.7,451590.0,32657618.5
02768.HK,20260624,49.56,671600.0,32758008.0
02701.HK,20260624,11.57,12282000.0,141685754.0
03310.HK,20260624,38.98,1983472.0,75421926.56
08610.HK,20260624,0.495,136000.0,68000.0
00501.HK,20260624,74.05,1110580.0,79978561.5
09611.HK,20260624,24.2,1133000.0,27119012.0
02715.HK,20260624,19.05,9734400.0,187298159.8
02526.HK,20260624,303.6,22450.0,6759430.0
06871.HK,20260624,21.8,880200.0,19809611.0
02259.HK,20260624,100.0,9103694.0,886980999.75
00826.HK,20260624,3.7,15342000.0,56836980.0
00817.HK,20260624,1.31,48176821.0,62765766.47
03816.HK,20260624,1.88,344000.0,644760.0
00815.HK,20260624,0.285,7664000.0,2188550.0
02039.HK,20260624,8.06,3086700.0,25125113.46
08059.HK,20260624,0.024,105000.0,2550.0
01508.HK,20260624,1.15,28003989.0,32382395.35
02669.HK,20260624,3.3,7772000.0,25513740.0
02799.HK,20260624,0.61,62034084.0,38718267.92
03908.HK,20260624,20.52,16937841.0,350578990.84
01556.HK,20260624,0.25,80000.0,20225.0
08406.HK,20260624,0.053,110000.0,6030.0
08540.HK,20260624,4.24,365000.0,1542690.0
01546.HK,20260624,0.133,2088000.0,257192.0
02663.HK,20260624,0.34,130000.0,45850.0
08241.HK,20260624,0.172,10000.0,1640.0
01715.HK,20260624,0.435,202000.0,87820.0
03868.HK,20260624,0.91,5214000.0,4777140.0
00780.HK,20260624,13.07,9410000.0,123187141.6
03321.HK,20260624,1.35,2816750.0,3605980.0
03690.HK,20260624,67.75,53080662.0,3618784009.55
02168.HK,20260624,0.94,14750.0,13865.0
01563.HK,20260624,0.143,204000.0,28278.0
01911.HK,20260624,3.18,934200.0,3002096.0
06676.HK,20260624,0.485,5318500.0,2856507.5
01860.HK,20260624,11.1,20188248.0,223662598.0
06127.HK,20260624,17.14,5853105.0,102145311.82
09698.HK,20260624,31.28,3872462.0,120572193.94
00816.HK,20260624,2.28,638273.0,1441323.79
09636.HK,20260624,26.8,2566100.0,69265709.9
03650.HK,20260624,2.09,534200.0,1135749.0
09866.HK,20260624,39.08,5940597.0,231160653.94
06663.HK,20260624,0.325,50000.0,15400.0
01828.HK,20260624,28.94,107551.0,3127211.98
02469.HK,20260624,0.43,5712000.0,2544672.5
02562.HK,20260624,1.44,22586768.0,33593763.6
02416.HK,20260624,2.79,240500.0,673205.0
00285.HK,20260624,22.22,12701713.0,280297100.38
00556.HK,20260624,0.65,220000.0,143660.0
00117.HK,20260624,3.93,26431260.0,108991606.0
00505.HK,20260624,0.99,325000.0,319880.0
00869.HK,20260624,0.48,1640300.0,779578.0
00460.HK,20260624,0.87,39423000.0,35113560.0
01299.HK,20260624,73.65,17681764.0,1300276904.148
01278.HK,20260624,0.068,3494483.0,236537.752
01600.HK,20260624,2.75,473500.0,1287545.0
06896.HK,20260624,2.92,89500.0,260950.0
03737.HK,20260624,0.71,390000.0,268640.0
08027.HK,20260624,0.133,1055000.0,140315.0
01729.HK,20260624,19.27,9632175.0,186444235.78
01737.HK,20260624,0.142,600000.0,84000.0
01722.HK,20260624,0.104,4380000.0,464540.0
01825.HK,20260624,1.15,912500.0,1154405.0
08367.HK,20260624,0.285,215000.0,49826.0
08107.HK,20260624,0.118,20000.0,2400.0
09696.HK,20260624,43.32,8130200.0,351885606.0
06855.HK,20260624,31.78,2376200.0,75753654.9
01675.HK,20260624,4.6,5758400.0,26573744.0
09968.HK,20260624,0.024,26346000.0,655366.0
00013.HK,20260624,16.2,2844000.0,46258790.0
01981.HK,20260624,0.62,3346000.0,2096250.0
09928.HK,20260624,0.46,747000.0,341780.0
01745.HK,20260624,0.062,2362000.0,139804.0
01953.HK,20260624,0.87,6095000.0,5146875.0
02433.HK,20260624,0.065,238000.0,15750.0
02158.HK,20260624,4.54,8506891.0,38647690.02
09699.HK,20260624,7.4,2461400.0,18226735.0
09860.HK,20260624,3.99,81000.0,320420.0
01244.HK,20260624,2.7,31000.0,83310.0
09930.HK,20260624,0.76,668000.0,495270.0
02347.HK,20260624,0.75,200000.0,150000.0
02420.HK,20260624,3.86,53500.0,207850.0
02458.HK,20260624,4.9,23600.0,114672.0
01228.HK,20260624,1.88,138000.0,263790.0
02376.HK,20260624,2.35,1500.0,3525.0
02789.HK,20260624,0.165,1742000.0,283858.0
02299.HK,20260624,5.31,10000.0,53060.0
02607.HK,20260624,11.9,3789493.0,45257638.67
08132.HK,20260624,0.112,1130500.0,122064.0
03600.HK,20260624,5.86,147000.0,862187.0
01662.HK,20260624,0.85,49000.0,41880.0
06196.HK,20260624,0.91,1989010.0,1822695.1
01568.HK,20260624,0.57,126000.0,71420.0
03678.HK,20260624,2.41,10669000.0,26276530.0
06877.HK,20260624,0.109,90000.0,9900.0
00807.HK,20260624,0.97,455000.0,441550.0
01756.HK,20260624,0.445,196000.0,76955.0
01686.HK,20260624,4.84,8849600.0,42665199.0
01787.HK,20260624,19.16,27741368.0,526547620.57
01772.HK,20260624,56.05,13797437.0,768847587.502
08357.HK,20260624,0.102,50000.0,5905.0
08042.HK,20260624,0.067,70000.0,4770.0
08547.HK,20260624,0.073,20510000.0,1666010.0
06966.HK,20260624,0.52,90000.0,45900.0
01402.HK,20260624,0.245,440000.0,103350.0
06668.HK,20260624,1.2,278000.0,336980.0
06988.HK,20260624,0.07,386000.0,26000.0
02126.HK,20260624,1.68,888000.0,1486969.5
02142.HK,20260624,9.95,5652000.0,57681760.0
09901.HK,20260624,34.78,1873306.0,65371393.76
09963.HK,20260624,10.22,550000.0,5792520.0
06608.HK,20260624,4.83,590500.0,2933511.0
06626.HK,20260624,1.61,565000.0,913445.0
02321.HK,20260624,0.5,165000.0,83550.0
02497.HK,20260624,0.62,32000.0,20200.0
02150.HK,20260624,0.62,3808500.0,2393495.0
06669.HK,20260624,8.04,362408.0,2931380.72
02571.HK,20260624,15.5,6000.0,92204.0
02555.HK,20260624,4.71,896200.0,4201714.0
09680.HK,20260624,6.41,7000.0,44656.0
06936.HK,20260624,29.54,2091948.0,61445522.08
02577.HK,20260624,69.25,16284006.0,1126258232.15
02648.HK,20260624,68.6,172446.0,11755116.8
02543.HK,20260624,27.2,14400.0,391792.0
02539.HK,20260624,8.3,61900.0,531009.0
02659.HK,20260624,16.57,1671200.0,29028559.0
02630.HK,20260624,61.0,213200.0,12235050.0
02698.HK,20260624,26.0,317123.0,8334027.52
00794.HK,20260624,0.25,30000.0,7500.0
00841.HK,20260624,0.235,2550000.0,559660.0
00867.HK,20260624,10.15,7201000.0,72570580.0
01682.HK,20260624,0.202,2580000.0,540412.0
01308.HK,20260624,31.7,3181955.0,100063254.81
00048.HK,20260624,0.345,28000.0,9500.0
01733.HK,20260624,0.59,902000.0,527600.0
00975.HK,20260624,6.58,4581000.0,30044589.0
01029.HK,20260624,0.45,212000.0,94220.0
00580.HK,20260624,2.8,11040000.0,31212040.0
00956.HK,20260624,3.21,4398000.0,14199472.0
01685.HK,20260624,0.95,2778000.0,2532090.0
08269.HK,20260624,0.3,720000.0,214350.0
01725.HK,20260624,0.4,4466600.0,1766367.0
03302.HK,20260624,0.375,10000.0,3750.0
01741.HK,20260624,0.18,120000.0,21600.0
02798.HK,20260624,0.71,175000.0,121000.0
01842.HK,20260624,0.037,140000.0,5180.0
01809.HK,20260624,6.72,103000.0,704560.0
06100.HK,20260624,2.05,1844600.0,3761172.0
01731.HK,20260624,0.77,64000.0,48440.0
06190.HK,20260624,2.3,13200.0,30390.0
00368.HK,20260624,3.93,1724000.0,6124280.0
02153.HK,20260624,0.77,4000.0,3060.0
09688.HK,20260624,14.19,10766900.0,152930251.0
02057.HK,20260624,171.1,551530.0,94141395.75
09991.HK,20260624,6.98,5500.0,38150.0
02170.HK,20260624,1.36,20000.0,27200.0
02285.HK,20260624,15.63,678200.0,10652430.0
06682.HK,20260624,25.32,6233050.0,159669883.0
02427.HK,20260624,3.2,245000.0,773000.0
02482.HK,20260624,0.5,3000.0,1360.0
06698.HK,20260624,0.8,26600.0,20681.0
02520.HK,20260624,2.21,120000.0,265340.0
02477.HK,20260624,0.36,148650400.0,54870232.0
02685.HK,20260624,13.39,7480500.0,99684495.0
09879.HK,20260624,8.92,488000.0,4414600.0
03881.HK,20260624,22.86,4543500.0,107412876.0
02635.HK,20260624,13.86,2798200.0,38766024.0
06600.HK,20260624,60.25,309200.0,18987270.0
01989.HK,20260624,170.6,994100.0,167642865.7
06082.HK,20260624,60.0,13071160.0,812182826.9
09903.HK,20260624,788.0,2228435.0,1613277843.2
02513.HK,20260624,2174.0,3354102.0,7693120110.3
00100.HK,20260624,477.6,2419712.0,1201235764.18
01808.HK,20260624,2.32,218000.0,512320.0
01889.HK,20260624,0.23,78800.0,17377.2
00546.HK,20260624,5.1,14677060.0,72727294.6
00640.HK,20260624,2.47,8000.0,19400.0
01181.HK,20260624,0.135,114000.0,13810.0
01011.HK,20260624,0.4,221300.0,88605.0
01152.HK,20260624,0.38,5754000.0,2214400.0
01247.HK,20260624,1.13,390000.0,451620.0
01738.HK,20260624,0.047,5000.0,235.0
01389.HK,20260624,0.4,396000.0,152220.0
06826.HK,20260624,15.89,138200.0,2232007.0
01470.HK,20260624,0.151,252000.0,37812.0
01113.HK,20260624,44.66,5154585.0,229855185.98
01528.HK,20260624,1.15,1516000.0,1714811.0
03396.HK,20260624,15.17,6516300.0,100876797.5
03839.HK,20260624,8.19,57000.0,460395.0
02193.HK,20260624,0.255,340000.0,88620.0
03882.HK,20260624,0.43,463000.0,185680.0
02286.HK,20260624,0.141,20000.0,2606.0
01461.HK,20260624,0.6,63000.0,39060.0
01456.HK,20260624,3.94,3533500.0,14203865.0
01986.HK,20260624,0.87,1102000.0,948000.0
02699.HK,20260624,5.1,42640.0,220966.4
02666.HK,20260624,4.75,6537000.0,31198945.0
01498.HK,20260624,0.29,52000.0,15085.0
08616.HK,20260624,0.058,10000.0,570.0
01909.HK,20260624,1.81,15300.0,27615.0
08659.HK,20260624,0.11,800000.0,81570.0
01156.HK,20260624,0.21,740000.0,154856.0
01747.HK,20260624,4.16,326000.0,1386380.0
02549.HK,20260624,4.13,20500.0,82900.0
03317.HK,20260624,116.8,2035395.0,247530413.8
03677.HK,20260624,5.85,2236725.0,13158952.5
02597.HK,20260624,35.0,16500.0,579000.0
06031.HK,20260624,18.55,6551364.0,122077512.04
00901.HK,20260624,71.5,499900.0,36954345.0
07688.HK,20260624,28.0,438700.0,12120190.0
03355.HK,20260624,33.98,174540.0,6002345.6
02714.HK,20260624,28.48,4030100.0,114435244.1
06106.HK,20260624,106.0,6299740.0,673166086.4
02026.HK,20260624,56.55,953857.0,53570843.75
00800.HK,20260624,15.2,1127859.0,17045758.52
09876.HK,20260624,2.9,86000.0,229600.0
03360.HK,20260624,5.16,21247200.0,109319610.0
00484.HK,20260624,0.61,39500.0,24320.0
02393.HK,20260624,0.069,70000.0,4830.0
00401.HK,20260624,0.124,1400000.0,168680.0
02023.HK,20260624,0.74,44000.0,32760.0
08181.HK,20260624,0.056,16000.0,896.0
00932.HK,20260624,0.028,7452000.0,201308.0
08502.HK,20260624,0.31,88000.0,27280.0
08447.HK,20260624,0.047,240000.0,11660.0
08516.HK,20260624,1.71,526500.0,936180.0
01719.HK,20260624,0.24,52000.0,12480.0
01833.HK,20260624,7.06,13021500.0,92677208.0
01576.HK,20260624,1.7,20000.0,34000.0
01652.HK,20260624,1.07,55000.0,57520.0
01690.HK,20260624,0.105,1220000.0,126840.0
01897.HK,20260624,0.44,940.0,385.4
01843.HK,20260624,0.214,184000.0,39900.0
01084.HK,20260624,0.67,12000.0,7880.0
02381.HK,20260624,0.25,1710000.0,421480.0
01134.HK,20260624,0.345,1408000.0,469400.0
01901.HK,20260624,0.206,4596000.0,924874.0
01949.HK,20260624,0.435,12000.0,5220.0
02135.HK,20260624,0.112,64000.0,6858.0
09989.HK,20260624,3.93,769000.0,3090785.0
09996.HK,20260624,4.06,874997.0,3552983.12
01502.HK,20260624,1.98,160000.0,317840.0
06996.HK,20260624,3.36,1184408.0,4048672.72
09987.HK,20260624,321.2,570297.0,183008599.7
01209.HK,20260624,37.0,4520590.0,166936484.02
06601.HK,20260624,2.05,621000.0,1280775.0
09690.HK,20260624,12.24,1188699.0,14509891.35
03931.HK,20260624,24.88,2495000.0,61804866.0
08529.HK,20260624,0.395,65000.0,26000.0
02391.HK,20260624,16.3,64400.0,1004834.0
02268.HK,20260624,53.2,9578896.0,508640664.25
02097.HK,20260624,249.4,424804.0,105500460.0
02519.HK,20260624,4.6,3000.0,13800.0
02581.HK,20260624,2.45,32000.0,78495.0
01318.HK,20260624,51.8,1371621.0,71162150.7
02693.HK,20260624,2.98,75000.0,228950.0
02637.HK,20260624,180.0,329500.0,58814474.35
01276.HK,20260624,56.6,5740086.0,333217959.0
02493.HK,20260624,25.06,323200.0,8408432.0
06067.HK,20260624,9.56,24809760.0,245580228.8
03296.HK,20260624,69.05,2814961.0,193742936.8
02009.HK,20260624,0.58,8963000.0,5214440.0
01380.HK,20260624,0.8,8360000.0,6647920.0
01623.HK,20260624,0.229,104000.0,23654.0
03363.HK,20260624,0.3,116000.0,34750.0
00834.HK,20260624,0.24,224000.0,53760.0
01143.HK,20260624,0.345,208400.0,69128.0
01121.HK,20260624,0.6,964004.0,520762.32
01378.HK,20260624,21.78,34890391.0,760459921.661
01302.HK,20260624,1.42,22628000.0,32375940.0
01239.HK,20260624,0.315,160000.0,49000.0
01269.HK,20260624,0.034,1280000.0,44370.0
00844.HK,20260624,0.405,232000.0,94960.0
01300.HK,20260624,3.45,8495000.0,30194930.0
01277.HK,20260624,1.58,15054721.0,23578571.55
00863.HK,20260624,11.8,1528000.0,17983900.0
02623.HK,20260624,4.5,2001000.0,8939340.0
08030.HK,20260624,1.51,681000.0,1019160.0
01522.HK,20260624,0.255,240000.0,60320.0
01268.HK,20260624,0.59,255484.0,150945.84
03315.HK,20260624,0.67,150000.0,101630.0
00968.HK,20260624,2.0,129704120.0,258298965.3
01689.HK,20260624,0.295,228000.0,68030.0
01520.HK,20260624,0.5,1533000.0,770820.0
01359.HK,20260624,1.0,73699410.0,74847022.6
01483.HK,20260624,1.17,340000.0,383620.0
01372.HK,20260624,0.9,427000.0,380810.0
01540.HK,20260624,0.405,351000.0,137385.0
01796.HK,20260624,0.38,958000.0,353960.0
08603.HK,20260624,13.5,79000.0,1063180.0
01903.HK,20260624,2.98,698000.0,1982920.0
01851.HK,20260624,7.21,502000.0,3635560.0
01837.HK,20260624,1.42,876000.0,1265320.0
03347.HK,20260624,33.32,3441200.0,113811653.3
02146.HK,20260624,1.39,431500.0,582490.0
03913.HK,20260624,0.133,2399559.0,328154.125
09889.HK,20260624,3.42,193000.0,667830.0
01153.HK,20260624,0.295,8000.0,2510.0
06998.HK,20260624,1.78,1040000.0,1877040.0
06993.HK,20260624,3.0,1884880.0,5626372.0
03880.HK,20260624,23.68,120800.0,2886374.0
02605.HK,20260624,1.13,11600.0,13216.0
00068.HK,20260624,12.25,2545348.0,31012560.6
01511.HK,20260624,97.1,179200.0,17274577.5
02723.HK,20260624,342.0,111050.0,37605660.0
02657.HK,20260624,30.72,43196.0,1326130.76
03200.HK,20260624,184.3,2446700.0,456266653.2
03636.HK,20260624,14.88,141000.0,2154366.0
01236.HK,20260624,35.42,428420.0,14598254.0
00090.HK,20260624,1.06,338000.0,368100.0
00948.HK,20260624,0.21,40000.0,8400.0
01280.HK,20260624,1.47,70000.0,105440.0
01020.HK,20260624,0.186,5944000.0,1103252.0
01788.HK,20260624,2.01,62024000.0,125521975.0
01900.HK,20260624,0.224,99000.0,22163.0
01288.HK,20260624,5.58,78356568.0,440288712.16
00936.HK,20260624,0.27,10000.0,2700.0
02031.HK,20260624,0.37,25000.0,9250.0
08300.HK,20260624,0.031,120000.0,3640.0
06178.HK,20260624,7.58,1850800.0,14242894.0
08413.HK,20260624,0.041,1130000.0,46700.0
01417.HK,20260624,2.02,2868000.0,5746120.0
08472.HK,20260624,0.235,400000.0,91154.0
03309.HK,20260624,1.01,886000.0,866756.0
01735.HK,20260624,8.42,10089000.0,85827420.0
08422.HK,20260624,0.136,57000.0,7133.0
08426.HK,20260624,0.25,20000.0,5000.0
01757.HK,20260624,16.71,339000.0,5667510.0
01716.HK,20260624,4.5,764000.0,3442020.0
01416.HK,20260624,0.182,160000.0,29310.0
00667.HK,20260624,3.83,4937500.0,18847972.5
09966.HK,20260624,7.1,1916000.0,13875540.0
03390.HK,20260624,0.245,420000.0,100946.0
01941.HK,20260624,0.475,446000.0,214880.0
06677.HK,20260624,0.32,270500.0,84337.5
01179.HK,20260624,32.8,3892130.0,127530320.5
06690.HK,20260624,19.73,13596274.0,268327285.3
09959.HK,20260624,1.82,6056001.0,10863109.3
09985.HK,20260624,7.26,1247200.0,9107243.0
02235.HK,20260624,7.14,86600.0,614825.0
02372.HK,20260624,0.88,784000.0,711000.0
02015.HK,20260624,49.44,14618683.0,717979351.28
02440.HK,20260624,1.05,197000.0,184550.0
02411.HK,20260624,1.62,1075500.0,1737045.0
02423.HK,20260624,38.3,10978405.0,420317995.66
02367.HK,20260624,26.24,6563196.0,171380214.54
02658.HK,20260624,47.0,44000.0,2075262.0
02595.HK,20260624,27.5,775859.0,21211252.96
02553.HK,20260624,47.0,618000.0,28338896.0
06090.HK,20260624,31.0,2015506.0,65785226.6
06675.HK,20260624,34.66,788400.0,26784096.0
00916.HK,20260624,5.23,21534189.0,111936746.03
01822.HK,20260624,0.129,90000.0,11610.0
03969.HK,20260624,3.31,5688000.0,18834600.0
01718.HK,20260624,0.36,1195000.0,430650.0
08316.HK,20260624,0.265,812000.0,207854.0
01720.HK,20260624,0.53,3132000.0,1660200.0
08519.HK,20260624,0.209,20000.0,4180.0
03878.HK,20260624,0.229,206000.0,47136.0
01871.HK,20260624,0.345,64000.0,22280.0
08379.HK,20260624,0.126,10000.0,1260.0
00804.HK,20260624,3.33,5000.0,16600.0
08606.HK,20260624,0.052,80000.0,4090.0
01286.HK,20260624,8.53,2521037.0,21636395.39
01969.HK,20260624,0.98,131000.0,130550.0
08219.HK,20260624,0.265,5390000.0,1350080.0
01760.HK,20260624,2.13,3329000.0,7240410.0
01736.HK,20260624,0.445,5000.0,2225.0
01906.HK,20260624,0.41,360000.0,158900.0
03668.HK,20260624,30.44,3431900.0,105408372.0
01861.HK,20260624,3.02,110000.0,339060.0
01943.HK,20260624,0.63,21790000.0,13962650.0
01593.HK,20260624,1.19,216000.0,249460.0
09608.HK,20260624,0.043,1510000.0,65350.0
01413.HK,20260624,0.189,1638000.0,279650.0
02459.HK,20260624,0.59,306600.0,176120.0
06618.HK,20260624,33.4,9839153.0,328207629.19
02155.HK,20260624,7.94,5433000.0,43252190.0
06666.HK,20260624,1.02,18268420.0,18805138.1
02156.HK,20260624,2.61,853157.0,2257271.34
09858.HK,20260624,3.0,14365736.0,42953256.92
02175.HK,20260624,3.05,137000.0,388320.0
06922.HK,20260624,4.01,28600.0,114472.0
02455.HK,20260624,0.67,180000.0,121460.0
06963.HK,20260624,3.43,34499000.0,121609680.0
02675.HK,20260624,37.06,2168370.0,83075558.4
02373.HK,20260624,17.0,184023.0,3055265.66
09658.HK,20260624,9.62,155500.0,1498290.0
06681.HK,20260624,1.91,73731000.0,157786203.0
02535.HK,20260624,0.5,710000.0,342800.0
02603.HK,20260624,17.8,4093000.0,72699495.0
02865.HK,20260624,22.26,5329412.0,118244925.8
02589.HK,20260624,139.7,29490.0,4030761.0
02591.HK,20260624,7.42,8933000.0,73906374.0
01384.HK,20260624,41.48,4043280.0,173840596.0
06658.HK,20260624,146.0,116700.0,16700150.0
02546.HK,20260624,15.39,406000.0,6320700.0
02691.HK,20260624,6.17,1261500.0,7737180.0
02579.HK,20260624,27.8,1215800.0,34208486.0
00151.HK,20260624,3.95,3878260.0,15341016.2
00098.HK,20260624,6.77,12000.0,81600.0
01638.HK,20260624,0.048,1192000.0,58964.0
01866.HK,20260624,9.76,4484214.0,43499011.52
01918.HK,20260624,0.71,107184419.0,76883336.32
01080.HK,20260624,0.066,141000.0,9502.5
02601.HK,20260624,27.64,23710538.0,657432080.24
01823.HK,20260624,1.32,138000.0,178000.0
02128.HK,20260624,3.83,7014002.0,26748450.58
02238.HK,20260624,2.18,16077271.0,35261032.96
00951.HK,20260624,1.35,1113000.0,1490865.0
01431.HK,20260624,0.223,2074000.0,462445.0
01515.HK,20260624,2.41,1914000.0,4611945.0
01370.HK,20260624,0.122,344000.0,40656.0
08280.HK,20260624,0.119,4000.0,480.0
03958.HK,20260624,5.65,8398400.0,48168872.0
01606.HK,20260624,1.51,1634000.0,2483870.0
02227.HK,20260624,0.275,80000.0,21860.0
08136.HK,20260624,0.04,1480000.0,57950.0
01183.HK,20260624,0.135,124000.0,16740.0
08489.HK,20260624,0.2,310000.0,62195.0
02108.HK,20260624,0.455,20000.0,9200.0
02359.HK,20260624,141.7,12471512.0,1765631137.9
09933.HK,20260624,1.5,1152000.0,1727680.0
01525.HK,20260624,1.92,28500.0,56330.0
01951.HK,20260624,2.03,8549500.0,17537735.0
03603.HK,20260624,0.084,615000.0,51615.0
01401.HK,20260624,0.243,916000.0,224990.0
03938.HK,20260624,3.62,32000.0,115880.0
02145.HK,20260624,27.46,1718600.0,47705011.8
01541.HK,20260624,3.68,796200.0,3001022.0
02480.HK,20260624,12.8,400.0,5120.0
02483.HK,20260624,1.8,88000.0,158400.0
07618.HK,20260624,11.16,1876703.0,20796011.53
02509.HK,20260624,13.79,119400.0,1660548.0
09676.HK,20260624,3.8,324300.0,1238466.0
02517.HK,20260624,1.72,27404000.0,47887762.0
01274.HK,20260624,3.4,187100.0,639110.0
02508.HK,20260624,3.68,1334306.0,4854138.24
02432.HK,20260624,26.1,3095100.0,81402011.8
02625.HK,20260624,2.28,6000.0,12930.0
06168.HK,20260624,15.67,1016340.0,15927713.4
02573.HK,20260624,4.85,2400.0,11510.0
02889.HK,20260624,132.5,557400.0,75459902.56
09639.HK,20260624,1.0,160000.0,160650.0
06636.HK,20260624,84.65,164650.0,13904187.5
01879.HK,20260624,421.4,446542.0,191260122.6
01766.HK,20260624,4.7,35639520.0,168363001.6
02208.HK,20260624,10.13,16778995.0,168503260.11
01282.HK,20260624,0.082,32000.0,2528.0
02188.HK,20260624,0.133,4000.0,536.0
00798.HK,20260624,0.132,2432000.0,318636.0
06138.HK,20260624,0.31,1567000.0,485770.0
02100.HK,20260624,0.44,2236000.0,958230.0
06198.HK,20260624,6.55,6745632.0,44251188.0
01330.HK,20260624,5.49,1925000.0,10478690.0
01347.HK,20260624,192.0,59727590.0,11189735885.0
08195.HK,20260624,1.21,278000.0,333320.0
01548.HK,20260624,12.12,39075101.0,462413606.03
01799.HK,20260624,3.99,1471600.0,5817372.0
08331.HK,20260624,0.33,220000.0,63800.0
03773.HK,20260624,2.44,52000.0,127220.0
01565.HK,20260624,0.146,568000.0,83564.0
03301.HK,20260624,0.049,2086000.0,110811.5
00797.HK,20260624,1.18,14548000.0,16451480.0
01890.HK,20260624,0.8,946000.0,758560.0
01672.HK,20260624,10.11,9034500.0,90934521.8
08601.HK,20260624,0.232,40000.0,9280.0
02013.HK,20260624,1.23,35189000.0,44031380.0
01877.HK,20260624,16.57,3884800.0,65070652.4
01857.HK,20260624,1.3,312000.0,407650.0
01995.HK,20260624,1.67,2366000.0,3958170.0
03348.HK,20260624,1.3,42000.0,54600.0
03680.HK,20260624,2.06,202000.0,414400.0
01967.HK,20260624,0.345,144800.0,48367.0
01346.HK,20260624,1.28,28000.0,35880.0
01870.HK,20260624,0.36,1215000.0,420737.5
01147.HK,20260624,0.14,1490000.0,202890.0
09979.HK,20260624,1.72,2031000.0,3529648.0
02101.HK,20260624,0.94,51500.0,47270.0
01449.HK,20260624,0.285,56000.0,15935.0
02256.HK,20260624,9.41,2082000.0,19470793.0
09878.HK,20260624,7.22,264100.0,1903853.0
02279.HK,20260624,2.01,205500.0,422155.0
01489.HK,20260624,0.52,275000.0,142500.0
02650.HK,20260624,11.06,1706150.0,19237990.0
02570.HK,20260624,21.9,701729.0,15721031.96
03288.HK,20260624,30.1,2532528.0,76941078.32
