ts_code,latest_report_date,cash_like,strict_cash_like,total_liabilities,interest_debt,net_cash_after_all_liab,cash_to_liab,net_cash_to_mv,revenue_latest,revenue_cagr_3y,profit_latest,profit_cagr_3y,profit_positive_years,cfo_latest,cfo_positive_years,cfo_to_profit_latest,oneoff_ratio_latest,dps_latest,div_paid_latest,buyback_latest,shareholder_return_hkd,dps_yield_est,dividend_paid_yield_est,score,flags,name,fullname,market,list_date,price_hkd,total_mv_hkd,float_mv_hkd,turnover_hkd,pb,pe_ttm,pe_dynamic,ts_avg_amount_hkd,ts_median_amount_hkd,quote_time,quote_source,financial_source,strict_net_cash,liquidity_bucket
01981.HK,20251231,1482347000.0,1095305000.0,696442000.0,,785905000.0,2.1284572153890777,0.7659437849763583,787734000.0,0.0624589911564728,301002000.0,0.46126910688649225,3,581529000.0,4,1.9319771961648096,0.02769416814506216,,90607000.0,,90607000.0,,0.08830567120116668,132.87028947154946,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,华夏控股,华夏集团控股有限公司,主板,20200715,0.62,1026060939.9999999,1026060939.9999999,297210.0,0.3851515151515151,3.0812121212121206,3.0812121212121206,568916.5,255740.0,2026/06/25 15:10:38,tencent,cache,True,低
01358.HK,20251231,1807841000.0,1802841000.0,381521000.0,22001000.0,1426320000.0,4.738509806799626,0.8905765897918658,823505000.0,0.1533051540475141,94374000.0,-0.0381082879584852,4,240704000.0,4,2.5505329857799817,0.28429440311950327,,130354000.0,19759000.0,150113000.0,,0.09372870297228277,130.19413773175094,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,普华和顺,普华和顺集团公司,主板,20131108,1.11,1601569159.0695655,1601569159.0695655,306850.0,0.37643478260869573,15.327652173913048,15.327652173913048,630670.85,470115.0,2026/06/25 15:02:58,tencent,cache,True,低
00327.HK,20251231,3737294038.9,3681980846.1,1812558412.28,55518223.739999995,1924735626.6200001,2.061888882355462,0.5459548674638888,5304195578.8,-0.0969355960926771,680654850.14,-0.15539220144797883,4,1178258618.98,4,1.7310662206221712,0.12093626880506167,,478576536.32,8944587.66,487521123.98,,0.13828628043621483,130.02472838977926,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,百富环球,百富环球科技有限公司,主板,20101220,3.32,3525448240.0,3525448240.0,6146870.0,0.4483908045977011,4.674712643678161,4.674712643678161,22088557.352,15674019.25,2026/06/25 15:10:40,tencent,cache,True,中低
02518.HK,20251231,19239126000.0,2175493000.0,4013346000.0,,15225780000.0,4.79378702957582,0.8109159649109272,6452030000.0,-0.02404820933104379,1442830000.0,-0.08037626518137564,4,889462000.0,4,0.6164704088492754,0.1396657956931863,,1481245000.0,1051983000.0,2533228000.0,,0.13491821292304093,126.62290385742331,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,汽车之家-S,汽车之家,主板,20210315,36.86,18776026936.0,744365584.0,346174.0,0.7244161849710983,14.89314450867052,14.89314450867052,365329.628,203499.28,2026/06/25 15:11:45,tencent,cache,True,低
00623.HK,20251231,727829000.0,655031000.0,107210000.0,831000.0,620619000.0,6.788816341759164,0.6983636671950851,382288000.0,-0.19005542437736633,80043000.0,0.24628092479839103,4,39424000.0,3,0.4925352622965156,0.057144284946841074,,149920000.0,717000.0,150637000.0,,0.1695072302576396,126.35398785009922,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,中视金桥,中视金桥国际传媒控股有限公司,主板,20080708,1.91,888675956.6010362,888675956.6010362,244480.0,0.4255440414507772,10.025025906735753,10.025025906735753,738561.0,676920.0,2026/06/25 15:11:53,tencent,cache,True,低
06826.HK,20251231,2522083000.0,2445974000.0,1115560000.0,398498000.0,1406523000.0,2.260822367241565,0.38830637478783064,2446306000.0,0.05162367567282544,251009000.0,0.11624987961755484,4,490973000.0,4,1.9559975937117793,0.8133493221358596,,282277000.0,148623000.0,430900000.0,,0.11896088218683679,126.11395312907136,现金类资产>总负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,昊海生物科技,上海昊海生物科技股份有限公司,主板,20150430,15.75,3622199096.7017207,565882380.4015297,1742344.0,0.5922562141491395,13.752390057361376,13.752390057361376,4135779.19,3593816.95,2026/06/25 15:03:18,tencent,cache,True,中低
02660.HK,20251231,2281202000.0,1488904000.0,258659000.0,18818000.0,2022543000.0,8.819341294909513,0.9036663278309686,1545598000.0,-0.04372534518476956,347787000.0,-0.20059250819902275,4,242400000.0,4,0.6969783229390403,0.26945803034616017,,323417000.0,18407000.0,341824000.0,,0.15272596866642293,124.78914130067344,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,禅游科技,禅游科技控股有限公司,主板,20190416,2.16,2238152443.7837834,2238152443.7837834,567400.0,0.7783783783783784,5.808648648648648,5.808648648648648,796557.338,713370.0,2026/06/25 14:45:14,tencent,cache,True,低
01180.HK,20251231,683054705.68,683054705.68,220653936.34,108726010.72,462400769.3399999,3.095592659754315,0.5859560577493738,181768508.9,-0.11923372104455698,127840855.58,,3,228946399.16,3,1.7908703608192795,0.18611124848981553,,179458072.14,,179458072.14,,0.2274099686999823,123.46892482866643,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,汇彩控股,汇彩控股有限公司,主板,19970120,0.75,789138986.1486487,789138986.1486487,557040.0,1.7635135135135136,5.574324324324325,5.574324324324325,759476.0325,403420.5,2026/06/25 14:37:42,tencent,cache,True,低
03315.HK,20251231,1259341000.0,1259341000.0,420600000.0,7183000.0,838741000.0,2.9941535901093674,1.5307018933420657,930819000.0,-0.15270588648831462,40116000.0,-0.35199225265989553,4,160335000.0,4,3.996784325456177,0.8738657892112872,,40172000.0,3110000.0,43282000.0,,0.07898962772492496,122.17065379374412,现金类资产>总负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,金邦达宝嘉,金邦达宝嘉控股有限公司,主板,20131204,0.68,547945360.0000001,547945360.0000001,188110.0,0.24637681159420294,12.338550724637683,12.338550724637683,447348.0,350695.0,2026/06/25 15:03:14,tencent,cache,True,极低
02469.HK,20251231,1222741000.0,1035196000.0,540209000.0,65108000.0,682532000.0,2.2634591426651536,0.7629986785399695,2676628000.0,-0.016128305753913774,198126000.0,,3,226322000.0,3,1.1423134772821335,0.1437317666535437,,,152295000.0,152295000.0,,0.1702497227210514,121.62170547505406,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,粉笔,粉笔有限公司,主板,20230109,0.405,894538901.8314607,894538901.8314607,1723396.27,0.6188764044943821,4.077303370786518,4.077303370786518,6352401.284,4254155.25,2026/06/25 15:10:48,tencent,cache,True,中低
02877.HK,20251231,14754734000.0,14378094000.0,2715321000.0,334902000.0,12039413000.0,5.433882034573444,1.9282034321772625,3135419000.0,-0.07414525582392506,949948000.0,0.09538293484635951,4,1172033000.0,4,1.23378648094422,0.6241225835519418,,355038000.0,,355038000.0,,0.056862032239723886,121.34708921377481,现金类资产>总负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,神威药业,中国神威药业集团有限公司,主板,20041202,7.55,6243850000.0,6243850000.0,3017685.0,0.6964572192513367,5.935026737967914,5.935026737967914,8779304.05,8242523.0,2026/06/25 15:05:32,tencent,cache,True,中低
02555.HK,20251231,3100069000.0,3071435000.0,810763000.0,81040000.0,2289306000.0,3.8236439008686878,0.33534738330596975,5395068000.0,0.08433059077755134,804897000.0,-0.055179369210171636,4,680407000.0,4,0.8453342477360457,0.18625861445625963,,1093449000.0,,1093449000.0,,0.1601731096360772,120.78954135710534,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,茶百道,四川百茶百道实业股份有限公司,主板,20240423,4.62,6826670235.000001,6826670235.000001,5137386.0,1.5529411764705885,7.6579411764705885,7.6579411764705885,9485118.64,6991789.3,2026/06/25 15:06:50,tencent,cache,True,中低
01936.HK,20251231,194844039.56,150723081.46,20779715.62,3230052.4699999997,174064323.94,9.376646106382085,0.4547790218151603,222191239.89,0.016370519379016235,16060201.94,-0.03447044124440235,4,24356154.42,3,1.516553435068451,0.4278011432028108,,51128353.45,,51128353.45,,0.13358339056902768,120.58586928626838,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,利特米,利特米有限公司,主板,20200513,0.82,382744839.99999994,382744839.99999994,270120.0,1.394,21.525,21.525,77982.85714285714,41190.0,2026/06/25 13:37:13,tencent,cache,True,低
01666.HK,20251231,4833662000.0,4760678000.0,3446100000.0,2004345000.0,1387562000.0,1.4026470502887323,0.34283836988452165,6483875000.0,0.026655609536414993,396277000.0,-0.12069829083114247,4,1562433000.0,4,3.94277992414397,-0.00885239365393399,,475574000.0,,475574000.0,,0.11750467000354686,119.57049600779074,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,同仁堂科技,北京同仁堂科技发展股份有限公司,主板,20100709,3.16,4047277440.0000005,1986704640.0000002,2763590.0,0.4989473684210527,9.2256346749226,9.2256346749226,5440324.889,4573290.0,2026/06/25 15:10:50,tencent,cache,True,中低
02348.HK,20251231,1576921000.0,1166430000.0,624362000.0,77477000.0,952559000.0,2.5256517853424776,0.6326391005857113,1230867000.0,-0.012365807064999679,213971000.0,-0.15769848352205496,4,355406000.0,4,1.6610007898266588,0.2782059251019998,,132910000.0,,132910000.0,,0.08827176359558503,119.39932023499506,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,东瑞制药,东瑞制药(控股)有限公司,主板,20030711,1.0,1505690999.9999998,1505690999.9999998,334080.0,0.4038461538461538,6.355769230769231,6.355769230769231,107339.88235294116,50520.0,2026/06/25 14:37:33,tencent,cache,True,低
00639.HK,20251231,7221196029.34,7221196029.34,3436827067.26,33687396.339999996,3784368962.08,2.10112289272008,0.3260242596161993,4566454515.0,-0.14624244774905648,571285746.78,-0.382438336626017,4,828333126.58,4,1.4499453754077083,0.22239086544010347,,1881765838.34,,1881765838.34,,0.16211456133459481,118.49849403931927,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,首钢资源,首钢福山资源集团有限公司,主板,19901002,2.28,11607629955.313805,11607629955.313805,23590288.54,0.7059414225941422,18.354476987447693,18.354476987447693,49785411.5525,33138084.5,2026/06/25 15:11:49,tencent,cache,True,中
06601.HK,20251231,2941646000.0,2557647000.0,863223000.0,59364000.0,2078423000.0,3.4077474766080145,0.7833251533406372,1988232000.0,0.11182319514547046,223685000.0,0.5013303958841946,4,268064000.0,4,1.1983995350604646,0.4979413013836422,,160400000.0,,160400000.0,,0.06045225375000095,118.2807792423305,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,朝云集团,朝云集团有限公司,主板,20210310,1.99,2653333665.0,2653333665.0,2235890.0,0.796,10.718232558139535,10.718232558139535,2225226.2920000004,1584182.5,2026/06/25 15:09:45,tencent,cache,True,中低
00046.HK,20251231,313909594.9,311811414.84,145917900.66,13882491.4,167991694.23999998,2.1512754328300927,0.5589823709600314,217938857.02,-0.03168234889613142,16658989.68,-0.265223135140211,4,32909723.92,4,1.9754933853827805,0.11418347430058558,,24141264.16,,24141264.16,,0.08032862064508,118.1715868175355,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,科联系统,科联系统集团有限公司,主板,19980518,1.23,300531292.16129035,300531292.16129035,179020.0,0.6050806451612903,16.2975,16.2975,79908.00333333334,56070.0,2026/06/25 15:07:20,tencent,cache,True,极低
01346.HK,20251231,583749473.28,583749473.28,278788460.57,20738319.77,304961012.71,2.093879610678608,0.3848166180137391,1406859016.14,-0.02390488224563292,111554021.54,0.03331680618443955,4,132363339.22,4,1.1865402734274209,0.11911045757535133,,56676637.43,14477774.64,71154412.07,,0.08978655981698054,117.82236665351792,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,利华控股集团,利华控股集团,主板,20191113,1.24,792483999.9999999,792483999.9999999,59960.0,1.457709923664122,6.4177099236641215,6.4177099236641215,149808.88888888888,118280.0,2026/06/25 14:46:11,tencent,cache,True,极低
08512.HK,20251231,732773353.8,732773353.8,101784765.02,11049993.479999999,630988588.78,7.199243950271095,1.831939288782435,811189107.76,0.09856931610020303,91645217.3,0.11983256451052648,4,182526310.48,4,1.9916621495096831,0.06315478243729365,,,,0.0,,0.0,117.57209109704047,现金类资产>总负债;近年盈利稳定;经营现金流稳定,凯富善集团控股,凯富善集团控股有限公司,创业板,20180719,0.375,344437500.0,344437500.0,125600.0,0.4638157894736842,3.394736842105263,3.394736842105263,220794.44444444444,91625.0,2026/06/25 14:45:55,tencent,cache,True,极低
01571.HK,20251231,1074637000.0,1074637000.0,779733000.0,40218000.0,294904000.0,1.378211515993295,0.07821722981627519,3152791000.0,0.030283889039200318,529340000.0,0.07066373873464382,4,1058103000.0,4,1.9989099633505876,0.16690029092832584,,462381000.0,,462381000.0,,0.12263706473862387,117.46103395529738,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,信邦控股,信邦控股有限公司,主板,20170628,3.74,3770320180.0,3770320180.0,5634290.0,0.92,6.43,6.43,3153183.2675,2468260.0,2026/06/25 15:10:00,tencent,cache,True,中低
03983.HK,20251231,14002879000.0,12836574000.0,4869932000.0,2112004000.0,9132947000.0,2.875374645888279,0.9807507355941668,12034437000.0,-0.055412674476412405,974441000.0,-0.159747430914561,4,1378729000.0,4,1.414892230519857,0.30527758992078535,,661388000.0,,661388000.0,,0.0710238182169627,117.4600153814137,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,中海石油化学,中海石油化学股份有限公司,主板,20060929,2.02,9312200000.0,3627920246.4593306,5624860.0,0.44459330143540676,8.63090909090909,8.63090909090909,14059467.843,11436107.0,2026/06/25 15:11:12,tencent,cache,True,中低
02102.HK,20260131,123003928.62,123003928.62,38804869.26,1502279.46,84199059.36000001,3.169806546592138,0.31184836800000004,301154535.08,-0.039156002442547244,25650578.77,-0.12819832511623908,4,70035197.05,3,2.7303554308844937,0.19688953591591804,,27323700.0,,27323700.0,,0.1011988888888889,117.42259962135087,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,德利机械,德利机械控股有限公司,主板,20201006,0.27,270000000.0,270000000.0,51450.0,0.623793103448276,9.79448275862069,9.79448275862069,28810.0,23100.0,2026/06/25 14:28:04,tencent,cache,True,极低
00517.HK,20251231,4324231685.06,4324231685.06,1117327397.78,11303798.3,3206904287.2800007,3.8701563155541945,0.4111959795464725,3347090353.82,-0.0184696960858044,696440426.08,0.30967856478636846,4,231991153.78,4,0.333109832646836,0.18619077015656285,,728667315.68,,728667315.68,,0.09343124826736542,117.23267086797648,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,中远海运国际,中远海运国际(香港)有限公司,主板,19920211,5.32,7798968002.598291,7798968002.598291,10737680.0,0.9821538461538464,10.11254700854701,10.11254700854701,13594236.0035,10509701.2,2026/06/25 15:10:20,tencent,cache,True,中
03686.HK,20251231,284772000.0,284772000.0,127401000.0,30507000.0,157371000.0,2.2352414816210233,0.22783946953135176,320272000.0,-0.05778212152828799,284629000.0,0.44091600934769026,4,81565000.0,4,0.2865660210308858,0.7311306999638125,,104942000.0,,104942000.0,,0.15193351768470123,117.16439128118297,现金类资产>总负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,祈福生活服务,祈福生活服务控股有限公司,主板,20161108,0.68,690710000.0000001,690710000.0000001,239000.0,1.0535211267605638,2.1932394366197188,2.1932394366197188,299978.94736842107,291300.0,2026/06/25 14:52:50,tencent,cache,True,低
06186.HK,20251231,16171057000.0,16171057000.0,7917258000.0,855226000.0,8253799000.0,2.042507267036138,0.32766275775346176,18112585000.0,-0.05276153731988109,1939458000.0,-0.2678650488581208,4,2213753000.0,4,1.141428687808656,0.3380954885333944,,2246870000.0,1020699000.0,3267569000.0,,0.12971731801195077,116.9595867869615,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,中国飞鹤,中国飞鹤有限公司,主板,20191113,2.86,25189921053.555553,25189921053.555553,55689492.09,0.934074074074074,11.728888888888887,11.728888888888887,100833737.1985,78501864.48,2026/06/25 15:11:40,tencent,cache,True,高
06100.HK,20251231,1579892000.0,1579892000.0,1283786000.0,119655000.0,296106000.0,1.2306505912979266,0.2947028323928086,1986001000.0,-0.0902838755177886,102600000.0,0.3223987570811859,4,228873000.0,4,2.230730994152047,0.8900584795321638,,73480000.0,78191000.0,151671000.0,,0.15095227145633547,114.63422934888537,现金类资产>总负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,同道猎聘,同道猎聘集团,主板,20180629,1.99,1004761296.6451613,1004761296.6451613,1366386.0,0.3117972350230415,8.849539170506914,8.849539170506914,1285282.058,1070092.5,2026/06/25 15:10:47,tencent,cache,True,中低
03662.HK,20251231,1940552000.0,1940552000.0,996930000.0,65262000.0,943622000.0,1.9465278404702437,3.712306860093435,1219825000.0,-0.09205663789257101,51568000.0,-0.3149551739931714,4,22171000.0,3,0.42993717033819423,-0.12835479367049332,,19448000.0,,19448000.0,,0.07651044996311777,114.13103000024184,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,星悦康旅,星悦康旅股份有限公司,主板,20190318,0.35,254187500.0,254187500.0,2115085.0,0.1859375,4.4515625000000005,4.4515625000000005,505010.46875,313755.0,2026/06/25 14:50:30,tencent,cache,True,中低
02460.HK,20251231,6392342000.0,6392342000.0,4075143000.0,43012000.0,2317199000.0,1.5686178374599369,0.13074771601745472,11002111000.0,-0.04477198953356709,985341000.0,-0.0015066008595391311,4,1511086000.0,4,1.533566552087044,0.392023675052596,,3809736000.0,,3809736000.0,,0.21496396322865402,113.86120082943255,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,华润饮料,华润饮料(控股)有限公司,主板,20241023,7.39,17722672874.0,17722672874.0,12280636.0,1.4960733695652173,16.24595108695652,16.24595108695652,20562717.94,18716827.8,2026/06/25 15:11:56,tencent,cache,True,中
01752.HK,20251231,235660435.2,235660435.2,138762806.4,53194284.8,96897628.79999998,1.6982968369829683,0.450693114599775,79983684.4,0.16407160321648595,8426492.4,,3,39797240.4,4,4.7228714524207005,0.5976627712854757,,11816784.0,10259969.6,22076753.6,,0.10268404875802077,112.41369427127036,现金类资产>总负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,澳洲成峰高教,澳洲成峰高教集团有限公司,主板,20180511,0.099,214996914.00000003,214996914.00000003,358600.0,0.8516129032258066,11.209354838709679,11.209354838709679,3069247.222222222,31290.0,2026/06/25 15:11:45,tencent,cache,True,低
00210.HK,20251231,580086000.0,569311000.0,148102000.0,7066000.0,431984000.0,3.916800583381723,0.6328356064603757,363544000.0,0.28311207484905654,116586000.0,0.46425627217789756,4,110081000.0,4,0.9442042783867702,0.4546086150995831,,36350000.0,,36350000.0,,0.05325098683014801,112.19899659830958,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,达芙妮国际,达芙妮国际控股有限公司,主板,19951103,0.345,682616457.7183098,682616457.7183098,412760.0,0.7385915492957746,5.286760563380282,5.286760563380282,467896.8421052632,77980.0,2026/06/25 14:48:25,tencent,cache,True,低
02610.HK,20251231,2800330150.4,2800330150.4,2457430142.4,562304.0,342900008.0,1.1395360145070548,0.020545597982365525,8025504926.4,0.3515192823737261,2870758726.4,0.8260852833586978,4,2528392907.2,4,0.8807403018402263,0.07959297599576914,,2223026691.2,,2223026691.2,,0.13319746758787893,110.93118453161742,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,南山铝业国际,南山铝业国际控股有限公司,主板,20250325,26.9,16689706879.999998,16689706879.999998,49157322.0,1.0910361281526924,5.253476482617587,5.253476482617587,44646327.202,35039245.4,2026/06/25 15:11:47,tencent,cache,True,中
01284.HK,20251231,133336949.28,133336949.28,65898027.98,36845053.46,67438921.30000001,2.0233829959292207,0.2613911678294574,171419414.14,-0.07271417430351657,11509732.46,-0.31121835876718285,4,28815427.66,4,2.5035705877736794,0.4440869496978733,,22598564.4,,22598564.4,,0.08759133488372094,110.90624857866948,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,新传企划,新传企划有限公司,主板,20230717,0.43,257999999.99999997,257999999.99999997,128375.0,1.395111111111111,20.24822222222222,20.24822222222222,70173.68421052632,51050.0,2026/06/25 13:42:04,tencent,cache,True,极低
03658.HK,20251231,957808000.0,957808000.0,696237000.0,36749000.0,261571000.0,1.3756924725344961,0.17461443581695346,1540464000.0,0.105919167123113,216075000.0,0.02096917466635606,4,211734000.0,4,0.9799097535577924,0.0,,166181000.0,,166181000.0,,0.11093585129275471,109.09571238830806,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,新希望服务,新希望服务控股有限公司,主板,20210525,1.84,1497991840.0,1497991840.0,129910.0,1.0312087912087913,6.258021978021978,6.258021978021978,324664.5,212380.0,2026/06/25 14:34:47,tencent,cache,True,极低
06929.HK,20251231,1537226675.2,1537226675.2,272091876.8,27503694.4,1265134798.4,5.649660303272971,0.38295714505085243,1268375075.2,0.1000094411578849,294499691.2,0.3174761303809075,4,137272464.0,4,0.4661209098069167,0.02601494069070861,,186607611.2,2164870.4,188772481.6,,0.057141555752894514,109.03609164446696,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,业聚医疗,业聚医疗集团控股有限公司,主板,20221223,3.99,3303593665.1136365,3303593665.1136365,2332005.0,1.0277272727272728,10.136212121212122,10.136212121212122,709259.25,386630.0,2026/06/25 15:03:31,tencent,cache,True,中低
02283.HK,20251231,1060720793.94,1060720793.94,880056019.88,98989299.12,180664774.06000006,1.2052878112061942,0.11176124162431453,2162870482.84,0.020345901670802302,196901960.0,-0.0096124105673413,4,353365857.38,4,1.7946284403669726,0.1274862385321101,,173854495.26,,173854495.26,,0.1075483273002251,108.3828031069717,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,东江集团控股,东江集团(控股)有限公司,主板,20131220,1.94,1616524400.0,1616524400.0,252720.0,0.8924,7.410799999999999,7.410799999999999,797345.0,597770.0,2026/06/25 14:43:02,tencent,cache,True,低
02219.HK,20251231,1484567000.0,1293213000.0,612654000.0,237638000.0,871913000.0,2.4231736020657664,0.513045421074486,1360360000.0,0.11173117888869988,183445000.0,-0.007705839277401538,4,339411000.0,4,1.8502057837498977,0.4024312464226335,,75981000.0,4479000.0,80460000.0,,0.04734375399799423,108.23020746396959,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,朝聚眼科,朝聚眼科医疗控股有限公司,主板,20210707,2.41,1699485005.0,1699485005.0,471395.0,0.6413709677419356,8.366975806451613,8.366975806451613,898185.5305,744943.0,2026/06/25 15:11:36,tencent,cache,True,低
00934.HK,20251231,3344993980.2000003,3344993980.2000003,312764311.94,28643815.86,3032229668.26,10.69493497979941,0.33142494985500603,594894111.14,0.02630638297954624,928745900.42,0.33712678241511607,4,227092991.72,4,0.24451574065339443,0.07327711544053504,,561387358.8,,561387358.8,,0.061360054347826085,107.53015169027097,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,中石化冠德,中石化冠德控股有限公司,主板,19990625,3.68,9149068800.0,9149068800.0,6230200.0,0.5560439560439561,8.896703296703297,8.896703296703297,8575294.021000002,7337238.0,2026/06/25 15:03:32,tencent,cache,True,中低
01836.HK,20251231,2623752636.8,2623661262.4,2316755739.2,114808419.2,306996897.6000004,1.1325115515656432,0.02912351346019652,11036881825.6,-0.009504717590153922,969883025.6,0.0566712992574927,4,1368760396.8,4,1.411263379883612,0.03980085080478596,,1189153470.4,,1189153470.4,,0.11281002307247344,106.64011387984809,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,九兴控股,九兴控股有限公司,主板,20070706,12.49,10541204035.0,10541204035.0,6805657.39,1.228691056910569,9.819373983739837,9.819373983739837,17401652.4315,13038178.0,2026/06/25 15:06:51,tencent,cache,True,中低
01568.HK,20251231,3585994753.48,3585994753.48,3113044374.54,56131510.12,472950378.94000006,1.1519253573151798,0.3805768742058246,4638746437.36,0.035380117156582847,241409028.72,-0.020444159134611728,4,166505897.34,4,0.6897252278543529,0.14222002723776173,,389867687.24,,389867687.24,,0.3137213381585566,106.22616473225587,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,承达集团,承达集团有限公司,主板,20151229,0.57,1242719700.0,1242719700.0,165840.0,0.3439655172413793,4.648448275862069,4.648448275862069,155436.66666666666,133980.0,2026/06/25 14:52:53,tencent,cache,True,极低
00799.HK,20251231,2217329229.52,2205155630.36,1063623743.02,54095652.24,1153705486.5,2.0846932423906095,0.3249862381986796,4965008468.98,0.06577699095086609,524312887.46,,3,616685196.86,3,1.1761778350471066,0.15417756975536312,,207663826.3,114896809.76,322560636.06,,0.0908618091278469,106.01761439284543,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,IGG,IGG Inc,主板,20150707,3.1,3550013357.164634,3550013357.164634,3807950.0,1.0301829268292684,6.114939024390244,6.114939024390244,7544051.1645,7448771.5,2026/06/25 15:07:18,tencent,cache,True,中低
09909.HK,20251231,4478046000.0,4478046000.0,2355392000.0,639791000.0,2122654000.0,1.9011892712550607,1.5145349127591288,2607608000.0,0.007572188304550087,233516000.0,-0.1922447323390123,4,424842000.0,4,1.819327155312698,0.4068115246920982,,8620000.0,,8620000.0,,0.006150456432364243,105.89452811171651,现金类资产>总负债;近年盈利稳定;经营现金流稳定,宝龙商业,宝龙商业管理控股有限公司,主板,20191230,2.18,1401522000.0000002,1401522000.0000002,987630.0,0.36965217391304356,5.421565217391305,5.421565217391305,390197.75,325895.0,2026/06/25 15:10:21,tencent,cache,True,低
02489.HK,20251231,1092630000.0,1092630000.0,692330000.0,244796000.0,400300000.0,1.5781924804645184,0.2875718390804598,628798000.0,0.14543028267708547,110647000.0,0.09963295872535904,4,215860000.0,4,1.9508888627798313,0.16636691460229378,,79738000.0,,79738000.0,,0.057283045977011504,105.79689496827044,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,集海黄金,集海黄金集团有限公司,主板,20231222,0.58,1391999999.9999998,1391999999.9999998,3018050.0,0.8829850746268655,10.318805970149251,10.318805970149251,3037759.5,2585875.0,2026/06/25 15:08:03,tencent,cache,True,中低
03613.HK,20251231,2058640701.28,2058640701.28,263629143.94,114293458.8,1795011557.34,7.808850988601363,0.3392913821942541,1366894309.54,-0.04028173189681483,358773435.52,-0.14644858752402834,4,749239054.4,3,2.088334810279546,-0.0033734794167405145,,282614828.34,,282614828.34,,0.05341958682325509,105.52556641160402,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,同仁堂国药,北京同仁堂国药有限公司,主板,20180529,6.32,5290472000.0,5290472000.0,11011340.0,1.262043343653251,13.315046439628484,13.315046439628484,8376541.071,5966850.71,2026/06/25 15:11:54,tencent,cache,True,中
06668.HK,20251231,1343445000.0,1343434000.0,1014913000.0,681330000.0,328532000.0,1.323704593398646,0.26985938779345686,582898000.0,0.012332149603338616,142631000.0,-0.025819443447968826,4,173774000.0,4,1.2183466427354501,0.19171849037025612,,123166000.0,113000.0,123279000.0,,0.10126257249762448,105.45296702363943,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,星盛商业,星盛商业管理股份有限公司,主板,20210126,1.2,1217419200.0,1217419200.0,714010.0,0.8682926829268293,7.7073170731707314,7.7073170731707314,284449.0,212035.0,2026/06/25 14:56:18,tencent,cache,True,低
