ts_code,latest_report_date,cash_like,strict_cash_like,total_liabilities,interest_debt,net_cash_after_all_liab,cash_to_liab,net_cash_to_mv,revenue_latest,revenue_cagr_3y,profit_latest,profit_cagr_3y,profit_positive_years,cfo_latest,cfo_positive_years,cfo_to_profit_latest,oneoff_ratio_latest,dps_latest,div_paid_latest,buyback_latest,shareholder_return_hkd,dps_yield_est,dividend_paid_yield_est,score,flags,name,fullname,market,list_date,price_hkd,total_mv_hkd,float_mv_hkd,turnover_hkd,liquidity_ref_hkd,pb,pe_ttm,pe_dynamic,ts_avg_amount_hkd,ts_median_amount_hkd,quote_time,quote_source,financial_source
01765.HK,20191231,1699729000.0,1690419000.0,6285879000.0,2757379000.0,-4586150000.0,0.2704043459952061,-4.163209958290376,1331375000.0,0.2940467484488243,489872000.0,0.46754708970578407,4,697030000.0,4,1.4228818956788711,0.5733824345951596,,105495000.0,,105495000.0,,0.09576612944405291,70.09958301141863,非严格净现金;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,希教国际控股,希教国际控股有限公司,主板,20180803,0.127,1101589890.0,1101589890.0,201930.0,778437.837,0.08999999999999997,1.4,1.4,778437.837,612465.0,2026/06/30 09:31:04,tencent,cache
01809.HK,20251231,1188275000.0,1034913000.0,4555265000.0,712814000.0,-3366990000.0,0.26085749127657776,-0.7640701253707323,11806801000.0,0.13141919693451465,1087559000.0,0.4030246064282128,4,1201152000.0,4,1.1044476667472753,0.07178277224500004,,285013000.0,27438000.0,312451000.0,,0.0709044204889859,69.71582705078066,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,浦林成山,浦林成山控股有限公司,主板,20181009,6.9,4406650500.0,4406650500.0,0.0,1087149.6,0.555290611028316,3.66080476900149,3.66080476900149,1087149.6,860477.5,2026/06/30 09:20:36,tencent,cache
02683.HK,20250930,174370050.2,174370050.2,148827608.74,20067300.4,25542441.45999998,1.1716243489783023,0.05531691692544088,394155377.52,0.2074010012055103,44062240.76,0.88161347605342,4,3399024.54,4,0.07714143632671668,0.07730719820977167,,,,0.0,,0.0,69.66375406451296,现金类资产>总负债;近年盈利稳定;经营现金流稳定,华新手袋国际控股,华新手袋国际控股有限公司,主板,20180122,1.13,461747379.99999994,461747379.99999994,169500.0,386771.5789473684,1.4455855855855857,5.395495495495495,5.395495495495495,386771.5789473684,231720.0,2026/06/30 09:32:05,tencent,cache
03990.HK,20251231,1818308000.0,1601390000.0,4592849000.0,784953000.0,-2774541000.0,0.39589979988455964,-0.7106337452681725,4149102000.0,-0.6166182491451528,559303000.0,-0.31318725902195377,3,975688000.0,3,1.7444712436729286,-0.012721190481724575,,548663000.0,,548663000.0,,0.1405271872284718,69.44808124257567,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,美的置业,美的置业控股有限公司,主板,20181011,2.72,3904319234.0281687,3904319234.0281687,2176.0,2138407.525,0.7183098591549296,6.301971830985916,6.301971830985916,2138407.525,2026206.1,2026/06/30 09:31:29,tencent,cache
01963.HK,20251231,,,967726839000.0,,,,,14745906000.0,0.03908716241452792,5654218000.0,0.05118279896170108,4,49435593000.0,3,8.743135301822463,0.0,,1535065000.0,,1535065000.0,,0.05660139636548642,69.00407488887994,非严格净现金;近年盈利稳定;经营现金流稳定;股东回报率较高,重庆银行,重庆银行股份有限公司,主板,20131106,7.48,27120620666.101265,11811075673.949366,18735.0,31540952.92,0.407139240506329,4.156607594936708,4.156607594936708,31540952.92,16343652.0,2026/06/30 09:31:00,tencent,cache
01713.HK,20251231,432162184.95,432162184.95,3809414632.44,663489511.44,-3377252447.4900002,0.11344582479150929,-1.7177641494121727,4968130028.88,0.14457953824831415,286254349.28,-0.01708426863738932,4,634829363.9,4,2.2177108068287934,0.03049189261911361,,181080318.54,,181080318.54,,0.09210246618766256,68.96517661836879,非严格净现金;近年盈利稳定;经营现金流稳定;股东回报率较高,四川能投发展,四川能投发展股份有限公司,主板,20181228,1.83,1966074591.0,1440936067.5927837,0.0,157651.68315789473,0.4716494845360825,6.206907216494846,6.206907216494846,157651.68315789473,130200.0,2026/06/30 09:20:36,tencent,cache
03700.HK,20251231,2892502000.0,2177708000.0,735619000.0,161586000.0,2156883000.0,3.932065376234165,0.7951880439702012,5125504000.0,-0.06741436820936286,241196000.0,,3,50993000.0,4,0.2114172706015025,1.4651113617141247,,,6785000.0,6785000.0,,0.002501457370816041,68.58344773901057,现金类资产>总负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高,映宇宙,映宇宙集团有限公司,主板,20180712,1.4,2712418799.9999995,2712418799.9999995,0.0,18363206.7625,0.5355704697986576,10.15704697986577,10.15704697986577,18363206.7625,13521734.42,2026/06/30 09:20:36,tencent,cache
02001.HK,20191231,666507000.0,666507000.0,3049709000.0,1486829000.0,-2383202000.0,0.21854773684964696,-2.0837171773748087,1089221000.0,0.472726971058786,386446000.0,0.5121932128702986,4,830909000.0,4,2.1501296429514083,0.42202532824767236,,82671000.0,,82671000.0,,0.07228215768984451,68.55420263127492,非严格净现金;近年盈利稳定;经营现金流稳定;股东回报率较高,新高教集团,中国新高教集团有限公司,主板,20170419,0.58,1143726234.0,1143726234.0,0.0,1057981.9300000002,0.19,1.22,1.22,1057981.9300000002,948975.43,2026/06/30 09:20:36,tencent,cache
02210.HK,20251231,1220223000.0,1220223000.0,1637797000.0,123431000.0,-417574000.0,0.7450392203673594,-1.581713945282623,2292046000.0,0.13510567310807442,51975000.0,-0.23079376116664507,4,71301000.0,4,1.3718326118326118,0.0,,21515000.0,,21515000.0,,0.08149591577242749,68.2182663696687,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,京城佳业,北京京城佳业物业股份有限公司,主板,20211110,1.8,264000960.00000003,66000960.00000001,0.0,265864.0,0.2680851063829788,4.586170212765958,4.586170212765958,265864.0,195392.0,2026/06/30 09:20:36,tencent,cache
01798.HK,20251231,2525662544.04,2525662544.04,77599022881.63,44363195293.02,-75073360337.59001,0.032547607563211976,-8.126933201623586,12577269000.0,0.002076878623805012,1602874000.0,-0.22810434365512622,4,9240176000.0,4,5.764755058725764,0.3227770866580904,,1130952000.0,,1130952000.0,,0.12242919881182518,68.1504450231382,非严格净现金;近年盈利稳定;经营现金流稳定;股东回报率较高,大唐新能源,中国大唐集团新能源股份有限公司,主板,20101217,1.27,9237600270.0,3176360297.0,160250.0,11735351.5325,0.4075373134328358,7.487313432835822,7.487313432835822,11735351.5325,10422586.75,2026/06/30 09:31:40,tencent,cache
