ts_code,ts_latest_close,ts_days,ts_avg_amount_hkd,ts_median_amount_hkd
02291.HK,8.73,20,8072424.397499999,5348551.01
02293.HK,0.425,10,16958.0,9760.0
02295.HK,1.9,9,66719.44444444444,50000.0
02297.HK,0.26,20,150228.75,48040.0
02298.HK,0.35,20,782233.99,430902.5
02299.HK,5.32,16,109264.375,99450.0
02302.HK,3.94,20,3317781.1,2974479.0
02306.HK,1.91,18,588819.4444444445,430305.0
02307.HK,0.147,12,67192.5,35553.0
02309.HK,3.95,20,7556545.292,6990809.0
02310.HK,0.144,19,367005.15789473685,97504.0
02312.HK,0.38,20,220965.34125,64950.0
02313.HK,42.02,20,313740151.0355,301789762.31
02314.HK,3.07,20,17576773.5915,16801323.64
02315.HK,40.94,20,65870847.679,64613976.59
02317.HK,0.75,7,58902.857142857145,34800.0
02318.HK,53.85,20,2264265885.3830004,2057406985.355
02319.HK,15.57,20,359145823.264,339934902.42499995
02320.HK,0.072,9,17117.333333333332,7180.0
02321.HK,0.485,13,107711.53846153847,89975.0
02322.HK,0.091,20,265888.8,89656.0
02324.HK,0.12,18,411131.4102222222,91093.23999999999
02325.HK,0.74,19,76975.26315789473,59780.0
02326.HK,0.01,10,16530.0,1150.0
02327.HK,0.25,19,135611.05263157896,95040.0
02328.HK,15.05,20,604888466.898,579032890.005
02329.HK,0.09,19,15976.501789473683,13224.0
02330.HK,0.32,17,133008.4705882353,75320.0
02331.HK,16.26,20,385513522.6415,336450612.28499997
02333.HK,10.1,20,162795998.91099998,133494229.775
02336.HK,0.16,10,46280.0,15595.0
02337.HK,1.24,20,462050.0,427600.0
02338.HK,39.72,20,825857275.0899999,846596252.4
02339.HK,6.18,20,33822146.403,25688848.0
02340.HK,0.145,10,19659.711000000003,13214.0
02342.HK,1.09,20,9505419.9065,8627190.0
02343.HK,2.86,20,39064890.574,36005838.625
02347.HK,0.75,20,169867.0,159680.0
02348.HK,1.04,17,140750.4705882353,69360.0
02349.HK,0.067,17,134762.96470588236,35955.2
02350.HK,0.8,20,1576394.51,662700.0
02352.HK,4.61,5,1218.4,922.0
02355.HK,3.9,20,674054.0,566440.0
02356.HK,12.5,20,19295940.5215,16737396.525
02357.HK,2.94,20,95891899.144,66489291.675
02358.HK,0.012,18,85298.88888888889,34585.0
02359.HK,128.7,20,798745434.3935001,614344468.45
02360.HK,1.71,20,540520.3805,474970.0
02361.HK,5.08,12,10110.416666666666,7635.0
02363.HK,0.34,14,26358.83035714286,1027.0
02367.HK,25.52,20,150734677.331,126465783.39
02368.HK,2.71,20,762507.0,182160.0
02369.HK,0.79,20,1295032.1495,404940.0
02370.HK,1.09,19,462288.4210526316,214500.0
02371.HK,0.213,17,53332.35294117647,39344.0
02372.HK,1.01,20,1032845.0,315960.0
02373.HK,17.18,20,11641853.5515,7165203.9
02376.HK,2.58,11,23644.545454545456,19525.0
02377.HK,0.83,19,82215.6705263158,29460.0
02378.HK,103.0,20,19257564.04,15324226.0
02380.HK,2.93,20,116968906.2455,103189738.235
02381.HK,0.275,20,1655514.925,1440375.0
02382.HK,80.15,20,2034364443.0335,1874342261.0149999
02383.HK,0.385,17,33973.36235294118,31760.0
02385.HK,5.3,20,1014688.4,957966.0
02386.HK,5.14,20,33751559.619,31222566.0
02388.HK,48.14,20,714417227.1535,678451052.625
02389.HK,0.078,17,114074.82352941176,78852.0
02390.HK,8.15,20,302870.9,174233.5
02391.HK,16.1,20,946276.8,801897.0
02392.HK,1.14,20,182543.25,148272.5
02393.HK,0.072,19,39584.07894736842,32645.0
02396.HK,4.5,20,155353.55,122070.0
02399.HK,0.325,20,1720157.5,1475690.0
02400.HK,47.1,20,177316832.2665,165652336.6
02402.HK,13.9,20,14257106.029499998,11924666.5
02405.HK,0.65,16,83690.4915625,73363.9325
02407.HK,4.91,20,257000.2,181989.0
02408.HK,3.54,20,5452712.15,2730200.0
02409.HK,4.3,20,170937.5,143200.0
02410.HK,6.22,20,22851429.35,16653947.5
02411.HK,1.67,20,4298327.95,3848357.0
02415.HK,0.97,17,77360.73529411765,43395.0
02416.HK,3.16,20,3679530.475,1742510.0
02418.HK,2.88,20,2060619.75,485677.5
02419.HK,42.48,20,49359936.261,46255710.86
02420.HK,3.93,20,302773.75,288757.5
02421.HK,0.63,19,36005.0,44660.0
02422.HK,1.79,20,2093229.9679999999,1324930.0
02423.HK,39.72,20,739354361.0985,623036895.23
02425.HK,1.69,18,277244.44444444444,115090.0
02427.HK,3.46,20,3788362.5,2583325.0
02429.HK,2.36,20,634819.75,435742.5
02431.HK,9.72,20,178317707.30900002,103007204.10499999
02432.HK,28.76,20,105594357.359,91844678.9
02433.HK,0.068,19,38689.78947368421,37510.0
02436.HK,23.84,20,12975851.165000001,12935655.0
02438.HK,0.33,20,872073.32,856690.0
02439.HK,0.375,20,13548171.002,3804140.0
02440.HK,1.03,20,246113.0815,205530.0
02442.HK,73.5,20,30305952.7,28150500.0
02443.HK,1.62,20,932010.4,830882.0
02450.HK,4.99,20,531760.5,336840.0
02451.HK,9.25,20,2791478.975,2699180.0
02453.HK,0.88,20,453584.85,278849.0
02455.HK,0.73,20,105190.0,59710.0
02457.HK,0.335,20,56435.0,56512.5
02458.HK,4.59,20,142001.6,125592.0
02459.HK,0.59,20,406162.05,157919.5
02460.HK,7.53,20,21307832.53,20686102.5
02465.HK,12.34,20,153696338.5605,140295130.65
02469.HK,0.455,20,6635494.938,4480237.525
02473.HK,0.63,20,85473290.875,68247258.75
02476.HK,411.6,20,2001381160.8699002,1734394048.55
02477.HK,0.38,20,631165131.6,227117003.6
02480.HK,12.75,18,41819.555555555555,14865.0
02481.HK,2.49,15,15862.0,7740.0
02482.HK,0.445,8,12665.625,10575.0
02483.HK,1.8,13,127307.69230769231,95660.0
02486.HK,3.79,20,133908.5,129201.0
02487.HK,3.2,20,513572.55,295152.0
02488.HK,6.94,20,3275246.6965,3012287.5
02489.HK,0.75,20,3312557.0,2585875.0
02490.HK,5.2,20,7207099.255,4266205.5
02493.HK,25.28,20,30440684.330000002,15887620.5
02495.HK,41.24,20,7726074.470000001,5148254.3100000005
02496.HK,4.0,4,1975411.5,1406230.0
02497.HK,0.62,20,372125.0,123130.0
02498.HK,23.76,20,215278056.14099997,240721788.73000002
02499.HK,5.86,20,28859.7,29100.0
02500.HK,1.32,20,1664451.045,1587342.5
02501.HK,1.01,20,181299.0,121780.0
02502.HK,0.55,18,50580.0,17260.0
02503.HK,0.186,20,150704.4,119268.0
02505.HK,0.66,19,143306.31578947368,113560.0
02506.HK,85.1,20,16200237.625,13861650.0
02507.HK,36.46,20,74615903.935,48161742.57
02508.HK,3.4,20,3051601.05,2577552.83
02509.HK,14.28,20,3416839.6350000002,2903215.0
02510.HK,7.71,20,29310852.0435,26158788.0
02511.HK,2.97,20,1652013.075,1614662.5
02512.HK,3.0,20,215754.0,75235.0
02513.HK,2094.0,20,3414069955.585,2631539527.2
02515.HK,1.23,19,2331974.5263157897,448240.0
02516.HK,1.15,20,2557374.0,2510160.0
02517.HK,1.89,20,45787086.9405,35955423.900000006
02518.HK,34.62,20,328338.728,173496.0
02519.HK,4.65,19,70752.0,19500.0
02520.HK,2.08,20,233699.0,188520.0
02521.HK,0.92,20,1751821.5,835440.0
02522.HK,5.34,20,7519373.0,7394236.25
02525.HK,135.2,20,209359230.3982,206227862.47
02526.HK,309.6,20,30997271.044999998,24886697.0
02528.HK,0.7,19,105596.84210526316,83440.0
02529.HK,2.82,11,15877.272727272728,10730.0
02530.HK,0.77,20,364976.0,289480.0
02531.HK,3.45,18,114599.72222222222,48715.0
02533.HK,11.94,20,98174181.3105,84057422.53
02535.HK,0.5,20,3744837.5,2146400.0
02536.HK,1.18,14,648738.5714285715,385170.0
02539.HK,10.24,20,436769.1,352380.5
02540.HK,0.89,20,907718.75,251450.0
02543.HK,28.78,20,1910246.45,1056450.0
02545.HK,0.4,20,77922.5,55480.0
02546.HK,14.21,20,7473932.0,5791755.0
02549.HK,4.24,20,757603.45,652015.0
02550.HK,1.88,20,3188111.4,2805842.5
02551.HK,2.31,19,266033.15789473685,221000.0
02552.HK,2.18,20,9166118.475,7042955.0
02553.HK,43.2,12,186991887.495,80577198.4
02555.HK,4.83,20,9294688.24,6991789.3
02556.HK,32.58,20,158072918.395,126917515.65
02558.HK,1.17,7,10860.757142857143,10000.0
02559.HK,1.3,20,1500748.1175000002,1273005.0
02560.HK,1.42,20,112883.64849999998,64145.0
02561.HK,20.1,20,503103.6,432195.0
02562.HK,1.72,20,110840204.87750001,41345301.96
02563.HK,3.23,19,63154.94736842105,20276.0
02565.HK,6.13,20,178936608.342,129913624.7
02566.HK,5.99,20,277074.80700000003,214918.0
02567.HK,0.42,20,1413938.875,1209555.0
02569.HK,1.22,20,697935.95,411800.0
02570.HK,23.96,20,20653521.101499997,21597298.240000002
02571.HK,17.2,19,246943.57894736843,111458.0
02573.HK,4.6,19,95600.0,59860.0
02575.HK,16.75,20,49633332.683,28615145.0
02576.HK,5.6,20,3464881.0,3048071.0
02577.HK,66.9,20,1063806757.4424999,979856357.8
02579.HK,28.84,20,44934166.239999995,38296339.0
02580.HK,9.7,20,27930723.855,19407157.41
02581.HK,2.45,20,1037651.8620000001,104377.5
02582.HK,13.0,20,58923379.6725,49064157.379999995
02583.HK,53.6,20,102121663.16,14420865.0
02585.HK,12.17,20,4298223.2,2130835.0
02586.HK,6.4,20,17573660.338,14755079.0
02587.HK,2.67,20,35887833.25,27738195.0
02588.HK,77.4,20,85739171.31549999,70724859.285
02589.HK,141.0,20,11719367.927000001,8598411.0
02590.HK,12.0,20,79878180.884,66966703.9
02591.HK,7.54,20,42789975.917500004,33236961.0
02592.HK,1.17,20,305406.0,189085.0
02593.HK,1.03,19,151811.7894736842,91352.0
02595.HK,28.62,20,45203812.0,37107105.06
02596.HK,2.65,7,7558.971428571429,5250.0
02597.HK,38.96,20,435200.0,619315.0
02598.HK,4.5,20,7392111.778,6772498.575
02600.HK,8.55,20,801453286.0545,771965362.47
02601.HK,28.5,20,447947957.20100003,390850040.37
02602.HK,18.08,20,85561911.33,50780857.004999995
02603.HK,15.28,20,32992728.375,31015305.0
02605.HK,1.2,20,98214.0,88254.0
02607.HK,11.93,20,36957166.047000006,35371309.31
02608.HK,0.01,20,2816.5,170.0
02609.HK,5.28,20,51644978.71,39560762.7
02610.HK,28.92,20,61978397.062,39667426.099999994
02611.HK,14.69,20,219139564.24050003,167678131.95
02613.HK,30.5,4,67331.0,65308.0
02616.HK,4.63,20,79601021.251,55018590.93
02617.HK,28.3,20,57027844.280999996,43163587.0
02618.HK,12.14,20,158347397.734,134656465.54999998
02619.HK,1.56,19,115484.21052631579,85110.0
02621.HK,3.35,20,263573.2,115790.0
02623.HK,4.7,20,11469934.9735,9139046.77
02625.HK,2.29,18,466300.0,234290.0
02628.HK,28.02,20,1278658771.9854999,1149821648.98
02630.HK,58.55,20,5830198.5200000005,2239023.45
02631.HK,98.75,20,802945777.355,775227981.75
02632.HK,126.1,20,7397691.95,7981502.5
02633.HK,1.09,19,280172.4331578947,144960.0
02635.HK,14.78,20,278558122.265,146636484.0
02637.HK,172.5,20,23568051.9025,19547244.775
02643.HK,27.94,20,183121880.602,152471120.0
02648.HK,67.55,20,51743076.325,41374269.849999994
02650.HK,13.0,20,68296195.95,29712981.25
02651.HK,12.0,20,747168.9,411697.5
02652.HK,18.78,20,13462070.485,11719822.5
02655.HK,18.26,20,144415162.02899998,80493975.94
02656.HK,11.86,20,136603080.9125,100516353.125
02657.HK,28.6,20,2941034.0215,2017098.94
02658.HK,49.0,20,18207726.7775,10466275.25
02659.HK,17.97,20,54318408.241,51620217.260000005
02660.HK,2.22,20,911834.8380000001,800138.38
02661.HK,13.86,20,186934632.10999998,81276316.7
02663.HK,0.38,17,289882.35294117645,191600.0
02665.HK,3.11,20,70720934.9375,37375616.195
02666.HK,4.96,20,27043167.175,25517030.5
02668.HK,0.34,20,9404765.0,9664500.0
02669.HK,3.53,20,38535864.038,34140540.4
02670.HK,282.0,20,10585047.254999999,11603015.0
02671.HK,4.08,19,33266.52631578947,27738.0
02675.HK,38.4,20,33106430.377499998,20535923.5
02676.HK,196.0,20,121481941.795,100009909.4
02677.HK,25.46,20,163233.05,133399.5
02678.HK,5.9,20,1929967.391,1250771.0699999998
02680.HK,6.75,20,401412.4,338150.0
02682.HK,0.157,17,28600.941176470587,22232.0
02683.HK,1.12,19,327456.84210526315,166960.0
02685.HK,13.56,20,269986700.042,75499747.5
02687.HK,130.6,20,32509512.0,30576205.0
02688.HK,44.34,20,313070412.594,246602608.60000002
02689.HK,6.85,20,119807773.849,95718947.72
02691.HK,6.14,20,18337536.275,13627099.5
02692.HK,61.55,20,91674108.3,62213643.0
02693.HK,3.4,19,55107.36842105263,47715.0
02695.HK,1.7,20,523054.0,367235.0
02696.HK,63.0,20,54615909.120000005,49423273.7
02698.HK,27.56,20,47795989.796,32186631.82
02699.HK,5.09,19,179475.6305263158,136575.6
02700.HK,0.59,19,37387.203157894735,30126.86
02701.HK,11.28,20,115386373.47999999,89453553.6
02706.HK,64.0,20,218214556.475,133932309.45
02714.HK,29.62,20,77999489.5395,68531797.79
02715.HK,21.0,20,349828573.9285,273725874.95
02718.HK,211.2,20,119869506.546,53042620.019999996
02720.HK,20.32,20,921837.0,1318457.5
02722.HK,2.54,20,52116953.957499996,53622584.175
02723.HK,299.8,17,175568753.2882353,77727460.0
02726.HK,123.7,20,27840374.855,26256595.75
02727.HK,3.82,20,190712808.9495,156557949.35
02728.HK,0.021,7,374032.5714285714,119392.0
02729.HK,26.92,20,14733535.603999998,14757054.0
02738.HK,0.041,13,40694.307692307695,9370.0
02768.HK,52.1,20,68973707.53999999,58004206.8
02772.HK,0.036,20,157211.2664,113622.0
02777.HK,0.246,20,820589.48025,694690.9075
02779.HK,0.315,19,105818.94736842105,88585.0
02788.HK,16.68,20,254920226.38450003,180142689.64499998
02789.HK,0.166,19,828780.4210526316,493264.0
02798.HK,0.73,20,406557.5,295075.0
02799.HK,0.64,20,108629508.41700001,77373337.88
02858.HK,1.39,20,34824592.501,31927205.47
02863.HK,0.61,13,1618982.3076923077,63930.0
02865.HK,25.16,20,203914313.524,194088476.9
02866.HK,0.91,20,15587280.213999998,13785627.75
02869.HK,4.31,20,20125298.3035,15782929.74
02877.HK,7.62,20,7817075.017,7897460.0
02878.HK,0.34,20,1985498.0,1480880.0
02880.HK,0.78,20,1713014.5,1622580.0
02881.HK,12.15,18,196620.83333333334,110122.5
02882.HK,0.4,18,20735.28138888889,16283.61
02883.HK,6.9,20,63367330.279,64209315.47
02885.HK,0.91,20,180228.0,150720.0
02886.HK,1.08,20,272714.414,170140.0
02888.HK,211.0,20,271756014.9125,224110504.45
02889.HK,186.9,20,145040742.07,105687417.0
02892.HK,0.85,6,50613.333333333336,5610.0
02899.HK,32.08,20,2268117600.5825,2275324258.7749996
03200.HK,192.4,20,445585102.91999996,351004196.4
03268.HK,21.2,20,50560136.010000005,32836511.0
03277.HK,96.65,20,118899972.82749999,99735041.25
03288.HK,29.56,20,91716342.7855,78262754.44999999
03296.HK,79.5,20,267334295.948,200721309.45
03300.HK,0.375,20,284498.5,197380.0
03301.HK,0.069,20,166312.425,92955.25
03302.HK,0.37,20,444603.0,300140.0
03303.HK,0.5,20,704013.3154999999,311230.0
03306.HK,18.26,20,20876408.5475,19660497.5
03309.HK,1.0,20,390015.1,383370.0
03310.HK,36.22,17,63515468.30588236,24461559.2
03311.HK,7.59,20,170963892.38050002,107597537.955
03313.HK,0.066,20,49133.12,33283.0
03315.HK,0.68,20,424747.128,270700.0
03316.HK,22.2,20,4092007.0979999998,4081535.0
03317.HK,134.0,20,485384151.465,452326842.7
03318.HK,2.4,20,2179860.185,1613180.0
03319.HK,1.95,20,3632797.7095,3536932.5
03320.HK,4.5,20,53510299.9925,49139625.28
03321.HK,1.33,20,1345429.777,873680.0
03322.HK,0.172,17,56173.882352941175,38882.0
03323.HK,6.01,20,491923036.3805,301837017.88
03328.HK,7.28,20,248397292.06750003,219807858.495
03329.HK,0.385,20,7360524.63575,3426359.335
03330.HK,14.8,20,361888249.92399997,333516551.19
03332.HK,0.18,9,9339.111111111111,2344.0
03336.HK,4.19,20,45815441.6,31790630.0
03337.HK,0.84,20,8909469.4515,6852270.0
03339.HK,2.63,20,22520155.6465,19386647.4
03347.HK,31.34,20,63952905.453999996,61766191.6
03348.HK,1.31,14,38105.71428571428,42300.0
03355.HK,35.96,20,17588686.096,12953404.5
03360.HK,5.82,20,145545242.399,106255981.57
03363.HK,0.3,3,31296.666666666668,3200.0
03366.HK,0.245,17,25318.58823529412,13010.0
03368.HK,0.18,20,137601.05,54858.75
03369.HK,2.34,20,1416396.55,1159567.5
03377.HK,0.054,20,1313236.5892999999,1180693.0005
03378.HK,26.9,20,2125462.2,1737455.0
03380.HK,1.48,20,15289069.027,11873885.0
03382.HK,0.61,20,1367835.0,960640.0
03383.HK,0.169,20,623721.3042,499280.0
03388.HK,22.8,15,122291131.61,41923997.3
03389.HK,0.217,20,574698.85,321328.0
03390.HK,0.255,20,265202.9,192002.0
03393.HK,20.66,20,150315866.752,141481425.065
03395.HK,0.21,18,33486.88888888889,8933.0
03396.HK,16.07,20,375219298.102,294312595.79999995
03398.HK,0.119,20,24459.3,5338.0
03399.HK,1.41,20,335884.0,213990.0
03600.HK,5.79,20,3551298.3189999997,3532485.0
03601.HK,0.79,19,161661.05263157896,123010.0
03603.HK,0.084,15,57064.4,25257.0
03606.HK,50.95,20,145249312.67000002,138474335.925
03613.HK,6.53,20,8333894.571,5855628.96
03616.HK,0.235,12,2409.1666666666665,457.0
03618.HK,6.29,20,71863333.39750001,72374152.24000001
03623.HK,0.495,18,78087.77777777778,48260.0
03625.HK,104.8,20,18191788.580000002,15332958.5
03626.HK,1.78,20,440491.0,270580.0
03628.HK,0.192,9,17623.555555555555,18216.0
03633.HK,2.68,20,9413843.8,8584098.0
03636.HK,17.17,20,7286280.56,4833586.0
03638.HK,8.05,20,1050912.5,946620.0
03639.HK,0.037,17,18395.764705882353,4170.0
03650.HK,2.2,20,1723312.4,1244373.0
03658.HK,1.86,20,303690.5,204225.0
03660.HK,62.35,20,2956671.075,1295458.75
03662.HK,0.315,20,429322.9375,234842.5
03668.HK,31.74,20,104825975.899,80265422.0
03669.HK,0.74,20,3443292.3125,3058081.3899999997
03677.HK,6.47,20,16782435.063,14666630.335
03678.HK,2.38,20,21395719.665,12715920.6
03680.HK,2.2,20,857116.0,740790.0
03681.HK,1.16,20,5073542.1,2448676.5
03683.HK,0.059,8,7858.4375,4120.0
03686.HK,0.72,18,261577.77777777778,243800.0
03688.HK,0.26,11,34189.318181818184,3057.5
03689.HK,1.84,7,38392.0,10904.0
03690.HK,71.8,20,4485609093.2295,4114960204.995
03692.HK,29.96,20,376711933.5115,315030509.11
03696.HK,38.34,20,183985771.382,174213315.16000003
03698.HK,4.95,20,57044196.907500006,47514366.5
03699.HK,0.38,16,57115.625,32965.0
03700.HK,1.52,20,21738744.918,13153118.54
03708.HK,0.19,20,442885.275,165296.0
03709.HK,5.3,20,2894443.068,2885413.75
03718.HK,0.415,19,494432.63157894736,250400.0
03728.HK,0.059,13,88878.46153846153,12000.0
03737.HK,0.7,20,287947.5,286685.0
03738.HK,2.48,20,60797543.722,55317030.0
03750.HK,708.5,20,3074684652.631,3030891392.59
03759.HK,15.22,20,78391499.15900001,68621467.725
03768.HK,0.58,15,42005.333333333336,32140.0
03773.HK,2.45,20,314596.0,180720.0
03778.HK,2.8,4,8200.0,8400.0
03788.HK,2.49,20,10903647.361499999,9589117.8
03789.HK,0.192,19,129616.31578947368,95904.0
03798.HK,1.38,15,532512.0,274380.0
03800.HK,0.7,20,219044936.81300002,230413567.26999998
03808.HK,45.28,20,520619007.7965,499424327.28
03813.HK,0.385,20,211009.55,169307.5
03816.HK,1.98,20,1883436.0,1350580.0
03818.HK,0.315,20,1538021.65,814705.0
03822.HK,1.31,16,88895.375,54000.0
03828.HK,0.78,19,143685.7894736842,125320.0
03830.HK,0.2,17,55062.64705882353,47615.0
03833.HK,1.57,20,8999489.7,9440260.0
03836.HK,0.53,20,1083553.375,1025550.0
03838.HK,0.163,20,798090.9189,786242.5
03839.HK,8.1,19,2046683.744736842,972738.55
03848.HK,11.2,20,1383736.0,1233100.0
03858.HK,66.4,20,399508310.7665,329252611.9
03860.HK,0.58,2,99037.5,99037.5
03866.HK,4.43,20,15586917.4,13203971.0
03868.HK,0.99,20,11929045.2405,11723802.6
03869.HK,3.41,2,17050.0,17050.0
03877.HK,2.35,20,51746345.2985,39350220.75
03878.HK,0.229,17,38866.0,34318.0
03880.HK,22.52,20,2443754.48,2273257.0
03881.HK,23.84,20,80404327.7745,27002731.705
03882.HK,0.435,11,177058.63636363635,85845.0
03883.HK,0.045,20,254909.49284999998,143444.0575
03886.HK,0.214,20,104285.315,27554.0
03887.HK,2.11,20,5877850.6674999995,3758326.425
03888.HK,22.48,20,632945304.8900001,540400016.26
03889.HK,0.065,16,43891.75,27625.0
03893.HK,1.19,15,410453.51333333337,108480.0
03896.HK,5.25,20,522126933.814,500076348.43
03898.HK,39.9,20,252070978.644,226926068.62
03899.HK,7.96,20,36103834.7525,33139030.5
03900.HK,7.22,20,93164164.224,71004998.595
03908.HK,20.14,20,301764866.559,253302027.51
03913.HK,0.162,20,348977.7296,322208.919
03918.HK,3.7,20,14369292.565000001,11843665.46
03919.HK,0.85,20,461675.95,405440.0
03928.HK,23.06,20,7462336.6,6685087.5
03931.HK,26.72,20,140229571.31,122338896.45
03933.HK,8.27,20,63006917.14349999,63765838.425
03938.HK,3.87,20,300593.0,207720.0
03939.HK,9.71,20,279673320.1275,247416802.26
03958.HK,5.72,20,68799650.39750001,57980221.8
03963.HK,0.156,4,4238.0,2660.0
03968.HK,47.16,20,679669283.829,636671345.1500001
03969.HK,3.33,20,12852479.383,13119363.5
03978.HK,3.23,20,3367398.878,3249626.33
03983.HK,2.06,20,14539484.843,12035915.0
03986.HK,939.0,20,1877879489.3415,1620210175.75
03988.HK,5.27,20,1244464214.5215,1215289163.255
03989.HK,0.09,19,415636.7368421053,394130.0
03990.HK,2.85,20,2228870.5949999997,2026206.1
03991.HK,0.86,18,718662.2222222222,524000.0
03993.HK,18.87,20,1009989581.78565,891261504.6600001
03996.HK,1.2,20,48774910.975,43847521.0
03997.HK,3.03,20,1024570.875,641165.0
03998.HK,3.88,20,126756102.55499999,100181911.975
03999.HK,0.56,9,18315.0,10630.0
06030.HK,26.72,20,294167875.53400004,210041247.8
06031.HK,20.52,20,181390352.1295,140906177.01999998
06033.HK,0.58,20,45246.0,25420.0
06036.HK,1.39,20,7049391.4,3669575.0
06038.HK,0.37,19,119310.52631578948,81500.0
06049.HK,27.46,20,31844631.645999998,29043959.29
06051.HK,0.077,20,9840120.62225,8085308.0
06055.HK,20.9,20,52256498.31,47925174.32
06058.HK,0.54,20,759394.775,510525.0
06060.HK,10.15,20,128300746.04,106793453.35499999
06063.HK,0.61,20,3673827.0,1607960.0
06066.HK,11.84,20,108553686.5115,101035440.725
06068.HK,0.069,20,38170.5,9422.0
06069.HK,8.17,20,44198533.495,46043959.0
06078.HK,8.78,20,37463699.1105,32978958.46
06080.HK,0.157,19,92503.57894736843,45648.0
06082.HK,61.45,20,642507470.757,507765138.0
06083.HK,0.81,20,1354604.0,810860.0
06086.HK,0.83,20,489191.342,378212.5
06088.HK,7.64,20,644570654.5899999,621005839.075
06090.HK,33.68,20,75124661.392,73602382.0
06093.HK,0.75,10,13540.0,5530.0
06098.HK,5.26,20,47989944.94,40643217.144999996
06099.HK,16.7,20,117344992.142,91059685.54
06100.HK,2.21,20,1189220.5459999999,1058587.3
06108.HK,0.202,19,26867.12,16480.0
06110.HK,2.58,20,50026586.924,36511267.974999994
06113.HK,1.65,20,109629.0,48960.0
06117.HK,0.6,12,53303.333333333336,28630.0
06118.HK,0.72,19,49634.73684210526,37650.0
06123.HK,1.37,20,277751.44,230865.0
06127.HK,17.44,20,51403426.604499996,44641305.34
06128.HK,0.062,20,537064.5,344320.0
06136.HK,0.8,20,950913.5,669015.0
06138.HK,0.31,20,802059.75,713817.5
06158.HK,0.015,20,43629.3,32737.0
06160.HK,163.7,20,1040316847.4561001,882892042.88
06162.HK,0.335,20,1946092.0,799960.0
06163.HK,0.455,13,31570.0,19000.0
06166.HK,138.9,20,1287305641.7475,1178789099.6
06168.HK,15.85,20,25732315.7,22455060.5
06169.HK,0.35,20,1299612.1,1234275.0
06178.HK,7.74,20,21059232.6955,18529209.939999998
06181.HK,458.4,20,580905615.1774,540149800.5999999
06182.HK,0.76,20,670084.0,435400.0
06185.HK,22.44,20,22889827.315,24378045.36
06186.HK,3.04,20,100241752.9105,75762872.85
06188.HK,0.69,20,135708.0,38045.0
06190.HK,2.3,15,35206.26666666667,49680.0
06193.HK,0.365,13,223955.38461538462,36410.0
06196.HK,0.91,20,11384725.174,6804332.2
06198.HK,7.17,20,28575310.080000002,29081605.83
06199.HK,1.07,12,34075.225,11775.0
06600.HK,58.0,20,48852965.489999995,38168260.0
06601.HK,2.17,20,2260643.2920000004,1545862.5
06603.HK,7.32,20,22380723.226,15828713.3
06608.HK,5.32,20,7514885.083,7026087.87
06609.HK,43.1,20,3241979.895,3631720.0
06610.HK,0.92,20,153873.0,75844.0
06613.HK,29.96,20,1025427223.177,979568606.13
06616.HK,7.28,20,9859995.6,8452710.0
06618.HK,35.1,20,435019460.4535,408202709.275
06622.HK,2.64,20,2136832.6,1912360.0
06626.HK,1.64,20,2257512.8375,1841594.96
06628.HK,1.49,20,1170052.914,723800.0
06633.HK,2.5,12,21872.5,5000.0
06636.HK,90.35,20,27139160.380000003,27691050.0
06651.HK,101.4,20,1541464836.1125,1431130312.9
06655.HK,12.89,20,36461522.0115,31453780.65
06656.HK,346.0,20,129444751.0254,120880439.92
06657.HK,11.1,19,253561.84210526315,206578.0
06658.HK,137.8,4,173941451.325,94001515.05
06660.HK,1.85,20,1579336.2,1057009.0
06663.HK,0.35,13,160176.92307692306,21150.0
06666.HK,1.13,20,28818852.610000003,24535192.5
06667.HK,7.0,12,52856.0,28571.0
06668.HK,1.21,20,275893.5,210770.0
06669.HK,8.64,20,3180827.875,3043900.5599999996
06675.HK,33.4,2,373718339.16999996,373718339.16999996
06676.HK,0.495,20,2822117.875,1312467.5
06677.HK,0.345,16,28832.5575,13088.75
06680.HK,19.4,20,111060688.152,98168121.0
06681.HK,2.19,20,61802673.05,33083095.0
06682.HK,27.94,20,218586479.427,195628523.34
06683.HK,4.54,20,22906878.240000002,16470820.0
06686.HK,16.0,20,155095.15,43441.5
06687.HK,14.34,20,75914139.204,35639871.25
06690.HK,20.38,20,549076249.8729999,569254236.4449999
06693.HK,27.5,20,195976743.951,181390570.34
06698.HK,0.79,20,130147.53900000002,90614.89
06699.HK,68.5,20,42143945.292500004,34748577.85
06805.HK,3.3,13,595096.9230769231,416800.0
06806.HK,2.55,20,33630271.876,28064226.4
06808.HK,1.02,20,45966449.579,22845626.630000003
06809.HK,446.4,20,1813320718.8685002,1694892638.85
06810.HK,71.5,20,33402206.0875,34490070.2
06811.HK,1.05,20,843599.0995000001,665060.0
06812.HK,0.29,3,3816.6666666666665,4500.0
06816.HK,0.19,7,9578.857142857143,7640.0
06818.HK,3.27,20,73326958.729,68153255.75
06820.HK,0.37,20,346170.425,279870.0
06821.HK,94.15,20,40022895.805,35660647.2
06822.HK,0.395,8,49803.75,48140.0
06826.HK,16.06,20,3849531.4,3434603.5
06828.HK,0.031,20,161771.6,124052.0
06829.HK,2.4,18,374715.55555555556,216870.0
06830.HK,0.224,18,56923.0,17569.0
06831.HK,6.35,20,7604589.945,6279863.82
