ts_code,ts_latest_close,ts_days,ts_avg_amount_hkd,ts_median_amount_hkd
01416.HK,0.204,20,284124.0,131830.0
01417.HK,2.24,19,9181866.128421053,1926840.0
01418.HK,0.161,12,12283.666666666666,1534.0
01419.HK,0.77,15,51446.666666666664,56140.0
01420.HK,0.204,13,51855.692307692305,20112.0
01421.HK,0.405,18,57194.86111111111,32587.5
01425.HK,0.63,20,648840.0,269650.0
01427.HK,0.229,15,13726.333333333334,2105.0
01428.HK,7.28,20,139477101.77249998,110981154.44999999
01429.HK,0.202,20,725011.2,365052.0
01431.HK,0.238,19,202912.7197368421,122169.0
01432.HK,0.335,20,2457199.65025,1258562.5
01440.HK,14.4,20,31421742.5,32604170.0
01442.HK,0.29,8,42003.125,30400.0
01443.HK,0.047,19,23332.947368421053,15426.0
01446.HK,0.36,16,118585.0,50240.0
01447.HK,0.55,4,32760.0,25890.0
01449.HK,0.295,20,150330.5,79432.5
01450.HK,0.85,18,599820.9011111112,448318.11
01451.HK,1.09,20,624404.0,276030.0
01452.HK,0.168,16,104090.625,44794.5
01455.HK,0.232,20,211058.75,107532.5
01456.HK,3.92,20,14470386.690000001,13990181.25
01458.HK,1.3,20,2061122.9530000002,1910992.5
01459.HK,0.211,11,37693.09090909091,24038.0
01460.HK,0.241,17,184050.23529411765,111896.0
01461.HK,0.52,17,48906.470588235294,38940.0
01463.HK,0.31,17,81649.41176470589,63190.0
01466.HK,0.62,19,448376.887368421,197400.0
01468.HK,0.063,20,958358.55,185190.0
01470.HK,0.155,16,25096.0,21510.0
01471.HK,9.9,16,421873.625,77884.0
01472.HK,0.104,20,331420.25,93217.5
01473.HK,1.55,20,24885934.0,13044360.0
01475.HK,6.62,20,4757499.6219999995,876590.0
01476.HK,1.21,13,387520.0,30750.0
01477.HK,4.89,20,4075661.858,3508515.0
01478.HK,8.75,20,80352530.13350001,68704090.345
01480.HK,1.96,20,4928423.4,1821700.0
01481.HK,1.58,20,360935.0,295300.0
01483.HK,1.13,18,476380.0,267670.0
01486.HK,0.69,14,32403.571428571428,10325.0
01488.HK,0.75,11,503921.8181818182,150000.0
01489.HK,0.52,20,600592.5,379125.0
01490.HK,0.28,20,580375.0,124270.0
01496.HK,0.161,19,21995.57894736842,9040.0
01497.HK,6.9,10,184009.2,11100.0
01498.HK,0.305,20,317159.625,270717.5
01499.HK,0.111,20,255617.5,215660.0
01500.HK,0.255,14,84825.71428571429,46425.0
01501.HK,32.0,20,5781135.4799999995,5424084.0
01502.HK,2.01,20,261377.5,220760.0
01508.HK,1.21,20,21885137.3905,18327573.380000003
01511.HK,96.0,20,43826393.7975,32525469.75
01513.HK,24.4,20,26279056.9875,22951332.54
01515.HK,2.41,20,10569119.562,7326206.5
01516.HK,0.8,20,13343616.433500001,7779538.0649999995
01518.HK,0.47,11,49574.318181818184,48660.0
01519.HK,8.75,20,414453604.55,358056573.67499995
01520.HK,0.55,20,1726556.409,701510.0
01521.HK,1.05,20,301221.087,98900.0
01522.HK,0.275,20,440335.275,233680.0
01523.HK,8.83,20,17503132.0935,16101638.05
01525.HK,1.87,20,760732.25,663832.5
01526.HK,0.82,20,382042.0,302055.0
01527.HK,1.95,5,54670.8,25070.0
01528.HK,1.17,20,3705360.6525,3732083.0
01529.HK,0.395,19,67677.8947368421,24530.0
01530.HK,16.23,20,623589411.22,555455992.755
01532.HK,0.119,14,30449.785714285714,21406.5
01536.HK,0.265,20,135375.6,62485.0
01538.HK,0.81,20,439515.0,284500.0
01539.HK,0.355,20,96857.0,54765.0
01540.HK,0.405,14,658928.7303571429,245542.5
01541.HK,3.61,20,6945191.859999999,4884632.1
01542.HK,1.15,8,33986.25,8980.0
01543.HK,0.187,11,37622.36363636364,34820.0
01545.HK,0.138,17,48889.41176470588,21620.0
01546.HK,0.155,20,268149.6,144412.0
01547.HK,0.225,12,40546.0,14228.0
01548.HK,11.79,20,336499602.507,258296284.485
01549.HK,0.096,16,41323.0,15472.0
01551.HK,1.59,11,78973.67272727273,10890.0
01552.HK,0.242,8,43683.125,37437.5
01553.HK,1.35,11,45110.90909090909,26020.0
01555.HK,0.026,20,60857.9,27424.0
01556.HK,0.265,16,106586.765625,32325.0
01557.HK,0.52,17,133321.17647058822,17680.0
01559.HK,0.055,16,57948.75,37090.0
01560.HK,0.146,6,18976.333333333332,12995.0
01561.HK,0.046,13,16829.23076923077,2572.0
01563.HK,0.145,20,169185.75,87655.5
01565.HK,0.141,18,127460.5,65393.0
01568.HK,0.59,18,165246.66666666666,158890.0
01569.HK,0.123,18,138966.66666666666,74445.0
01570.HK,13.0,20,1180416.652,1029760.0
01571.HK,3.65,20,2635148.2675,2279190.0
01572.HK,0.084,20,34827.8,29920.0
01575.HK,0.04,17,33331.882352941175,10490.0
01576.HK,1.72,16,80375.625,36455.0
01577.HK,1.03,5,46020.0,33900.0
01578.HK,2.19,20,148425.07,139570.0
01579.HK,12.93,20,45102270.0635,35453253.5
01580.HK,0.24,17,69698.00082352941,74970.0
01581.HK,0.3,19,246623.0,160850.0
01582.HK,0.41,17,58277.205882352944,44225.0
01583.HK,0.87,10,31630.3,3605.0
01585.HK,10.59,20,76249800.8,61544704.735
01586.HK,1.82,8,45244.5,18418.0
01587.HK,0.6,3,73306.66666666667,41120.0
01588.HK,4.3,19,526589.7147368421,415594.0
01591.HK,0.152,15,39262.882333333335,22453.235
01592.HK,0.149,20,3813712.57255,1560733.75
01593.HK,1.23,18,14827.777777777777,13370.0
01596.HK,0.41,20,257503.25,137140.0
01597.HK,7.37,20,753713.0,351885.0
01599.HK,1.07,20,450216.5,353915.0
01600.HK,2.75,20,1721350.764,1518560.0
01601.HK,0.8,18,83114.44444444444,65160.0
01606.HK,1.53,20,4947720.32,4671324.0
01608.HK,0.099,20,685587.19805,222220.5
01609.HK,172.0,20,11317557.1675,8192011.725
01610.HK,1.01,20,24080248.07,19016283.0
01611.HK,1.88,20,1819197.107,1304507.73
01612.HK,0.78,20,489421.0,264240.0
01613.HK,0.375,20,4562320.320850001,307625.088
01615.HK,0.37,20,97005.0,47850.0
01617.HK,0.68,20,14220885.0,10190580.0
01618.HK,1.41,20,16795231.044,16014209.71
01620.HK,0.108,16,65356.25,34235.0
01621.HK,0.178,20,194604.0,59808.0
01622.HK,0.214,19,328981.4736842105,53146.0
01623.HK,0.213,20,132047.65,73617.5
01626.HK,14.8,20,11308768.115,10595250.0
01627.HK,0.54,17,107507.37647058823,84680.0
01628.HK,0.135,20,100859.6725,42303.461500000005
01629.HK,0.17,8,17140.5,8354.0
01630.HK,0.305,20,1264312.5,1102230.0
01631.HK,1.3,20,735627.5,338775.0
01632.HK,0.058,15,16485.466666666667,19752.0
01633.HK,0.455,20,1082388.45,614107.5
01635.HK,2.52,20,79262926.403,47010085.0
01637.HK,0.44,16,78540.0,57375.0
01638.HK,0.052,20,619023.8319,558826.77
01640.HK,0.7,20,1366213.199,247810.0
01641.HK,5.34,20,237048.75,177555.0
01643.HK,1.36,20,1993290.0,1721910.0
01645.HK,2.72,20,11902066.0,11204580.0
01647.HK,0.052,19,72055.78947368421,23995.0
01650.HK,0.138,20,183315.2,103896.0
01651.HK,65.0,20,77372243.6975,68325224.5
01652.HK,0.99,19,99513.68421052632,56910.0
01653.HK,2.65,20,5940365.0,5872400.0
01655.HK,0.186,20,1872368.5,1270760.0
01656.HK,4.7,3,14466.666666666666,16040.0
01657.HK,56.0,11,20835567.045454547,1383500.0
01658.HK,4.95,20,192235004.2085,152012659.10999998
01660.HK,0.26,20,5390024.0,2044020.0
01661.HK,1.53,20,1585194.178,994092.5
01662.HK,0.85,20,157601.1,118990.0
01663.HK,0.06,16,55380.0,23904.0
01666.HK,3.29,20,6462901.739,4516009.0
01667.HK,0.375,13,34290.769230769234,18550.0
01669.HK,1.4,19,722778.947368421,94960.0
01671.HK,0.75,18,507006.6666666667,65920.0
01672.HK,9.78,20,37950586.2335,25775242.36
01673.HK,0.295,9,35754.444444444445,34220.0
01675.HK,4.71,20,16919261.3,12630121.8
01676.HK,0.205,19,1036756.9789473685,991288.0
01679.HK,1.83,20,2648320.1,1101628.5
01680.HK,0.155,18,13843.704444444444,9101.75
01681.HK,13.32,20,24922155.956,23847335.6
01682.HK,0.234,20,776878.8,552440.0
01683.HK,0.188,20,394481.2,270960.0
01685.HK,0.96,20,4861516.0,3367030.0
01686.HK,5.21,20,42120372.3345,38915251.980000004
01689.HK,0.285,20,121038.0,95095.0
01690.HK,0.115,19,147336.84210526315,48040.0
01691.HK,1.34,20,15429066.95,10829405.0
01692.HK,1.5,6,22713.333333333332,19600.0
01693.HK,7.35,16,751290.3,139324.0
01695.HK,0.089,14,19479.285714285714,14357.5
01696.HK,2.38,20,1241710.2574999998,1187932.0
01697.HK,0.29,16,59641.5,43764.0
01698.HK,33.94,20,65668894.136,59029620.98
01701.HK,0.084,16,31948.25,10268.0
01702.HK,1.59,3,58613.333333333336,11760.0
01703.HK,0.72,19,3487508.947368421,247950.0
01705.HK,0.51,20,104049.0,51040.0
01708.HK,0.295,15,23534.833333333332,15607.5
01709.HK,1.18,20,6509081.177,5861225.0
01710.HK,0.34,20,1326855.5,644160.0
01711.HK,0.168,10,25521.0,14340.0
01712.HK,5.36,20,10745172.01,8576315.0
01713.HK,2.05,19,234685.1568421053,141460.0
01715.HK,0.445,19,552191.052631579,171014.0
01716.HK,5.3,20,20331901.719,17982224.17
01717.HK,1.39,20,280993.22599999997,211520.0
01718.HK,0.36,20,448392.0,141825.0
01719.HK,0.243,11,11485.818181818182,5700.0
01720.HK,0.64,20,9335173.0,2796190.0
01722.HK,0.088,18,32517.222222222223,19530.0
01723.HK,0.99,20,545447.6,475270.0
01725.HK,0.45,20,1708795.15,1369143.5
01726.HK,0.93,16,155550.495,102275.0
01727.HK,0.226,17,58887.794117647056,18045.0
01729.HK,19.05,20,303891106.996,269096165.525
01731.HK,0.86,18,204750.0,148260.0
01732.HK,0.184,20,356948.004,197520.04
01733.HK,0.6,20,754286.525,592442.5
01735.HK,8.5,20,81575559.8,66659666.0
01736.HK,0.51,12,45191.666666666664,7306.25
01737.HK,0.143,19,109298.94736842105,51600.0
01738.HK,0.052,17,15605.14705882353,7470.0
01739.HK,0.194,17,84245.29411764706,62945.0
01740.HK,0.169,20,136212.75,64780.0
01741.HK,0.193,17,78431.05882352941,32200.0
01742.HK,0.176,20,124119.25,86695.0
01745.HK,0.063,20,349229.7,143446.0
01746.HK,0.43,18,129030.0,128190.0
01747.HK,4.3,19,1509650.5263157894,689780.0
01749.HK,0.51,14,38608.57142857143,20625.0
01750.HK,0.097,17,77287.05882352941,48180.0
01751.HK,1.22,20,741567.013,363550.0
01752.HK,0.088,18,85395.55555555556,31290.0
01753.HK,0.151,20,55167.48,34299.600000000006
01756.HK,0.45,16,76083.75,33280.0
01757.HK,17.25,20,3701994.8950000005,3151347.1
01758.HK,0.133,6,12809.333333333334,6573.0
01759.HK,0.59,15,271864.0,151560.0
01760.HK,3.01,20,20385300.376,17300544.84
01762.HK,1.02,20,10623656.979,9423072.0
01763.HK,19.44,20,2602077.05,2223209.0
01765.HK,0.13,20,798812.062,548299.0
01766.HK,5.23,20,130003604.38350001,122745074.295
01767.HK,0.32,15,141126.66666666666,41850.0
01768.HK,330.0,20,184076102.7595,132573160.3
01769.HK,1.09,20,1975723.0,1593325.0
01771.HK,0.207,17,328564.0,22781.0
01772.HK,56.0,20,828761513.1162,803544564.05
01773.HK,1.19,20,12918817.608,10023825.0
01775.HK,0.375,17,33169.41176470588,17340.0
01776.HK,16.95,20,133424285.118,117254000.4
01777.HK,0.054,20,59323.2,42659.25
01778.HK,0.158,20,192464.6,81363.5
01779.HK,142.8,10,100302803.675,34650318.5
01780.HK,3.15,20,26725757.4875,15541343.77
01782.HK,3.0,10,412720.0,159125.0
01783.HK,4.45,20,63232562.52,55647495.0
01785.HK,1.94,11,57624.545454545456,26850.0
01786.HK,0.76,19,133272.8947368421,47070.0
01787.HK,21.46,20,274100600.11,269037171.23
01788.HK,2.02,20,120790959.68600002,100386234.12
01789.HK,5.43,20,37994338.9005,33549771.075
01792.HK,0.98,14,657156.0492857143,70540.0
01793.HK,0.295,20,822756.0,203900.0
01795.HK,0.56,18,134361.66666666666,75435.0
01796.HK,0.395,20,2699113.4765,1243505.0
01797.HK,20.52,20,151264077.4365,140106675.375
01798.HK,1.4,20,11308240.567499999,10422586.75
01799.HK,4.18,20,6941228.893999999,6770713.0
01800.HK,4.1,20,54536259.9995,50631349.224999994
01801.HK,76.15,20,1112314517.2649999,1045188464.2750001
01803.HK,0.082,20,40852.125,15598.75
01808.HK,2.12,20,989905.425,957440.0
01809.HK,6.71,20,1019463.4,847616.5
01810.HK,24.58,20,4323654434.9875,4134320343.065
01811.HK,2.31,20,32499306.2,33065365.0
01812.HK,0.67,20,1356305.375,942032.5
01813.HK,0.127,20,157187.39405,100530.639
01815.HK,0.8,20,4399991.2005,3396957.5
01816.HK,2.87,20,178483557.737,157903551.38
01817.HK,0.222,13,6112.115384615385,3117.5
01818.HK,19.77,20,450854373.4245,426649185.88
01820.HK,2.6,17,57458.82352941176,55720.0
01822.HK,0.137,19,111250.70526315788,78150.0
01823.HK,1.37,17,317681.17647058825,254620.0
01825.HK,1.17,15,1157179.6333333333,866680.0
01826.HK,0.112,17,70334.11764705883,54780.0
01827.HK,0.73,11,21781.81818181818,10050.0
01828.HK,31.0,20,14161843.260999998,9740687.99
01830.HK,1.12,20,544739.843,436808.135
01831.HK,0.5,20,1653046.125,890675.0
01832.HK,1.08,12,21016.666666666668,17765.0
01833.HK,7.81,20,93443688.04249999,97290505.235
01835.HK,1.32,16,163014.0,113490.0
01836.HK,12.78,20,16903801.1695,11914227.0
01837.HK,1.38,20,2897419.605,2496840.0
01841.HK,0.23,11,28438.18181818182,23000.0
01842.HK,0.041,18,78243.77777777778,12512.0
01843.HK,0.216,20,143785.6,87706.0
01845.HK,0.218,3,9214.0,8502.0
01846.HK,2.31,18,168065.55555555556,56250.0
01847.HK,0.495,13,21257.30769230769,5940.0
01848.HK,3.6,20,1067189.111,819406.7
01850.HK,0.6,20,50744653.769,34776859.5
01851.HK,6.78,20,4085731.1,3561980.0
01853.HK,1.21,10,64635.0,33700.0
01854.HK,1.15,20,1322010.0,420150.0
01855.HK,0.195,20,103910.8,90884.0
01856.HK,1.25,20,116673.5,66265.0
01857.HK,1.32,20,538161.4099999999,459970.0
01858.HK,8.81,20,7752790.2625,7570038.25
01860.HK,12.78,20,318765994.047,241108043.765
01861.HK,2.85,13,688946.9230769231,258900.0
01865.HK,0.57,20,2562396.9845,1998396.0
01866.HK,9.75,20,39110605.043,35569789.0
01867.HK,0.191,17,42876.470588235294,29800.0
01868.HK,0.315,10,12291.75,7650.0
01869.HK,0.124,17,433915.14705882355,24310.0
01870.HK,0.4,19,628499.3421052631,406925.0
01871.HK,0.35,20,582455.0,197290.0
01872.HK,5.45,20,14372487.546500001,12200825.0
01873.HK,1.13,20,6889962.904000001,6049032.5
01875.HK,3.25,20,6711295.283499999,3311360.0
01876.HK,6.45,20,137607883.5505,104061418.475
01877.HK,16.38,20,70063439.81799999,61341797.5
01878.HK,1.86,20,912321.975,861691.5
01879.HK,477.4,20,252616565.39325,194280468.495
01880.HK,51.7,20,119202409.56500001,76400165.2
01882.HK,19.7,20,44776775.251,37087349.230000004
01883.HK,2.59,20,13113201.944,14055920.25
01884.HK,0.103,15,24203.2,16476.0
01888.HK,91.85,20,5339623940.4425,4297542534.275
01889.HK,0.27,17,24018.41764705882,15795.0
01890.HK,0.82,20,887506.5109999999,807980.0
01891.HK,0.187,17,62252.0,50836.0
01894.HK,0.38,18,221034.16666666666,203525.0
01895.HK,0.31,18,106219.30555555556,31550.0
01896.HK,4.96,20,13786925.071,13135029.2
01897.HK,0.44,13,12580.511153846153,1398.24
01898.HK,10.95,20,283063581.096,262953937.015
01899.HK,1.12,20,591976.2665,244743.57
01900.HK,0.24,19,50396.31578947369,28030.0
01901.HK,0.221,19,697375.4736842106,215828.0
01903.HK,2.81,20,499935.0,462520.0
01905.HK,0.74,20,836929.1405,807840.0
01906.HK,0.465,20,545605.0,437250.0
01907.HK,2.12,20,47493680.5,40615870.5
01908.HK,13.28,20,111823770.7685,100551197.905
01909.HK,1.83,18,93529.69444444444,21988.0
01910.HK,13.83,20,68554861.1625,66058972.39
01911.HK,3.31,20,2895097.6440000003,2430697.0
01912.HK,1.8,8,19345616.23,12040467.0
01913.HK,40.36,20,145491875.4955,94836955.845
01916.HK,0.62,20,530831.5,455327.5
01917.HK,0.095,15,32927.333333333336,18760.0
01918.HK,0.72,20,160603418.9425,117132902.265
01919.HK,13.38,20,454348602.3495,407715840.04499996
01920.HK,0.67,20,1343884.0,811400.0
01921.HK,2.9,20,13199695.215,11453888.135
01925.HK,1.23,18,74452.22222222222,26780.0
01927.HK,0.235,20,232920.5,159290.0
01928.HK,13.89,20,231368624.25599998,225086048.84500003
01929.HK,12.39,20,285595347.87075,202857455.24
01930.HK,0.375,16,46113.75,28940.0
01931.HK,0.7,20,831093.55,421890.0
01932.HK,0.24,19,38956.18626315789,18540.0
01933.HK,0.195,18,4126526.0,433730.0
01935.HK,0.75,15,46424.0,27000.0
01936.HK,0.8,15,76356.0,45220.0
01937.HK,0.168,20,62171.0,26335.0
01938.HK,0.25,20,52430.25,28565.0
01939.HK,0.54,20,703078.5,421110.0
01940.HK,1.05,19,284427.36842105264,206840.0
01941.HK,0.53,20,249084.5,134680.0
01942.HK,0.091,20,828650.2,439665.0
01943.HK,0.66,20,1922100.0,1778750.0
01945.HK,1.67,20,297303.5475,274632.0
01947.HK,0.52,18,43616.46444444444,26700.0
01948.HK,4.25,19,935737.3684210526,109000.0
01949.HK,0.43,17,194803.29411764705,30608.0
01950.HK,0.112,20,37964.4,20680.0
01951.HK,2.03,20,28306914.454000004,29741723.75
01952.HK,26.68,20,102127411.616,91187788.75
01953.HK,0.99,20,9476389.068,5328072.04
01955.HK,0.54,16,42437.5,44810.0
01957.HK,0.239,20,126767.875,83968.75
01958.HK,0.94,20,7730568.6075,6300073.91
01959.HK,2.45,20,4033036.472,1962350.0
01960.HK,0.3,20,93520.0,74000.0
01962.HK,0.445,12,74380.83333333333,19965.0
01963.HK,8.11,20,18722252.722,15105919.190000001
01965.HK,0.13,12,5835.833333333333,2145.0
01966.HK,0.044,20,90894.6,74115.5
01967.HK,0.35,20,99910.85,64078.5
01968.HK,0.163,15,74882.13333333333,12716.0
01969.HK,0.98,20,368144.6,364680.0
01970.HK,8.66,20,2206126.0,698776.0
01971.HK,0.34,2,9101.5,9101.5
01972.HK,21.16,20,87047261.10845,82168695.21000001
01973.HK,2.17,12,160621.33333333334,54108.0
01975.HK,0.43,17,151257.64705882352,62440.0
01977.HK,0.98,18,68045.0,53900.0
01978.HK,0.27,18,59004.444444444445,44340.0
01979.HK,2.35,20,8351024.445,5256231.45
01980.HK,0.58,19,292585.7894736842,103570.0
01981.HK,0.66,20,419927.5,232355.0
01982.HK,0.88,20,562288.0,413220.0
01983.HK,2.15,6,60368.333333333336,22145.0
01985.HK,3.52,19,6618778.368421053,4891480.0
01986.HK,0.89,20,2898266.5,1300655.0
01987.HK,0.21,17,126170.23529411765,48152.0
01988.HK,3.46,20,83570496.505,69067679.66499999
01989.HK,184.1,20,254084051.59,212049272.5
01991.HK,0.56,14,427373.85714285716,164250.0
01993.HK,0.61,19,15188.157894736842,13670.0
01995.HK,1.71,20,5095074.123000001,4756678.0
01996.HK,0.022,14,13868.07142857143,1386.0
01997.HK,21.9,20,103421622.418,84565115.02
01999.HK,3.26,20,69090106.58250001,50400594.269999996
02000.HK,0.32,19,93114.73736842105,18610.0
02001.HK,0.59,20,1208866.851,948975.4299999999
02002.HK,0.91,19,57518.94736842105,57320.0
02003.HK,0.99,18,47249.77777777778,40909.0
02005.HK,2.13,20,13375408.5,13109776.0
02007.HK,0.199,20,131403477.02150002,74193504.981
02008.HK,1.4,17,227477.88235294117,169070.0
02009.HK,0.61,20,10579259.254999999,6489807.5
02011.HK,1.38,7,40631.42857142857,24300.0
02012.HK,0.244,20,837425.175,781587.5
02013.HK,1.32,20,110644222.398,58089882.165
02015.HK,52.0,20,1009421208.166,897671416.425
02016.HK,2.32,20,21340365.57,18729899.439999998
02017.HK,0.24,11,29707.636363636364,22900.0
02018.HK,48.68,20,414565199.5685,402209784.86
02020.HK,71.05,20,512142309.3665,477119882.95000005
02022.HK,0.06,14,164961.14285714287,24900.0
02023.HK,0.76,18,56840.0,33940.0
02025.HK,12.03,20,3392562.0,3367200.0
02026.HK,63.8,20,89411930.04270001,81602779.45
02028.HK,0.81,20,8090306.7,2537540.0
02030.HK,1.31,20,53447.5,42655.0
02031.HK,0.37,9,16108.333333333334,9250.0
02033.HK,0.285,10,9597.0,3565.0
02038.HK,24.88,20,24222913.726,21819854.799999997
02039.HK,8.33,20,75270246.1368,66324049.14
02048.HK,0.034,19,68832.17368421053,53012.7
02050.HK,27.76,20,619586143.332,525966637.83000004
02051.HK,0.46,20,1282714.625,1137505.0
02057.HK,171.9,20,352781010.579,309438383.2
02068.HK,2.01,20,9922588.25,6839456.5
02076.HK,52.55,20,6044046.1850000005,5115659.975
02078.HK,0.117,14,15495.785714285714,3516.0
02080.HK,0.305,12,33219.166666666664,20970.0
02086.HK,0.58,17,84625.88235294117,28150.0
02096.HK,9.58,20,67370056.0645,64227157.07
02097.HK,253.4,20,156671000.44,112735784.75
02098.HK,0.08,19,71629.73684210527,32691.0
02099.HK,146.9,20,281459319.34099996,229402024.89999998
02100.HK,0.44,20,984621.5,692430.0
02101.HK,1.0,16,22710.715625,7272.5
02102.HK,0.28,15,32193.333333333332,19600.0
02105.HK,7.56,20,39886535.64,36491254.0
02107.HK,0.228,20,243650.525,185490.0
02108.HK,0.5,20,53931.0,44430.0
02110.HK,0.094,20,101939.0,78470.0
02111.HK,2.38,20,1771095.034,1547630.0
02112.HK,0.07,19,426001.15789473685,105216.0
02113.HK,0.11,13,59645.769230769234,43840.0
02116.HK,0.7,15,89861.33333333333,55060.0
02119.HK,0.48,16,47481.875,24835.0
02120.HK,8.1,12,95465.58333333333,72366.5
02121.HK,4.37,20,4089547.761,3571533.05
02122.HK,0.146,20,57605.7,42462.0
02125.HK,0.34,19,46395.78947368421,9415.0
02126.HK,1.53,20,1166980.632,1045388.0
02128.HK,4.0,20,41297586.374,34301979.805
02129.HK,0.205,20,768219.26035,335870.0
02130.HK,3.13,14,91995.71428571429,45235.0
02132.HK,0.144,18,18257.555555555555,11516.0
02135.HK,0.114,15,40201.86666666667,12100.0
02136.HK,0.61,20,328061.75,287075.0
02137.HK,1.03,20,898770.61,763645.0
02138.HK,0.375,20,102556.5,73165.0
02139.HK,0.37,20,518784.03825000004,359757.5
02142.HK,10.9,20,59777204.58,58595834.4
02145.HK,31.56,20,42520242.092,38486527.099999994
02146.HK,1.42,15,70471.66666666667,38055.0
02147.HK,0.49,18,56304.33944444444,30029.5
02149.HK,34.26,20,6039878.64,5454309.4
02150.HK,0.72,20,2127858.0,1817960.0
02152.HK,4.68,3,33113.333333333336,11625.0
02153.HK,0.86,11,19885.454545454544,13760.0
02155.HK,8.57,20,127329048.8975,116540610.5
02156.HK,2.57,20,5321858.3695,3546869.3200000003
02157.HK,3.81,20,35406611.326,35369460.0
02158.HK,5.18,20,27772535.82,25484846.95
02159.HK,1.57,19,268125.05263157893,221528.0
02160.HK,1.2,20,1829859.8509999998,1625092.3199999998
02161.HK,2.29,20,487819.87649999995,338711.0
02162.HK,57.5,20,131281724.4025,130731290.35
02165.HK,1.55,18,79173.88888888889,24345.0
02166.HK,3.67,20,8264349.643000001,7515857.5
02167.HK,3.28,20,124083.4,102912.0
02168.HK,0.95,20,29352.121999999996,23948.75
02169.HK,0.55,20,427972.0,369430.0
02170.HK,1.39,20,191466.75,192212.5
02171.HK,15.75,20,91374139.4615,83923814.75
02172.HK,10.6,20,27146876.595999997,21469481.845
02175.HK,2.8,20,504837.0,351450.0
02176.HK,0.76,16,85362.5,53800.0
02177.HK,2.4,20,24356.5,14047.0
02178.HK,0.143,20,1231632.8039000002,1113407.0
02179.HK,4.71,10,613571.0,34440.0
02180.HK,5.31,17,196376.61764705883,204227.5
02181.HK,0.38,16,393966.875,33120.0
02182.HK,0.34,8,44777.5,14640.0
02185.HK,2.34,20,904038.05,683711.0
02186.HK,1.98,20,87362436.82699999,54540072.75
02187.HK,0.58,20,451044.0,234170.0
02188.HK,0.14,12,18499.166666666668,3518.0
02189.HK,0.46,18,92680.74333333333,85510.0
02190.HK,18.4,20,11655896.4945,9173824.33
02192.HK,6.66,20,8531173.55,7583909.75
02193.HK,0.29,8,66852.5,67660.0
02195.HK,0.33,15,51141.333333333336,28000.0
02196.HK,15.74,20,49288804.7475,46357076.83
02197.HK,1.59,20,10602171.943500001,7560748.925
02198.HK,3.0,20,26355283.2985,25852793.0
02199.HK,1.78,18,276820.2444444445,189270.0
02202.HK,2.42,20,75311520.185,57973011.879999995
02203.HK,0.192,20,109259.5,96815.0
02205.HK,0.99,6,12881.666666666666,8685.0
02208.HK,10.88,20,259264110.54549998,256147633.4
02209.HK,2.91,20,1970169.75,1384065.0
02210.HK,1.88,13,278232.3076923077,180760.0
02211.HK,0.485,20,152985.16,85000.0
02212.HK,0.15,7,28307.714285714286,29600.0
02215.HK,0.196,16,13760.8125,9247.0
02216.HK,0.68,20,503490.5,498445.0
02218.HK,24.16,20,114856248.79300001,27128830.0
02219.HK,2.5,20,927335.9125,744943.0
02221.HK,0.79,18,137359.55555555556,92860.0
02222.HK,0.66,14,47564.92857142857,40575.5
02223.HK,0.93,15,87956.0,90440.0
02225.HK,3.33,20,19824057.604500003,15118347.7
02226.HK,0.6,17,86903.5294117647,27635.0
02227.HK,0.305,14,103142.85714285714,93870.0
02228.HK,6.61,20,475300216.93549997,414827004.20500004
02230.HK,0.217,20,63152.0,46120.0
02231.HK,0.018,20,117235.25,98909.0
02232.HK,5.68,20,14524959.063499998,14105983.07
02233.HK,1.63,20,65981911.728,54672302.72
02235.HK,7.31,20,522293.325,363207.5
02236.HK,0.52,19,220427.66736842107,166960.0
02237.HK,0.234,20,114844.9,78035.0
02238.HK,2.25,20,35164547.158,31083672.09
02239.HK,1.23,19,1342039.4736842106,286960.0
02245.HK,14.01,20,83287044.58150001,61695477.625
02246.HK,1.36,19,119220.4152631579,81300.0
02250.HK,0.355,19,271577.36842105264,130080.0
02251.HK,11.94,19,719280.0905263158,580958.0
02252.HK,23.4,20,155018509.454,140886057.82999998
02255.HK,0.355,20,85757943.25,37460375.0
02256.HK,9.03,20,22119913.0,16666372.5
02257.HK,5.0,20,976665.025,711977.5
02258.HK,0.345,15,2389416.0,362570.0
02259.HK,109.6,20,1139352173.3115,827745233.75
02260.HK,1.43,8,61067.5,27430.0
02262.HK,0.7,8,20565.0,21990.0
02263.HK,0.325,19,186423.68421052632,97600.0
02265.HK,1.23,20,866970.0,719700.0
02266.HK,0.405,8,42326.25,41215.0
02268.HK,46.7,20,277110516.752,263503036.52999997
02269.HK,30.82,20,1007148938.7865,873980911.3199999
02270.HK,4.08,8,41125.0,17980.0
02271.HK,3.15,20,3152854.7800000003,504120.0
02273.HK,26.7,20,24898010.695,23013610.3
02276.HK,37.48,20,89012261.815,88789307.31
02279.HK,2.07,20,504624.5,400017.5
02281.HK,0.7,14,43650.0,22630.0
02282.HK,10.04,20,100490085.55950001,76010209.97
02283.HK,2.02,20,841248.0,666920.0
02285.HK,17.13,20,18333839.071000002,17089817.0
02286.HK,0.162,6,295.8333333333333,205.0
02288.HK,0.144,14,7036.826285714285,5769.5
02289.HK,6.3,5,23894.0,10940.0
02290.HK,2.22,10,56632396.73099999,16022957.5
