tier,quality_score,ts_code,name,source_batch,tags,market_cap_hkd,turnover_hkd,pb,pe_ttm,cash_to_liab,net_cash_to_mv,shareholder_return_yield,div_paid_years,latest_payout,profit_trend,revenue_trend,cfo_profit_avg4,oneoff_latest,screen_score,hard_flags,governance_grade,governance_score,governance_action,governance_notes,hkex_regulatory_hits,sfc_enforcement_hits,dilution_count,capital_reorg_count,connected_count,delay_suspend_count,audit_count,investigation_count,winding_count,offer_privatisation_count,director_auditor_change_count,profit_warning_count,evidence_titles,hkex_regulatory_evidence,sfc_evidence,final_score_after_governance
A,124.43979981367944,00536.HK,贸易通,补充宽筛,,875664591.0,635900.0,2.28,10.42,2.9276272772727854,0.3101686149143376,0.0827835583453436,4,0.9551567372003904,稳定,稳定,0.970471261037818,,116.26070738805774,无明显硬伤,Clean,4,暂未命中明显治理红旗,盈利警告 2 次,0,0,0,0,0,0,0,0,0,0,0,2,profit_warning: PROFIT WARNING UPDATE ANNOUNCEMENT || profit_warning: PROFIT WARNING,,,124.43979981367944
A,124.16501245278693,01425.HK,捷隆控股,原始初筛,,787500000.0,72600.0,0.84,4.72,4.7546256835953,0.8134313299047619,0.0802862222222222,4,0.4197926224445124,稳定,稳定,1.2251759554381398,0.1765467858877714,119.49258992060732,无明显硬伤,Clean,2,暂未命中明显治理红旗,关联交易 1 次,0,0,0,0,1,0,0,0,0,0,0,0,connected: CONNECTED TRANSACTION: ACQUISITION OF THE REMAINING EQUITY INTEREST IN A NON-WHOLLY OWNED SUBSIDIARY,,,124.16501245278693
A,120.80758244450654,00239.HK,白花油,原始初筛,消费,741703200.0,76825.0,1.03,8.12,3.2618389411697875,0.2909349548175065,0.0702260566760396,4,0.631313905370788,稳定,稳定,1.244850042760275,-0.0158737109451973,119.59907080838806,无明显硬伤,Clean,8,暂未命中明显治理红旗,盈利警告 7 次,0,0,0,0,0,0,0,0,0,0,0,7,profit_warning: PROFIT WARNING || profit_warning: PROFIT WARNING,,,120.80758244450654
A,119.50137975175006,01571.HK,信邦控股,原始初筛,,3770320180.0,5177020.0,0.92,6.43,1.378211515993295,0.0782172298162751,0.1226370647386238,4,0.8735047417538822,稳定,稳定,1.496532172606412,0.1669002909283258,117.46103395529738,无明显硬伤,Clean,2,暂未命中明显治理红旗,盈利警告 1 次,0,0,0,0,0,0,0,0,0,0,0,1,profit_warning: PROFIT WARNING,,,119.50137975175006
A,116.60817744568764,01681.HK,康臣药业,补充宽筛,医药,10707272915.0,10470732.0,2.15,8.97,2.482895112625807,0.2177340596907723,0.0625827888501149,4,0.465714097546813,同比增长,同比增长,1.187386501208867,0.0488364823336582,109.95250472964506,无明显硬伤,Clean,0,暂未命中明显治理红旗,未命中官方处分或高风险公告模式,0,0,0,0,0,0,0,0,0,0,1,0,director_auditor_change: RESIGNATION OF INDEPENDENT NON-EXECUTIVE DIRECTOR AND CHANGE IN COMPOSITION OF BOARD COMMITTEES,,,116.60817744568764
A,114.75883139437094,02610.HK,南山铝业国际,原始初筛,,18203568768.0,17176896.0,1.19,5.73,1.1395360145070548,0.0188369661119847,0.1221203775771623,3,0.7743690442379072,稳定,稳定,1.3805219089101588,0.0795929759957691,110.90384642169133,无明显硬伤,Clean,12,暂未命中明显治理红旗,稀释融资/配股供股 2 次,0,0,2,0,0,0,0,0,0,0,0,0,dilution: COMPLETION OF PLACING OF EXISTING SHARES AND TOP-UP SUBSCRIPTION OF NEW SHARES UNDER GENERAL MANDATE || dilution: PLACING OF EXISTING SHARES AND TOP-UP SUBSCRIPTION OF NEW SHARES UNDER GENERAL MANDATE,,,114.75883139437094
A,114.0850835715998,02076.HK,BOSS直聘-W,补充宽筛,,50559895584.0,1835745.0,2.17,13.39,4.445158387296924,0.3057431749303669,0.0137620537377097,2,0.2021723076473126,同比增长,稳定,4.006132843359512,-0.0080615206884701,106.33474500394706,无明显硬伤,Clean,6,暂未命中明显治理红旗,稀释融资/配股供股 1 次,0,0,1,0,0,0,0,0,0,0,0,0,dilution: INSIDE INFORMATION ISSUE OF NEW SHARES UNDER GENERAL MANDATE AND SIGNING OF PUBLIC OFFER UNDERWRITING AGREEMENT ANNOUNCEMENT OF THE SHARE OFFER,,,114.0850835715998
A,113.9311469724656,00887.HK,英皇钟表珠宝,原始初筛,,1712583118.0,457550.0,0.3,3.74,1.5584931810461056,0.3043363496241122,0.0382719910357075,4,0.1582925424704866,同比增长,稳定,2.36901423906955,-0.1232385763770733,105.96188480771367,无明显硬伤,Clean,14,暂未命中明显治理红旗,稀释融资/配股供股 1 次；关联交易 4 次,0,0,1,0,4,0,0,0,0,0,0,0,dilution: Placing of New Shares under General Mandate || connected: Documents on Display - Discloseable and Connected Transaction || connected: (I) Discloseable and Connected Transaction - Acquisition of Entire Equity Interest in Target Company and (II) Notice of Extraordinary General Meeting,,,113.9311469724656
A,112.08673959906446,00999.HK,小菜园,补充宽筛,消费,7465494764.0,3208040.0,2.77,9.43,1.0957639279726317,0.0174131794488524,0.0836187044173245,4,0.872971589669581,同比增长,稳定,1.6589683205116028,0.0836046270969329,105.08683738165934,无明显硬伤,Clean,2,暂未命中明显治理红旗,关联交易 1 次,0,0,0,0,1,0,0,0,0,0,0,0,connected: CONNECTED TRANSACTION - ESTABLISHMENT OF A JOINT VENTURE,,,112.08673959906446
A,111.5864663026178,03316.HK,滨江服务,补充宽筛,,6014616320.0,6279424.0,3.25,9.12,1.0550490556638517,0.0289554629479673,0.0718652657132417,4,0.7258374362728964,稳定,稳定,1.7574966429276409,0.0240366208346487,94.47168026583569,无明显硬伤,Clean,2,暂未命中明显治理红旗,关联交易 1 次,0,0,0,0,1,0,0,0,0,0,0,0,connected: CONNECTED TRANSACTION AND CONTINUING CONNECTED TRANSACTIONS - REVISION OF TERMS OF EXISTING SALES AGENCY SERVICES FRAMEWORK AGREEMENT AND RENEWAL OF AGREEMENTS DUE TO EXPIRE IN 2021,,,111.5864663026178
A,110.9795296257046,01346.HK,利华控股集团,补充宽筛,,837221000.0,10480.0,1.54,6.78,2.093879610678608,0.3642538979672033,0.0849888047122563,4,0.5080644933062984,稳定,稳定,0.8508846790565046,0.1191104575753513,116.0540366013561,无明显硬伤,Clean,0,暂未命中明显治理红旗,未命中官方处分或高风险公告模式,0,0,0,0,0,0,0,0,0,0,2,0,"director_auditor_change: RESIGNATION OF INDEPENDENT NON-EXECUTIVE DIRECTOR, APPOINTMENT OF INDEPENDENT NON-EXECUTIVE DIRECTOR AND CHANGE IN BOARD COMMITTEE COMPOSITION || director_auditor_change: RESIGNATION OF INDEPENDENT NON-EXECUTIVE DIRECTOR",,,110.9795296257046
A,109.69789672068,00667.HK,中国东方教育,原始初筛,教育,8584689215.0,19401452.0,1.26,10.26,1.291066426840958,0.1380194402296717,0.0516410074840432,4,0.5863341846417958,同比增长,稳定,2.483740921533057,0.1532659428560847,100.5371712733189,无明显硬伤,Clean,0,暂未命中明显治理红旗,未命中官方处分或高风险公告模式,0,0,0,0,0,0,0,0,0,0,0,0,,,,109.69789672068
A,109.07236454323952,01579.HK,颐海国际,补充宽筛,,13518568000.0,14252465.0,2.56,14.3,2.1639888740001627,0.0856541166194525,0.051451085647533,4,0.8144898379791186,同比增长,稳定,1.3087483965508269,0.1592186555873549,101.0955414078675,无明显硬伤,Clean,17,暂未命中明显治理红旗,关联交易 1 次；调查/内控/违规关键词 1 次,0,0,0,0,1,0,0,1,0,0,0,0,connected: CONTINUING CONNECTED TRANSACTION - SUPER HI MASTER SALES AGREEMENT || investigation: INSIDE INFORMATION INVESTIGATION AGAINST AN INDEPENDENT NON-EXECUTIVE DIRECTOR,,,109.07236454323952
A,107.38639363006142,01837.HK,五谷磨房,原始初筛,,2954493900.0,387020.0,1.57,10.04,3.133468932107367,0.2762077119197978,0.0270313639842004,2,0.3005965711274629,同比增长,同比增长,1.2500281857679016,0.0828575192427122,100.96868819583896,无明显硬伤,Clean,0,暂未命中明显治理红旗,未命中官方处分或高风险公告模式,0,0,0,0,0,0,0,0,0,0,0,0,,,,107.38639363006142
A,107.04633584862226,03339.HK,中国龙工,原始初筛,,11299464000.0,8219663.0,0.89,7.85,1.2062326158865744,0.0991693942296731,0.0448630129712347,4,0.3897863021788074,同比增长,稳定,2.502137621079876,0.1575037215653949,90.52345954072736,无明显硬伤,Clean,8,暂未命中明显治理红旗,盈利警告 4 次,0,0,0,0,0,0,0,0,0,0,0,4,profit_warning: PROFIT WARNING || profit_warning: PROFIT WARNING,,,107.04633584862226
A,105.88892705999888,06038.HK,信越控股,原始初筛,,361080000.0,308200.0,1.21,6.5,2.1057304058924595,0.5103313069125955,0.0,3,,同比增长,稳定,2.441517294012717,0.1391013298303071,91.58471233149784,无明显硬伤,Clean,0,暂未命中明显治理红旗,未命中官方处分或高风险公告模式,0,0,0,0,0,0,0,0,0,0,1,0,director_auditor_change: APPOINTMENT AND RESIGNATION OF INDEPENDENT NON-EXECUTIVE DIRECTOR,,,105.88892705999888
A,104.7311775144098,01475.HK,日清食品,原始初筛,消费,6710936216.0,423700.0,1.69,19.52,1.5552174315489735,0.0783086127725461,0.0224646986661212,4,0.498192636578139,同比增长,稳定,1.735245454820741,0.0358334691118875,88.95300953294232,无明显硬伤,Clean,10,暂未命中明显治理红旗,关联交易 4 次；盈利警告 1 次,0,0,0,0,4,0,0,0,0,0,0,1,connected: CONNECTED TRANSACTION FORMATION OF JOINT VENTURE || connected: (I) CONNECTED TRANSACTION ACQUISITION AND CAPITAL CONTRIBUTION IN NISSIN VIETNAM (II) CONTINUING CONNECTED TRANSACTIONS WITH A CONNECTED SUBSIDIARY || profit_warning: PROFIT WARNING,,,104.7311775144098
A,114.59505480454214,09985.HK,卫龙美味,补充宽筛,消费,17650116896.0,9844260.0,2.18,11.19,1.5356655591105213,0.1226782243289682,0.064013400401674,3,0.7927594926761362,同比增长,同比增长,2.884258387499087,-0.0154111271088209,105.19714706341186,无明显硬伤,Watch,34,保留但加治理折价,稀释融资/配股供股 2 次；关联交易 1 次；审计/核数师风险 2 次,0,0,2,0,1,0,2,0,0,0,2,0,"dilution: COMPLETION OF PLACING OF EXISTING SHARES AND TOP-UP SUBSCRIPTION OF NEW SHARES UNDER THE GENERAL MANDATE || dilution: PLACING OF EXISTING SHARES AND TOP-UP SUBSCRIPTION OF NEW SHARES UNDER THE GENERAL MANDATE || connected: CONNECTED TRANSACTION - SUBSCRIPTION OF SHARES IN THE JOINT VENTURE COMPANY || audit: PROPOSED RE-ELECTION OF RETIRING DIRECTORS, CHANGE OF AUDITOR, DECLARATION AND PAYMENT OF FINAL DIVIDEND AND SPECIAL DIVIDEND, GRANT OF GENERAL MANDATES TO ISSUE AND BUY BACK SHARES AND NOTICE OF ANNUAL GENERAL MEETING || audit: PROPOSED CHANGE OF AUDITOR || director_auditor_change: PROPOSED RE-ELECTION OF RETIRING DIRECTORS, CHANGE OF AUDITOR, DECLARATION AND PAYMENT OF FINAL DIVIDEND AND SPECIAL DIVIDEND, GRANT OF GENERAL MANDATES TO ISSUE AND BUY BACK SHARES AND NOTICE OF ANNUAL GENERAL MEETING || director_auditor_change: PROPOSED CHANGE OF AUDITOR",,,104.59505480454214
A,104.2531812950636,01513.HK,丽珠医药,原始初筛,医药,21061158096.0,7968690.0,1.28,9.56,1.102746170807276,0.0411663182806962,0.0540814475546967,4,0.562964683277148,稳定,稳定,1.5287101187979273,0.0984304956460958,88.37678532775476,无明显硬伤,Clean,18,暂未命中明显治理红旗,关联交易频繁 14 次,0,0,0,0,14,0,0,0,0,0,0,0,connected: CONNECTED TRANSACTION DEEMED DISPOSAL OF A SUBSIDIARY || connected: SUPPLEMENTAL ANNOUNCEMENT CONNECTED TRANSACTION CAPITAL CONTRIBUTION TO LIVZONBIO,,,104.2531812950636
A,112.36432344385872,02489.HK,集海黄金,原始初筛,,1608000000.0,608150.0,1.02,11.92,1.5781924804645184,0.2489427860696517,0.0495883084577114,4,0.7206521640894015,稳定,同比增长,2.2630486660195377,0.1663669146022937,102.87040886430748,无明显硬伤,Watch,24,保留但加治理折价,稀释融资/配股供股 4 次,0,0,4,0,0,0,0,0,0,0,0,0,dilution: INSIDE INFORMATION - (I) SUSPENSION OF PRODUCTION OF YANTAI ZHONGJIA AND YANTAI MUJIN; AND (II) PROGRESS ON THE USE OF THE NET PROCEEDS FROM THE PLACING || dilution: COMPLETION OF PLACING OF NEW SHARES UNDER THE GENERAL MANDATE,,,102.36432344385872
A,101.93243082333916,02097.HK,蜜雪集团,补充宽筛,消费,92702910960.0,76867752.0,3.42,14.22,2.874528516563104,0.1218277277708475,0.0,3,,同比增长,同比增长,1.2017085690252078,0.0590527398693734,93.44762508155208,无明显硬伤,Clean,2,暂未命中明显治理红旗,关联交易 1 次,0,0,0,0,1,0,0,0,0,0,0,0,connected: CONNECTED TRANSACTION - ENTERING INTO THE INVESTMENT AGREEMENT AND EQUITY TRANSFER AGREEMENT,,,101.93243082333916
A,100.31270189906878,02648.HK,安井食品,原始初筛,消费,22030398405.0,14733275.0,1.21,12.84,1.0240950719965616,0.0053188697319884,0.0483361241873101,4,0.7834277346907271,稳定,稳定,1.3985517897405395,0.1160323905835094,86.71770089335418,无明显硬伤,Clean,0,暂未命中明显治理红旗,未命中官方处分或高风险公告模式,0,0,0,0,0,0,0,0,0,0,0,0,,,,100.31270189906878
A,109.37906955477582,01126.HK,德林国际,原始初筛,,4365779250.0,1026690.0,1.04,6.3,1.3395899300407537,0.0942989912327793,0.0910221188210558,4,0.6349537598282012,稳定,稳定,1.1335252377216,0.1654890143511944,100.9973614327254,无明显硬伤,Watch,24,保留但加治理折价,合股/股本重组 1 次；关联交易 1 次；盈利警告 3 次,0,0,0,1,1,0,0,0,0,0,0,3,capital_reorg: CHANGE IN BOARD LOT SIZE || connected: PAST CONNECTED TRANSACTION || profit_warning: PROFIT WARNING || profit_warning: PROFIT WARNING,,,99.37906955477582
A,98.19281867587684,01789.HK,爱康医疗,补充宽筛,医药,5789386907.0,32390698.0,1.82,15.42,1.9552113006646823,0.123717418010874,0.0127186179094317,4,0.217146278023203,同比增长,稳定,1.0467735800820694,0.088721711383864,92.92803154318672,无明显硬伤,Clean,4,暂未命中明显治理红旗,盈利警告 2 次,0,0,0,0,0,0,0,0,0,0,0,2,profit_warning: ANNOUNCEMENT - PROFIT WARNING || profit_warning: ANNOUNCEMENT PROFIT WARNING,,,98.19281867587684
A,97.88629870153792,03880.HK,泰德医药,补充宽筛,医药,3235876000.0,1044996.0,1.84,13.45,4.718097412146887,0.2617417972752973,0.0,0,,同比增长,同比增长,1.892537584542885,0.2571134143929043,94.94532950323853,无明显硬伤,Clean,0,暂未命中明显治理红旗,未命中官方处分或高风险公告模式,0,0,0,0,0,0,0,0,0,0,0,0,,,,97.88629870153792
A,106.43276474206873,02331.HK,李宁,补充宽筛,消费,40840057297.0,280731856.0,1.34,12.56,1.7656279122888974,0.1890927317716392,0.0342773760041426,4,0.4768435111656572,稳定,稳定,1.458763266643909,0.0778109664231508,95.32243181858586,无明显硬伤,Watch,40,保留但加治理折价,稀释融资/配股供股 2 次；关联交易 4 次；审计/核数师风险 2 次,0,0,2,0,4,0,2,0,0,0,2,0,"dilution: JOINT ANNOUNCEMENT COMPLETION OF TOP-UP PLACING OF EXISTING LI NING SHARES AND SUBSCRIPTION OF NEW LI NING SHARES UNDER GENERAL MANDATE || dilution: JOINT ANNOUNCEMENT TOP-UP PLACING OF EXISTING LI NING SHARES AND SUBSCRIPTION OF NEW LI NING SHARES UNDER GENERAL MANDATE || connected: CONTINUING CONNECTED TRANSACTION SETTING OF ANNUAL CAPS || connected: CONNECTED TRANSACTION FORMATION OF JOINT VENTURE COMPANY || audit: (1) PROPOSED GRANT OF GENERAL MANDATES TO ISSUE NEW SHARES AND REPURCHASE SHARES, (2) PROPOSED FINAL DIVIDEND, (3) RE-ELECTION OF DIRECTORS, (4) CHANGE OF AUDITOR AND (5) NOTICE OF ANNUAL GENERAL MEETING || audit: PROPOSED CHANGE OF AUDITOR || director_auditor_change: (1) PROPOSED GRANT OF GENERAL MANDATES TO ISSUE NEW SHARES AND REPURCHASE SHARES, (2) PROPOSED FINAL DIVIDEND, (3) RE-ELECTION OF DIRECTORS, (4) CHANGE OF AUDITOR AND (5) NOTICE OF ANNUAL GENERAL MEETING || director_auditor_change: PROPOSED CHANGE OF AUDITOR",,,96.43276474206873
A,95.7085596052206,00420.HK,福田实业,原始初筛,,808517794.0,150460.0,0.25,11.34,1.4834253269632898,0.5632751423650176,0.075267793945423,4,0.944938430899554,同比增长,高点回落,3.4488865837566305,0.3341140500967715,105.28502774564514,无明显硬伤,Clean,16,暂未命中明显治理红旗,审计/核数师风险 1 次；盈利警告 3 次,0,0,0,0,0,0,1,0,0,0,2,3,"audit: Change of Auditor || director_auditor_change: (1) Resignation of independent non-executive Director, member of the Audit Committee and member of the Nomination Committee; (2) Appointment of independent non-executive Director and member of the Nomination Committee; and (3) Appointment of member of the Audit Committee || director_auditor_change: Change of Auditor || profit_warning: Profit Warning || profit_warning: Profit Warning",,,95.7085596052206
A,95.69475730028968,00837.HK,谭木匠,原始初筛,消费,1494771140.0,712645.0,1.39,7.89,1.1417238953468896,0.0141513302163433,0.0599215475888837,4,0.5237126301695054,稳定,稳定,0.9031060626597636,0.2633794664000421,87.25988203265202,无明显硬伤,Clean,19,暂未命中明显治理红旗,关联交易 2 次；调查/内控/违规关键词 1 次,0,0,0,0,2,0,0,1,0,0,2,0,connected: SUPPLEMENTAL ANNOUNCEMENT - CONNECTED TRANSACTION ACQUISITION OF EQUITY INTERESTS IN AN INDIRECT SUBSIDIARY || connected: CONNECTED TRANSACTION - ACQUISITION OF EQUITY INTERESTS IN AN INDIRECT SUBSIDIARY || investigation: (1) RESIGNATION OF INDEPENDENT NON-EXECUTIVE DIRECTOR AND CHANGE OF COMPOSITION OF BOARD COMMITTEES; AND (2) NON-COMPLIANCE WITH RULES 3.10(1) AND 3.21 OF THE MAIN BOARD LISTING RULES AND TERMS OF REFERENCE OF COMMITTEES || director_auditor_change: (1) RESIGNATION OF INDEPENDENT NON-EXECUTIVE DIRECTOR; (2) APPOINTMENT OF INDEPENDENT NON-EXECUTIVE DIRECTOR; AND (3) CHANGE OF COMPOSITION OF BOARD COMMITTEES || director_auditor_change: (1) RESIGNATION OF INDEPENDENT NON-EXECUTIVE DIRECTOR AND CHANGE OF COMPOSITION OF BOARD COMMITTEES; AND (2) NON-COMPLIANCE WITH RULES 3.10(1) AND 3.21 OF THE MAIN BOARD LISTING RULES AND TERMS OF REFERENCE OF COMMITTEES,,,95.69475730028968
A,120.03529565432662,03888.HK,金山软件,补充宽筛,,31726461150.0,264970743.0,1.04,10.08,3.918748699596656,0.6353803503231246,0.0347276046575399,4,0.3524801585321804,同比增长,稳定,2.722628831551564,0.1344809487983364,99.11700838723372,无明显硬伤,Amber,63,降权，需逐条公告复核,稀释融资/配股供股 2 次；合股/股本重组 1 次；配股/供股与合股组合，老千结构动作；关联交易 5 次,0,0,2,1,5,0,0,0,0,0,0,0,dilution: CONNECTED TRANSACTION INVOLVING SUBSCRIPTION OF NEW SHARES OF KINGSOFT CLOUD || dilution: GRANT OF AWARDED SHARES AND PROPOSED ISSUE OF NEW SHARES UNDER GENERAL MANDATE PURSUANT TO SHARE AWARD SCHEME || capital_reorg: CHANGE IN BOARD LOT SIZE || connected: CONNECTED TRANSACTION THE LEASE AGREEMENT BETWEEN THE COMPANY AND BEIJING DUOKAN || connected: CONNECTED TRANSACTION INVOLVING SUBSCRIPTION OF NEW SHARES OF KINGSOFT CLOUD,,,95.03529565432662
A,100.14163259083512,00725.HK,恒都集团,补充宽筛,,198958000.0,43780.0,0.44,6.38,1.24809432923902,0.0961882676745846,0.0451614539752108,4,0.3189892900660552,同比增长,同比增长,2.3768671673166404,0.3063874815622394,91.47344327331432,无明显硬伤,Watch,24,保留但加治理折价,审计/核数师风险 2 次；盈利警告 2 次,0,0,0,0,0,0,2,0,0,0,2,2,audit: Change of Auditor || audit: CHANGE OF AUDITOR || director_auditor_change: Change of Auditor || director_auditor_change: CHANGE OF AUDITOR || profit_warning: PROFIT WARNING || profit_warning: PROFIT WARNING,,,90.14163259083512
A,112.14170351694317,01530.HK,三生制药,补充宽筛,,39619497671.0,164099460.0,1.32,4.22,3.368729789708917,0.3476121558724545,0.0141299620870702,4,0.0659999028549789,同比增长,同比增长,1.2824717732769957,0.0576239742593989,102.22854094225876,无明显硬伤,Amber,62,降权，需逐条公告复核,稀释融资/配股供股 4 次；关联交易 7 次；审计/核数师风险 2 次；要约/私有化/撤销上市关键词 1 次,0,0,4,0,7,0,2,0,0,1,2,0,"dilution: COMPLETION OF PLACING OF NEW SHARES UNDER GENERAL MANDATE || dilution: PLACING OF NEW SHARES UNDER GENERAL MANDATE || connected: CONNECTED TRANSACTION GRANT OF AWARDED SHARES BY A SUBSIDIARY OF THE COMPANY PURSUANT TO ITS EQUITY INCENTIVE PLAN || connected: SUPPLEMENTAL ANNOUNCEMENT IN RELATION TO THE CONNECTED TRANSACTION ON GRANT OF SHARE AWARDS TO CONNECTED PERSONS PURSUANT TO THE SHARE AWARD SCHEME || audit: GENERAL MANDATES TO ISSUE AND REPURCHASE SHARES, RE-ELECTION OF DIRECTORS, DECLARATION AND PAYMENT OF FINAL DIVIDEND OUT OF THE SHARE PREMIUM ACCOUNT OF THE COMPANY, PROPOSED CHANGE OF AUDITOR AND NOTICE OF THE ANNUAL GENERAL MEETING || audit: PROPOSED CHANGE OF AUDITOR || offer_privatisation: WITHDRAWAL OF LISTING OF ZERO COUPON CONVERTIBLE BONDS DUE 2025 || director_auditor_change: GENERAL MANDATES TO ISSUE AND REPURCHASE SHARES, RE-ELECTION OF DIRECTORS, DECLARATION AND PAYMENT OF FINAL DIVIDEND OUT OF THE SHARE PREMIUM ACCOUNT OF THE COMPANY, PROPOSED CHANGE OF AUDITOR AND NOTICE OF THE ANNUAL GENERAL MEETING",,,87.14170351694317
A,96.28328585870273,00696.HK,中国民航信息网络,原始初筛,公用/基建,24433850068.0,23953677.0,0.92,9.42,1.174382454431356,0.0611303511875179,0.0304584881899014,4,0.3178298212562149,稳定,稳定,1.1739070568259886,0.0983188753937044,88.06302390731999,无明显硬伤,Watch,38,保留但加治理折价,审计/核数师风险 3 次；盈利警告 6 次,0,0,0,0,0,0,3,0,0,0,3,6,audit: (1) PROPOSED CHANGE OF AUDITOR; (2) PROPOSED AMENDMENTS TO THE ARTICLES OF ASSOCIATION; AND (3) NOTICE OF 2025 ANNUAL GENERAL MEETING || audit: ANNOUNCEMENT PROPOSED CHANGE OF AUDITOR || director_auditor_change: (1) PROPOSED CHANGE OF AUDITOR; (2) PROPOSED AMENDMENTS TO THE ARTICLES OF ASSOCIATION; AND (3) NOTICE OF 2025 ANNUAL GENERAL MEETING || director_auditor_change: ANNOUNCEMENT PROPOSED CHANGE OF AUDITOR || profit_warning: INSIDE INFORMATION PROFIT WARNING FOR THE YEAR OF 2024 || profit_warning: INSIDE INFORMATION KEY OPERATING DATA AS OF DECEMBER 2023; AND PROFIT WARNING FOR THE YEAR OF 2023,,,86.28328585870273
A,102.7711228920748,00811.HK,新华文轩,原始初筛,,10931831260.0,3875690.0,0.62,6.26,1.1308400411755426,0.0932792148577309,0.0722827107624052,4,0.5037981104592638,稳定,稳定,1.262146996144264,0.260547996139937,88.88827925195024,无明显硬伤,Amber,78,降权，需逐条公告复核,关联交易 4 次；审计/核数师风险 3 次；调查/内控/违规关键词 2 次；董事/核数师变动较多 6 次,0,0,0,0,4,0,3,2,0,0,6,0,connected: FURTHER ANNOUNCEMENT CONNECTED TRANSACTION IN RELATION TO ACQUISITION OF 17% EQUITY INTEREST IN THE TARGET COMPANY || connected: CONNECTED TRANSACTION ACQUISITION OF 17% EQUITY INTEREST IN THE TARGET COMPANY || audit: (I) POLL RESULTS OF THE 2023 ANNUAL GENERAL MEETING HELD ON 21 MAY 2024; (II) CHANGE OF MEMBER OF THE BOARD AND THE SUPERVISORY COMMITTEE; (III) CHANGE OF MEMBER OF BOARD COMMITTEES; (IV) CHANGE OF AUDITOR AND INTERNAL CONTROL AUDITOR; AND (V) PAYMENT OF FINAL DIVIDEND FOR 2023 || audit: PROPOSED CHANGE OF AUDITOR; PROPOSED AMENDMENTS TO THE WORKING RULES FOR INDEPENDENT DIRECTORS; AND NOTICE OF 2023 ANNUAL GENERAL MEETING || investigation: (I) POLL RESULTS OF THE 2023 ANNUAL GENERAL MEETING HELD ON 21 MAY 2024; (II) CHANGE OF MEMBER OF THE BOARD AND THE SUPERVISORY COMMITTEE; (III) CHANGE OF MEMBER OF BOARD COMMITTEES; (IV) CHANGE OF AUDITOR AND INTERNAL CONTROL AUDITOR; AND (V) PAYMENT OF FINAL DIVIDEND FOR 2023 || investigation: PROPOSED APPOINTMENT OF INDEPENDENT NON-EXECUTIVE DIRECTOR; PROPOSED APPOINTMENT OF SUPERVISOR; PROPOSED APPOINTMENT OF INTERNAL CONTROL AUDITOR; AND SUPPLEMENTAL NOTICE OF 2023 ANNUAL GENERAL MEETING || director_auditor_change: (I) POLL RESULTS OF THE 2023 ANNUAL GENERAL MEETING HELD ON 21 MAY 2024; (II) CHANGE OF MEMBER OF THE BOARD AND THE SUPERVISORY COMMITTEE; (III) CHANGE OF MEMBER OF BOARD COMMITTEES; (IV) CHANGE OF AUDITOR AND INTERNAL CONTROL AUDITOR; AND (V) PAYMENT OF FINAL DIVIDEND FOR 2023 || director_auditor_change: PROPOSED CHANGE OF AUDITOR; PROPOSED AMENDMENTS TO THE WORKING RULES FOR INDEPENDENT DIRECTORS; AND NOTICE OF 2023 ANNUAL GENERAL MEETING,,,77.7711228920748
A,99.58214803208216,02057.HK,中通快递-W,补充宽筛,,132191948988.0,99882091.0,1.88,12.84,1.0730438457066231,0.0131992985454688,0.0378857641357162,4,0.4135663841722361,稳定,稳定,1.4568406832636684,0.0926123027963523,82.33885783870086,无明显硬伤,Amber,45,降权，需逐条公告复核,关联交易 3 次；延迟刊发/停复牌相关 2 次；调查/内控/违规关键词 1 次,0,0,0,0,3,2,0,1,0,0,1,0,connected: CONNECTED TRANSACTION - ACQUISITION OF 100% EQUITY INTEREST IN ZHEJIANG XINGLIAN || connected: CONNECTED TRANSACTION - ACQUISITION OF PROPERTIES || delay_suspend: TRADING HALT || delay_suspend: EXCHANGE NOTICE - TRADING HALT || investigation: ANNOUNCEMENT SUBSTANTIAL COMPLETION OF INDEPENDENT INVESTIGATION || director_auditor_change: RESIGNATION OF INDEPENDENT NON-EXECUTIVE DIRECTOR,,,74.58214803208216
B+,136.17271604026075,02518.HK,汽车之家-S,原始初筛,,17624810960.0,530650.0,0.68,13.98,4.79378702957582,0.8638833082837218,0.1437307898365112,4,1.026624758287532,稳定,稳定,1.0206530462673638,0.1396657956931863,127.470381351388,派息偏激进,Clean,0,暂未命中明显治理红旗,未命中官方处分或高风险公告模式,0,0,0,0,0,0,0,0,0,0,0,0,,,,136.17271604026075
B+,124.30017018778084,02102.HK,德利机械,补充宽筛,,290000000.0,20300.0,0.67,10.52,3.169806546592138,0.290341584,0.0942196551724137,4,1.0652274260554628,同比增长,同比增长,2.437572138264769,0.196889535915918,114.98472096240832,派息偏激进,Clean,12,暂未命中明显治理红旗,关联交易 3 次；盈利警告 3 次,0,0,0,0,3,0,0,0,0,0,0,3,connected: DISCLOSEABLE AND CONNECTED TRANSACTION IN RELATION TO ACQUISITION OF THE ENTIRE EQUITY INTEREST AND THE SALE DEBT IN THE TARGET COMPANY AND NOTICE OF EGM || connected: DELAY IN DESPATCH OF CIRCULAR IN RELATION TO DISCLOSEABLE AND CONNECTED TRANSACTION || profit_warning: PROFIT WARNING || profit_warning: PROFIT WARNING,,,124.30017018778084
